Player,Team,GP,W,L,MIN,PTS,TOUCHES,Front CTTouches,Time OfPoss,Avg Sec PerTouch,Avg Drib PerTouch,PTS PerTouch,ElbowTouches,PostUps,PaintTouches,PTS PerElbow Touch,PTS PerPost Touch,PTS PerPaint Touch,PLAYER_ID,TEAM_ID
Ausar Thompson,DET,28,15,13,563.0,231,844,438,40.1,2.85,2.31,0.274,19,4,85,0.684,1.5,1.047,1641709,1610612765
Austin Reaves,LAL,42,26,16,1460.0,773,3367,1573,213.1,3.8,3.3,0.23,31,0,50,0.452,0.0,0.54,1630559,1610612747
Ayo Dosunmu,CHI,39,15,24,1192.0,477,2221,1070,106.6,2.88,2.46,0.215,18,0,37,1.056,0.0,1.135,1630245,1610612741
Bam Adebayo,MIA,46,24,22,1559.0,746,2992,1780,148.8,2.98,1.84,0.249,181,129,292,0.575,0.38,0.784,1628389,1610612748
Baylor Scheierman,BOS,8,7,1,49.0,9,63,31,2.9,2.8,1.98,0.143,1,0,3,2.0,0.0,0.667,1631248,1610612738
Ben Sheppard,IND,34,22,12,697.0,187,970,593,21.7,1.34,0.55,0.193,14,0,30,0.786,0.0,0.533,1641767,1610612754
Ben Simmons,BKN,32,13,19,806.0,200,2079,758,145.4,4.2,3.25,0.096,54,32,85,0.241,0.25,0.647,1627732,1610612751
Bennedict Mathurin,IND,46,26,20,1461.0,748,2414,1482,97.0,2.41,1.71,0.31,52,3,95,0.865,0.0,1.011,1631097,1610612754
Bilal Coulibaly,WAS,45,8,37,1492.0,563,2206,1265,119.1,3.24,2.48,0.255,27,0,101,0.778,0.0,0.881,1641731,1610612764
Blake Wesley,SAS,31,15,16,287.0,97,538,243,35.8,3.99,3.77,0.18,3,0,13,1.333,0.0,0.538,1631104,1610612759
Bobby Portis,MIL,41,24,17,1011.0,549,1950,1091,62.7,1.93,0.9,0.282,52,131,139,0.462,0.595,0.964,1626171,1610612749
Bobi Klintman,DET,3,2,1,8.0,0,15,10,0.5,1.98,0.67,0.0,0,1,1,0.0,0.0,0.0,1641752,1610612765
Bogdan Bogdanović,ATL,24,12,12,598.0,240,844,559,28.7,2.04,1.38,0.284,11,0,25,0.636,0.0,0.4,203992,1610612737
Bol Bol,PHX,13,3,10,75.0,41,104,63,3.2,1.87,0.92,0.394,1,0,5,0.0,0.0,1.2,1629626,1610612756
Bones Hyland,LAC,18,8,10,198.0,124,427,180,37.9,5.33,4.63,0.29,2,0,3,0.0,0.0,0.0,1630538,1610612746
Bradley Beal,PHX,36,17,19,1168.0,617,2187,1165,130.2,3.57,3.01,0.282,42,0,48,0.714,0.0,0.792,203078,1610612756
Branden Carlson,OKC,14,12,2,84.0,40,128,75,2.8,1.29,0.35,0.313,2,1,6,0.0,0.0,1.0,1642382,1610612760
Brandin Podziemski,GSW,36,19,17,864.0,319,1824,921,103.6,3.41,2.76,0.175,30,3,57,0.267,0.667,0.491,1641764,1610612744
Brandon Boston,NOP,41,8,33,978.0,437,1826,827,106.2,3.49,3.03,0.239,17,2,34,0.882,1.0,0.794,1630527,1610612740
Brandon Clarke,MEM,46,32,14,865.0,359,1096,650,26.1,1.43,0.74,0.328,93,2,214,0.774,1.0,0.977,1629634,1610612763
Brandon Ingram,NOP,18,5,13,595.0,400,1269,788,82.3,3.89,2.87,0.315,28,32,27,0.5,0.625,0.667,1627742,1610612740
Brandon Miller,CHA,27,8,19,924.0,568,1912,1053,102.1,3.2,2.33,0.297,15,0,38,0.6,0.0,1.211,1641706,1610612766
Brandon Williams,DAL,17,8,9,120.0,47,247,98,18.9,4.6,4.35,0.19,1,0,4,0.0,0.0,0.0,1630314,1610612742
Brice Sensabaugh,UTA,38,8,30,687.0,367,960,605,42.5,2.66,1.92,0.382,10,0,20,1.2,0.0,0.95,1641729,1610612762
Bronny James,LAL,15,10,5,58.0,11,110,58,6.3,3.42,2.9,0.1,3,0,3,0.0,0.0,0.0,1642355,1610612747
Brook Lopez,MIL,47,26,21,1510.0,568,1680,1172,40.8,1.46,0.46,0.338,71,63,158,0.606,0.667,1.101,201572,1610612749
Bruce Brown,TOR,16,8,8,318.0,134,477,309,19.6,2.47,1.88,0.281,16,3,38,0.625,0.0,1.053,1628971,1610612761
Bruno Fernando,TOR,17,2,15,147.0,58,268,184,7.3,1.64,0.56,0.216,41,7,46,0.341,0.857,0.978,1628981,1610612761
Bryce McGowens,POR,8,4,4,21.0,13,44,14,3.2,4.32,3.0,0.295,0,0,1,0.0,0.0,2.0,1631121,1610612757
Bub Carrington,WAS,49,8,41,1412.0,410,2836,1129,176.5,3.73,3.26,0.145,22,0,40,0.682,0.0,0.55,1642267,1610612764
Buddy Hield,GSW,48,25,23,1104.0,548,1945,1217,62.1,1.91,1.3,0.282,16,1,37,0.688,0.0,0.919,1627741,1610612744
CJ McCollum,NOP,37,10,27,1240.0,817,2278,1120,140.9,3.71,3.37,0.359,24,0,22,0.708,0.0,0.682,203468,1610612740
Cade Cunningham,DET,46,24,22,1639.0,1165,4262,1615,384.9,5.42,5.07,0.273,35,84,57,0.686,0.488,0.526,1630595,1610612765
Caleb Houstan,ORL,34,14,20,410.0,97,399,260,10.1,1.52,0.47,0.243,4,0,10,0.0,0.0,0.2,1631216,1610612753
Caleb Martin,PHI,31,12,19,943.0,281,1348,650,74.5,3.31,2.49,0.208,24,2,40,0.333,1.0,0.6,1628997,1610612755
Cam Christie,LAC,4,2,2,23.0,6,28,19,1.3,2.89,2.14,0.214,1,0,2,1.0,0.0,0.5,1642353,1610612746
Cam Reddish,LAL,31,15,16,560.0,103,446,235,15.3,2.06,1.23,0.231,3,0,26,0.667,0.0,0.615,1629629,1610612747
Cam Spencer,MEM,10,8,2,121.0,40,239,127,10.0,2.51,1.91,0.167,3,0,13,0.667,0.0,0.692,1642285,1610612763
Cam Thomas,BKN,19,8,11,614.0,469,1134,741,74.9,3.96,3.23,0.414,12,1,13,0.833,0.0,0.462,1630560,1610612751
Cam Whitmore,HOU,30,19,11,501.0,290,638,368,31.6,2.98,2.6,0.455,14,1,30,0.714,0.0,1.233,1641715,1610612745
Cameron Johnson,BKN,35,14,21,1131.0,679,1709,1241,66.9,2.35,1.84,0.397,29,3,38,0.69,1.333,0.763,1629661,1610612751
Cameron Payne,NYK,44,31,13,628.0,315,1284,552,91.3,4.27,3.58,0.245,4,0,14,0.0,0.0,0.0,1626166,1610612752
Caris LeVert,CLE,36,32,4,867.0,388,1339,725,76.0,3.41,3.0,0.29,13,0,44,0.769,0.0,0.545,1627747,1610612739
Cason Wallace,OKC,45,36,9,1223.0,322,1480,743,69.8,2.83,2.29,0.218,21,0,91,0.286,0.0,0.637,1641717,1610612760
Charles Bassey,SAS,32,14,18,346.0,147,575,282,13.3,1.39,0.42,0.256,33,6,137,0.485,0.833,0.876,1629646,1610612759
Chet Holmgren,OKC,10,8,2,265.0,164,495,270,16.7,2.02,0.97,0.331,18,4,42,1.056,0.0,1.024,1631096,1610612760
Chris Boucher,TOR,43,16,27,748.0,452,950,568,28.5,1.8,0.76,0.476,26,5,110,1.192,0.4,1.127,1628449,1610612761
Chris Duarte,CHI,17,4,13,74.0,36,118,49,5.5,2.81,2.34,0.305,0,0,4,0.0,0.0,0.0,1630537,1610612741
Chris Livingston,MIL,11,8,3,55.0,14,88,35,2.4,1.61,0.9,0.159,1,0,11,1.0,0.0,1.091,1641753,1610612749
Chris Paul,SAS,47,21,26,1367.0,441,3060,1190,235.4,4.62,3.91,0.144,16,1,22,0.25,0.0,0.364,101108,1610612759
Christian Braun,DEN,49,30,19,1599.0,706,1942,1110,77.9,2.41,1.51,0.364,80,1,177,1.025,0.0,0.96,1631128,1610612743
Christian Koloko,LAL,27,18,9,233.0,55,308,174,7.7,1.5,0.53,0.179,20,0,58,0.2,0.0,0.621,1631132,1610612747
Clint Capela,ATL,45,22,23,1010.0,424,1312,833,27.8,1.27,0.34,0.323,94,17,425,0.638,0.882,0.847,203991,1610612737
Coby White,CHI,43,17,26,1403.0,792,2597,1273,152.2,3.52,3.03,0.305,6,0,9,0.833,0.0,0.667,1629632,1610612741
Cody Martin,CHA,39,11,28,967.0,306,1478,722,68.9,2.8,1.85,0.207,19,1,62,0.474,0.0,0.581,1628998,1610612766
Cody Williams,UTA,26,5,21,545.0,101,642,349,24.9,2.32,1.56,0.157,5,0,13,0.0,0.0,0.385,1642262,1610612762
Colby Jones,SAC,23,10,13,122.0,26,155,76,6.2,2.4,1.99,0.168,3,0,4,0.0,0.0,0.0,1641732,1610612758
Cole Anthony,ORL,46,23,23,781.0,417,1704,680,134.0,4.72,4.16,0.245,18,0,35,0.389,0.0,0.514,1630175,1610612753
Cole Swider,DET,2,0,2,13.0,0,18,11,0.4,1.45,0.45,0.0,0,0,0,0.0,0.0,0.0,1631306,1610612765
Colin Castleton,MEM,10,9,1,46.0,14,51,30,2.0,2.38,1.55,0.275,1,0,4,0.0,0.0,1.75,1630658,1610612763
Collin Gillespie,PHX,5,3,2,16.0,7,28,9,2.2,4.67,3.57,0.25,0,0,1,0.0,0.0,0.0,1631221,1610612756
Collin Sexton,UTA,45,11,34,1281.0,826,2529,1355,178.9,4.24,3.98,0.327,30,1,71,0.267,0.0,0.592,1629012,1610612762
Corey Kispert,WAS,44,7,37,1170.0,501,1470,945,45.6,1.86,1.12,0.341,18,1,48,0.778,2.0,1.208,1630557,1610612764
Cory Joseph,ORL,29,12,17,220.0,58,487,212,31.0,3.82,3.93,0.119,3,0,6,0.0,0.0,0.333,202709,1610612753
Craig Porter Jr.,CLE,29,23,6,234.0,74,383,162,23.0,3.61,3.09,0.193,5,0,7,1.0,0.0,0.857,1641854,1610612739
Cui Yongxi,BKN,5,2,3,10.0,3,14,10,0.5,1.96,1.43,0.214,0,0,1,0.0,0.0,0.0,1642385,1610612751
D'Angelo Russell,BKN,40,20,20,1037.0,526,2504,1102,169.0,4.05,3.51,0.21,21,2,25,0.667,0.5,0.64,1626156,1610612751
D.J. Carton,TOR,4,1,3,33.0,3,54,30,2.6,2.91,2.54,0.056,0,0,1,0.0,0.0,0.0,1630618,1610612761
DaQuan Jeffries,CHA,16,2,14,266.0,84,288,174,8.4,1.76,0.94,0.292,7,1,16,0.286,0.0,0.813,1629610,1610612766
Daeqwon Plowden,ATL,2,1,1,33.0,24,47,31,0.9,1.1,0.32,0.511,1,0,5,0.0,0.0,0.8,1631342,1610612737
Daishen Nix,MIN,3,3,0,13.0,1,27,9,2.2,4.86,4.19,0.037,0,0,0,0.0,0.0,0.0,1630227,1610612750
Dalano Banton,POR,38,13,25,596.0,333,1322,598,83.7,3.8,3.02,0.252,9,2,24,0.333,0.0,0.667,1630625,1610612757
Dalen Terry,CHI,47,18,29,598.0,178,955,516,37.2,2.34,2.09,0.186,10,1,32,0.2,0.0,0.813,1631207,1610612741
Dalton Knecht,LAL,47,28,19,973.0,438,1289,732,44.6,2.08,1.14,0.34,29,0,49,0.552,0.0,1.082,1642261,1610612747
Damian Lillard,MIL,40,22,18,1458.0,1000,3465,1218,305.1,5.28,4.92,0.289,9,0,16,0.333,0.0,0.5,203081,1610612749
Damion Lee,PHX,12,3,9,69.0,38,115,78,4.8,2.52,2.09,0.33,1,0,1,0.0,0.0,0.0,1627814,1610612756
Daniel Gafford,DAL,47,24,23,1012.0,598,1579,945,43.8,1.66,0.4,0.379,115,39,391,0.722,0.897,1.123,1629655,1610612742
Daniel Theis,NOP,38,10,28,621.0,162,916,589,23.7,1.55,0.47,0.177,49,4,110,0.531,0.25,0.664,1628464,1610612740
Daniss Jenkins,DET,3,1,2,8.0,0,14,7,1.3,5.51,4.36,0.0,0,0,0,0.0,0.0,0.0,1642450,1610612765
Danté Exum,DAL,2,0,2,35.0,17,65,18,6.2,5.72,5.41,0.262,0,0,1,0.0,0.0,0.0,203957,1610612742
Dario Šarić,DEN,13,5,8,192.0,49,327,210,9.5,1.74,0.71,0.15,59,12,43,0.034,0.5,0.535,203967,1610612743
Dariq Whitehead,BKN,8,2,6,56.0,36,70,42,2.2,1.89,1.23,0.514,1,0,0,0.0,0.0,0.0,1641727,1610612751
Darius Garland,CLE,47,38,9,1420.0,1020,2956,1148,233.5,4.74,4.55,0.345,28,0,35,0.464,0.0,0.6,1629636,1610612739
David Duke Jr.,SAS,2,0,2,12.0,3,21,7,1.4,3.87,3.38,0.143,0,0,0,0.0,0.0,0.0,1630561,1610612759
David Roddy,ATL,27,9,18,346.0,122,554,279,17.5,1.9,1.07,0.22,7,4,18,0.571,0.0,0.556,1631223,1610612737
Davion Mitchell,TOR,43,15,28,1063.0,269,2201,834,159.2,4.34,4.28,0.122,9,0,15,0.778,0.0,0.2,1630558,1610612761
Day'Ron Sharpe,BKN,27,7,20,466.0,213,823,575,22.8,1.66,0.75,0.259,63,19,169,0.222,0.684,0.846,1630549,1610612751
De'Aaron Fox,SAS,44,20,24,1627.0,1110,3606,1399,251.3,4.18,3.75,0.308,23,7,83,0.913,0.143,1.0,1628368,1610612759
De'Andre Hunter,ATL,36,18,18,1025.0,680,1440,903,48.7,2.03,1.31,0.472,34,16,61,0.647,1.125,0.967,1629631,1610612737
De'Anthony Melton,BKN,6,4,2,121.0,62,259,139,12.0,2.78,2.16,0.239,3,0,5,0.0,0.0,0.4,1629001,1610612751
DeAndre Jordan,DEN,35,23,12,410.0,122,547,337,13.7,1.51,0.34,0.223,71,6,132,0.254,0.667,0.833,201599,1610612743
DeMar DeRozan,SAC,43,22,21,1538.0,925,2227,1344,148.9,4.01,3.27,0.415,40,132,45,0.8,0.712,0.844,201942,1610612758
Dean Wade,CLE,35,30,5,799.0,211,1059,525,24.4,1.38,0.47,0.199,17,0,49,0.412,0.0,0.449,1629731,1610612739
Deandre Ayton,POR,36,15,21,1103.0,534,1654,1100,43.9,1.59,0.55,0.323,157,48,338,0.624,0.667,0.938,1629028,1610612757
Dejounte Murray,NOP,31,9,22,1012.0,542,2496,901,206.3,4.96,4.43,0.217,10,1,24,0.2,0.0,0.333,1627749,1610612740
Delon Wright,MIL,26,14,12,405.0,65,780,335,53.5,4.11,3.63,0.083,3,0,17,0.0,0.0,0.294,1626153,1610612749
Deni Avdija,POR,47,21,26,1364.0,701,2832,1296,144.6,3.06,2.23,0.248,41,26,97,0.488,0.115,0.67,1630166,1610612757
Dennis Schröder,GSW,46,20,26,1380.0,671,3582,1504,292.0,4.89,4.41,0.187,12,0,13,0.667,0.0,0.308,203471,1610612744
Dereck Lively II,DAL,32,19,13,768.0,292,1181,741,31.1,1.58,0.2,0.247,107,12,282,0.458,0.667,0.848,1641726,1610612742
Derrick Jones Jr.,LAC,46,27,19,1141.0,455,1448,688,49.1,2.03,1.18,0.314,38,0,127,0.447,0.0,0.984,1627884,1610612746
Derrick White,BOS,46,33,13,1544.0,736,3235,1187,215.4,3.99,3.72,0.228,21,0,59,1.0,0.0,0.814,1628401,1610612738
Desmond Bane,MEM,40,26,14,1203.0,717,2657,1169,155.3,3.51,2.57,0.27,21,1,53,0.571,0.0,0.943,1630217,1610612763
Devin Booker,PHX,44,24,20,1631.0,1149,3076,2088,205.1,4.0,3.09,0.374,34,22,65,0.441,0.682,0.846,1626164,1610612756
Devin Carter,SAC,13,8,5,135.0,47,252,122,14.4,3.44,3.09,0.187,1,0,11,0.0,0.0,0.909,1642269,1610612758
Devin Vassell,SAS,32,13,19,964.0,514,1609,967,82.7,3.08,2.39,0.319,22,0,21,0.909,0.0,0.571,1630170,1610612759
Dillon Brooks,HOU,46,30,16,1480.0,621,1624,1020,63.0,2.33,1.58,0.382,28,44,72,0.786,0.795,0.722,1628415,1610612745
Dillon Jones,OKC,29,24,5,267.0,59,437,246,18.6,2.56,1.9,0.135,12,0,27,0.167,0.0,0.704,1641794,1610612760
Domantas Sabonis,SAC,45,23,22,1628.0,922,3510,2205,133.5,2.28,1.34,0.263,331,123,512,0.565,0.439,0.932,1627734,1610612758
Dominick Barlow,ATL,13,3,10,88.0,30,96,55,2.4,1.5,0.82,0.313,5,0,11,0.0,0.0,0.818,1631230,1610612737
Donovan Clingan,POR,37,16,21,593.0,189,872,542,21.9,1.5,0.42,0.217,48,4,213,0.125,0.0,0.779,1642270,1610612757
Donovan Mitchell,CLE,47,38,9,1464.0,1113,2807,1116,220.7,4.72,4.29,0.397,11,7,28,0.727,0.571,0.857,1628378,1610612739
Donte DiVincenzo,MIN,40,21,19,1057.0,440,2006,1055,94.2,2.82,2.25,0.219,11,2,24,0.182,0.0,0.417,1628978,1610612750
Dorian Finney-Smith,LAL,33,14,19,889.0,297,1149,677,30.6,1.6,0.64,0.258,19,0,60,0.368,0.0,0.6,1627827,1610612747
Doug McDermott,SAC,31,16,15,260.0,106,282,196,5.5,1.18,0.45,0.376,1,0,5,0.0,0.0,1.0,203926,1610612758
Draymond Green,GSW,35,19,16,974.0,290,2181,1208,71.2,1.96,0.97,0.133,62,26,72,0.306,0.115,0.542,203110,1610612744
Drew Eubanks,LAC,36,8,28,551.0,209,714,469,20.4,1.72,0.65,0.293,87,9,139,0.609,0.667,0.914,1629234,1610612746
Drew Peterson,BOS,13,10,3,117.0,35,162,73,6.6,2.44,1.54,0.216,1,0,2,0.0,0.0,1.0,1641809,1610612738
Dru Smith,MIA,14,8,6,268.0,87,430,209,25.4,3.54,3.19,0.202,5,0,16,0.0,0.0,0.5,1630696,1610612748
Duncan Robinson,MIA,45,22,23,1104.0,503,1606,1151,59.3,2.21,1.32,0.313,13,1,36,1.077,0.0,0.889,1629130,1610612748
Duop Reath,POR,24,9,15,131.0,52,187,130,5.2,1.66,0.7,0.278,8,1,14,0.5,0.0,0.857,1641871,1610612757
Dwight Powell,DAL,33,18,15,251.0,49,326,195,9.7,1.78,0.81,0.15,23,1,49,0.174,1.0,0.673,203939,1610612742
Dyson Daniels,ATL,45,21,24,1517.0,616,2530,1357,107.0,2.54,2.0,0.243,83,4,169,0.651,0.0,0.716,1630700,1610612737
E.J. Liddell,CHI,6,2,4,31.0,15,43,24,1.0,1.44,0.65,0.349,1,0,4,2.0,0.0,0.5,1630604,1610612741
Elfrid Payton,NOP,7,0,7,144.0,47,373,123,32.7,5.26,5.18,0.126,5,0,4,0.0,0.0,0.5,203901,1610612740
Elijah Harkless,UTA,8,1,7,117.0,27,164,73,6.8,2.49,1.87,0.165,5,0,3,0.4,0.0,0.667,1641989,1610612762
Emoni Bates,CLE,4,4,0,14.0,0,17,16,0.6,2.1,1.35,0.0,0,0,1,0.0,0.0,0.0,1641734,1610612739
Enrique Freeman,IND,18,5,13,135.0,32,138,86,3.5,1.52,0.51,0.232,5,1,24,0.4,2.0,0.667,1642402,1610612754
Eric Gordon,PHI,36,12,24,723.0,261,893,558,30.5,2.05,1.35,0.292,4,0,3,1.0,0.0,0.667,201569,1610612755
Evan Mobley,CLE,43,36,7,1286.0,785,2467,1197,96.8,2.35,1.34,0.318,119,54,288,0.832,0.556,1.094,1630596,1610612739
Franz Wagner,ORL,31,17,14,1026.0,773,2106,1094,158.2,4.51,4.01,0.367,62,27,87,1.081,0.667,1.069,1630532,1610612753
Fred VanVleet,HOU,45,30,15,1596.0,658,3523,1376,272.3,4.64,4.33,0.187,9,0,15,0.0,0.0,0.0,1627832,1610612745
GG Jackson,MEM,8,7,1,138.0,72,253,125,10.8,2.55,1.81,0.285,5,0,12,0.6,0.0,0.75,1641713,1610612763
Gabe Vincent,LAL,40,24,16,802.0,199,1098,491,63.1,3.45,2.83,0.181,11,0,22,0.364,0.0,0.636,1629216,1610612747
Garrett Temple,TOR,17,6,11,66.0,11,119,48,5.4,2.73,2.23,0.092,2,0,3,0.0,0.0,0.667,202066,1610612761
Garrison Mathews,ATL,41,17,24,750.0,322,884,577,20.6,1.4,0.66,0.364,4,0,9,1.0,0.0,0.667,1629726,1610612737
Gary Harris,ORL,23,12,11,370.0,90,327,218,9.9,1.81,1.21,0.275,4,0,11,0.0,0.0,0.364,203914,1610612753
Gary Payton II,GSW,37,21,16,507.0,188,791,458,21.7,1.65,0.8,0.238,31,4,82,0.774,0.0,0.902,1627780,1610612744
Gary Trent Jr.,MIL,43,24,19,1058.0,413,1030,677,36.5,2.13,1.72,0.401,5,0,11,1.2,0.0,0.818,1629018,1610612749
Georges Niang,CLE,49,40,9,1005.0,432,1492,724,39.1,1.57,0.72,0.29,34,7,64,0.441,1.571,0.813,1627777,1610612739
Giannis Antetokounmpo,MIL,41,23,18,1431.0,1302,3466,1613,231.1,4.0,2.89,0.376,217,190,266,0.664,0.611,1.113,203507,1610612749
Goga Bitadze,ORL,40,22,18,963.0,366,1691,1046,53.2,1.89,0.69,0.216,120,12,262,0.383,0.75,1.015,1629048,1610612753
Gradey Dick,TOR,42,12,30,1253.0,659,1600,1195,53.1,1.99,1.36,0.412,32,0,63,0.875,0.0,0.873,1641711,1610612761
Grant Williams,CHA,16,6,10,479.0,166,588,375,18.1,1.84,0.76,0.282,16,12,33,0.75,1.0,0.667,1629684,1610612766
Grayson Allen,PHX,40,23,17,989.0,435,1519,876,58.4,2.31,1.4,0.286,26,0,31,0.231,0.0,0.258,1628960,1610612756
Guerschon Yabusele,PHI,46,19,27,1223.0,505,1898,1218,53.5,1.69,0.62,0.266,97,52,151,0.443,0.692,0.603,1627824,1610612755
Gui Santos,GSW,24,13,11,292.0,84,429,282,13.1,1.83,0.96,0.196,16,5,38,0.625,0.0,0.447,1630611,1610612744
Harrison Barnes,SAS,47,21,26,1319.0,549,1757,990,62.4,2.13,1.1,0.312,50,39,82,0.64,0.615,1.012,203084,1610612759
Harrison Ingram,SAS,2,0,2,11.0,0,7,4,0.2,1.76,1.14,0.0,0,0,0,0.0,0.0,0.0,1631127,1610612759
Haywood Highsmith,MIA,45,23,22,1088.0,299,1219,705,36.0,1.77,1.06,0.245,25,0,77,0.72,0.0,0.753,1629312,1610612748
Herbert Jones,NOP,20,5,15,648.0,205,940,490,37.4,2.39,1.25,0.218,17,0,27,0.235,0.0,0.593,1630529,1610612740
Hunter Tyson,DEN,34,21,13,255.0,69,269,151,8.0,1.79,0.71,0.257,5,0,23,0.0,0.0,0.696,1641816,1610612743
Immanuel Quickley,TOR,11,2,9,289.0,171,652,252,52.5,4.83,4.3,0.262,4,0,9,0.75,0.0,1.333,1630193,1610612761
Isaac Jones,SAC,24,11,13,204.0,87,224,148,6.0,1.62,0.75,0.388,13,5,48,0.154,1.2,1.167,1642403,1610612758
Isaac Okoro,CLE,28,24,4,551.0,161,554,361,16.9,1.83,1.24,0.291,17,2,46,0.471,1.5,0.587,1630171,1610612739
Isaiah Collier,UTA,39,9,30,872.0,228,2139,757,179.5,5.04,4.59,0.107,6,2,12,0.667,0.0,0.833,1642268,1610612762
