PLAYER,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,eFG%
Billy Garrett,NYK,4,63,0,0,5,0.0,0,5,0.0,0.0
Bismack Biyombo,CHA,54,782,14,7,18,38.9,-,-,-,38.9
Blake Griffin,DET,75,2622,219,74,199,37.2,71,189,37.6,55.0
Boban Marjanovic,PHI,58,681,32,14,31,45.2,4,10,40.0,51.6
Bobby Portis,WAS,50,1298,238,85,223,38.1,68,177,38.4,53.4
Bogdan Bogdanovic,SAC,70,1947,302,106,259,40.9,90,225,40.0,58.3
Bojan Bogdanovic,IND,81,2573,415,142,310,45.8,131,292,44.9,66.9
Bonzie Colson,MIL,8,98,12,4,17,23.5,4,17,23.5,35.3
Brad Wanamaker,BOS,36,343,30,10,26,38.5,10,25,40.0,57.7
Bradley Beal,WAS,82,3028,385,131,365,35.9,123,334,36.8,52.7
Brandon Goodwin,DEN,16,57,6,2,4,50.0,2,4,50.0,75.0
Brandon Ingram,LAL,52,1760,110,41,123,33.3,28,89,31.5,44.7
Brandon Knight,CLE,39,737,57,19,65,29.2,19,64,29.7,43.8
Brandon Sampson,CHI,14,214,27,9,24,37.5,9,24,37.5,56.3
Brook Lopez,MIL,81,2322,491,166,459,36.2,159,446,35.7,53.5
Bruce Brown,DET,74,1449,71,24,85,28.2,23,83,27.7,41.8
Bruno Caboclo,MEM,34,800,133,45,112,40.2,43,110,39.1,59.4
Bryn Forbes,SAS,82,2293,399,135,297,45.5,129,285,45.3,67.2
Buddy Hield,SAC,82,2615,589,202,439,46.0,185,402,46.0,67.1
C.J. Williams,MIN,15,128,9,3,11,27.3,3,11,27.3,40.9
CJ McCollum,POR,70,2375,283,97,249,39.0,89,226,39.4,56.8
CJ Miles,MEM,53,857,185,63,176,35.8,59,169,34.9,52.6
Caleb Swanigan,SAC,21,178,3,1,11,9.1,1,7,14.3,13.6
Cam Reynolds,MIN,19,259,57,19,49,38.8,19,48,39.6,58.2
Cameron Payne,CLE,40,712,43,15,58,25.9,13,55,23.6,37.1
Caris LeVert,BKN,40,1063,54,18,68,26.5,18,66,27.3,39.7
Carmelo Anthony,HOU,10,294,52,18,53,34.0,16,51,31.4,49.1
Cedi Osman,CLE,76,2444,286,98,278,35.3,90,267,33.7,51.4
Chandler Hutchison,CHI,44,895,42,14,48,29.2,14,48,29.2,43.8
Chandler Parsons,MEM,25,496,72,25,81,30.9,22,73,30.1,44.4
Channing Frye,CLE,36,341,86,29,73,39.7,28,68,41.2,58.9
Chasson Randle,WAS,49,743,81,27,75,36.0,27,74,36.5,54.0
Cheick Diallo,NOP,64,896,37,18,50,36.0,1,4,25.0,37.0
Chimezie Metu,SAS,29,145,0,0,8,0.0,0,2,0.0,0.0
Chris Boucher,TOR,28,163,33,11,34,32.4,11,34,32.4,48.5
Chris Chiozza,HOU,7,33,3,1,2,50.0,1,2,50.0,75.0
Chris Paul,HOU,58,1857,79,27,62,43.5,25,58,43.1,63.7
Christian Wood,NOP,21,250,29,10,25,40.0,9,24,37.5,58.0
Clint Capela,HOU,67,2249,0,0,3,0.0,-,-,-,0.0
Cody Zeller,CHA,49,1243,21,8,27,29.6,5,19,26.3,38.9
Collin Sexton,CLE,82,2605,192,65,152,42.8,62,140,44.3,63.2
Corey Brewer,SAC,31,492,42,14,40,35.0,14,38,36.8,52.5
Cory Joseph,IND,82,2063,156,53,145,36.6,50,138,36.2,53.8
Courtney Lee,DAL,34,428,43,15,51,29.4,13,46,28.3,42.2
Cristiano Felicio,CHI,60,746,8,4,15,26.7,0,3,0.0,26.7
D'Angelo Russell,BKN,81,2448,320,108,275,39.3,104,264,39.4,58.2
D.J. Augustin,ORL,81,2269,195,65,148,43.9,65,146,44.5,65.9
D.J. Wilson,MIL,48,882,122,42,125,33.6,38,114,33.3,48.8
DJ Stephens,MEM,1,7,0,0,0,-,-,-,-,-
Dairis Bertans,NOP,12,167,29,10,34,29.4,9,30,30.0,42.6
Damian Jones,GSW,24,410,4,2,5,40.0,-,-,-,40.0
Damian Lillard,POR,80,2838,255,88,228,38.6,79,203,38.9,55.9
Damion Lee,GSW,32,375,69,24,63,38.1,21,58,36.2,54.8
Damyean Dotson,NYK,73,2004,329,116,308,37.7,97,261,37.2,53.4
Daniel Hamilton,ATL,19,204,24,8,21,38.1,8,21,38.1,57.1
Daniel Theis,BOS,66,908,101,38,105,36.2,25,64,39.1,48.1
Danilo Gallinari,LAC,68,2059,382,131,306,42.8,120,270,44.4,62.4
Danny Green,TOR,80,2215,530,179,379,47.2,172,363,47.4,69.9
Dante Cunningham,SAS,64,928,102,36,85,42.4,30,64,46.9,60.0
Dante Exum,UTA,42,664,53,18,58,31.0,17,57,29.8,45.7
Danuel House Jr.,HOU,39,979,170,57,133,42.9,56,132,42.4,63.9
Dario Saric,MIN,81,2022,358,123,342,36.0,112,303,37.0,52.3
Darius Miller,NOP,69,1758,345,118,318,37.1,109,298,36.6,54.2
Darren Collison,IND,76,2143,173,61,138,44.2,51,116,44.0,62.7
Daryl Macon,DAL,8,90,6,2,3,66.7,2,3,66.7,100
David Nwaba,CLE,51,984,72,24,71,33.8,24,71,33.8,50.7
Davis Bertans,SAS,76,1632,400,135,307,44.0,130,296,43.9,65.1
Davon Reed,IND,10,47,6,2,4,50.0,2,4,50.0,75.0
De'Aaron Fox,SAC,81,2546,112,38,95,40.0,36,89,40.4,58.9
De'Anthony Melton,PHX,50,984,85,29,78,37.2,27,75,36.0,54.5
DeAndre Jordan,NYK,69,2047,2,1,6,16.7,-,-,-,16.7
DeAndre' Bembry,ATL,82,1931,138,46,161,28.6,46,156,29.5,42.9
DeMar DeRozan,SAS,77,2688,97,45,117,38.5,7,33,21.2,41.5
DeMarcus Cousins,GSW,30,771,82,29,100,29.0,24,91,26.4,41.0
DeMarre Carroll,BKN,67,1703,300,102,286,35.7,96,276,34.8,52.4
DeVaughn Akoon-Purcell,DEN,7,22,0,0,2,0.0,0,1,0.0,0.0
Deandre Ayton,PHX,71,2183,140,70,184,38.0,0,3,0.0,38.0
Delon Wright,MEM,75,1698,105,35,106,33.0,35,104,33.7,49.5
Demetrius Jackson,PHI,6,39,6,2,5,40.0,2,5,40.0,60.0
Deng Adel,CLE,19,194,18,6,20,30.0,6,20,30.0,45.0
Dennis Schroder,OKC,79,2314,268,91,258,35.3,86,246,35.0,51.9
Dennis Smith Jr.,NYK,53,1508,89,30,100,30.0,29,98,29.6,44.5
Deonte Burton,OKC,32,240,24,8,26,30.8,8,25,32.0,46.2
Derrick Favors,UTA,76,1766,113,48,148,32.4,17,78,21.8,38.2
Derrick Jones Jr.,MIA,60,1154,86,29,86,33.7,28,85,32.9,50.0
Derrick Rose,MIN,51,1392,86,29,84,34.5,28,80,35.0,51.2
Derrick White,SAS,67,1728,111,38,110,34.5,35,106,33.0,50.5
Devin Booker,PHX,64,2242,243,89,215,41.4,65,173,37.6,56.5
Devin Harris,DAL,68,1071,150,50,154,32.5,50,151,33.1,48.7
Devin Robinson,WAS,7,95,2,1,3,33.3,0,2,0.0,33.3
Devonte' Graham,CHA,46,676,69,23,71,32.4,23,70,32.9,48.6
Dewayne Dedmon,ATL,64,1609,262,91,241,37.8,80,210,38.1,54.4
Deyonta Davis,ATL,9,118,2,1,4,25.0,0,1,0.0,25.0
Dillon Brooks,MEM,18,330,41,14,35,40.0,13,31,41.9,58.6
Dion Waiters,MIA,44,1138,246,84,212,39.6,78,202,38.6,58.0
Dirk Nowitzki,DAL,51,795,248,94,274,34.3,60,192,31.3,45.3
Domantas Sabonis,IND,74,1838,122,57,141,40.4,8,16,50.0,43.3
Donatas Motiejunas,SAS,3,13,2,1,1,100,-,-,-,100
Donovan Mitchell,UTA,77,2598,257,86,219,39.3,85,212,40.1,58.7
Donte DiVincenzo,MIL,27,411,60,20,71,28.2,20,69,29.0,42.3
Donte Grantham,OKC,3,2,0,0,2,0.0,0,2,0.0,0.0
Dorian Finney-Smith,DAL,81,1985,217,73,231,31.6,71,218,32.6,47.0
Doug McDermott,IND,77,1340,274,96,226,42.5,82,194,42.3,60.6
Dragan Bender,PHX,46,826,63,21,96,21.9,21,96,21.9,32.8
Draymond Green,GSW,66,2065,142,50,172,29.1,42,150,28.0,41.3
Drew Eubanks,SAS,23,113,0,0,0,-,-,-,-,-
Duncan Robinson,MIA,15,161,29,10,31,32.3,9,30,30.0,46.8
Dusty Hannahs,MEM,2,26,0,0,4,0.0,0,4,0.0,0.0
Dwayne Bacon,CHA,43,759,66,22,50,44.0,22,49,44.9,66.0
Dwight Howard,WAS,9,230,6,3,7,42.9,-,-,-,42.9
Dwight Powell,DAL,77,1663,116,39,135,28.9,38,124,30.6,43.0
Dwyane Wade,MIA,72,1885,108,39,97,40.2,30,74,40.5,55.7
Dzanan Musa,BKN,9,39,3,1,7,14.3,1,7,14.3,21.4
E'Twaun Moore,NOP,53,1463,197,68,155,43.9,61,143,42.7,63.5
Ed Davis,BKN,81,1446,0,0,1,0.0,0,0,-,0.0
Edmond Sumner,IND,23,210,18,6,24,25.0,6,23,26.1,37.5
Ekpe Udoh,UTA,51,320,2,1,3,33.3,-,-,-,33.3
Elfrid Payton,NOP,42,1250,78,26,76,34.2,26,76,34.2,51.3
Elie Okobo,PHX,53,958,68,23,78,29.5,22,76,28.9,43.6
Emanuel Terry,MIA,3,23,0,0,0,-,-,-,-,-
Emmanuel Mudiay,NYK,59,1607,124,42,125,33.6,40,118,33.9,49.6
Enes Freedom,POR,67,1639,46,19,71,26.8,8,30,26.7,32.4
Eric Bledsoe,MIL,78,2272,174,58,202,28.7,58,198,29.3,43.1
Eric Gordon,HOU,68,2158,516,172,450,38.2,172,449,38.3,57.3
Eric Moreland,TOR,5,43,3,1,1,100,1,1,100,150.0
Ersan Ilyasova,MIL,67,1231,167,59,163,36.2,49,134,36.6,51.2
Evan Fournier,ORL,81,2553,352,122,326,37.4,108,294,36.7,54.0
Evan Turner,POR,73,1606,34,12,53,22.6,10,45,22.2,32.1
Frank Jackson,NOP,61,1169,124,42,142,29.6,40,132,30.3,43.7
Frank Kaminsky,CHA,47,755,149,50,142,35.2,49,134,36.6,52.5
Frank Mason III,SAC,38,435,6,2,14,14.3,2,14,14.3,21.4
Frank Ntilikina,NYK,43,904,74,25,85,29.4,24,80,30.0,43.5
Fred VanVleet,TOR,64,1760,243,83,195,42.6,77,187,41.2,62.3
Furkan Korkmaz,PHI,48,679,119,40,118,33.9,39,115,33.9,50.4
Garrett Temple,LAC,75,2041,248,83,225,36.9,82,217,37.8,55.1
Gary Clark,HOU,51,641,111,37,125,29.6,37,125,29.6,44.4
Gary Harris,DEN,57,1639,200,69,191,36.1,62,173,35.8,52.4
Gary Payton II,WAS,3,16,3,1,2,50.0,1,2,50.0,75.0
Gary Trent Jr.,POR,15,111,6,2,10,20.0,2,10,20.0,30.0
George Hill,MIL,60,1302,112,38,113,33.6,36,108,33.3,49.6
George King,PHX,1,6,0,0,0,-,-,-,-,-
Georges Niang,UTA,59,516,120,40,100,40.0,40,98,40.8,60.0
Gerald Green,HOU,73,1473,380,128,328,39.0,124,321,38.6,57.9
Giannis Antetokounmpo,MIL,72,2358,47,16,74,21.6,15,67,22.4,31.8
Glenn Robinson III,DET,47,610,59,21,68,30.9,17,59,28.8,43.4
Goran Dragic,MIA,36,991,111,37,105,35.2,37,99,37.4,52.9
Gordon Hayward,BOS,72,1863,222,80,208,38.5,62,173,35.8,53.4
Gorgui Dieng,MIN,76,1031,147,65,138,47.1,17,47,36.2,53.3
Grayson Allen,UTA,38,416,83,28,76,36.8,27,75,36.0,54.6
Greg Monroe,PHI,43,480,5,2,13,15.4,1,5,20.0,19.2
Guerschon Yabusele,BOS,41,251,31,11,32,34.4,9,27,33.3,48.4
Hamidou Diallo,OKC,51,526,14,5,25,20.0,4,24,16.7,28.0
Harrison Barnes,SAC,77,2533,432,146,366,39.9,140,347,40.3,59.0
Harry Giles III,SAC,58,820,46,23,58,39.7,0,6,0.0,39.7
Hassan Whiteside,MIA,72,1674,46,22,64,34.4,2,14,14.3,35.9
Haywood Highsmith,PHI,5,40,3,1,4,25.0,1,4,25.0,37.5
Henry Ellenson,NYK,19,259,50,18,37,48.6,14,32,43.8,67.6
Ian Clark,NOP,60,973,158,54,157,34.4,50,143,35.0,50.3
Ian Mahinmi,WAS,34,498,9,3,17,17.6,3,16,18.8,26.5
Ike Anigbogu,IND,3,6,0,0,1,0.0,-,-,-,0.0
Iman Shumpert,HOU,62,1481,238,81,219,37.0,76,204,37.3,54.3
Isaac Bonga,LAL,22,120,0,0,8,0.0,0,5,0.0,0.0
Isaac Humphries,ATL,5,56,9,3,13,23.1,3,11,27.3,34.6
Isaiah Briscoe,ORL,39,559,30,10,32,31.3,10,30,33.3,46.9
Isaiah Canaan,MIL,30,628,60,20,58,34.5,20,58,34.5,51.7
Isaiah Hartenstein,HOU,28,221,6,2,6,33.3,2,6,33.3,50.0
Isaiah Hicks,NYK,3,32,0,0,0,-,-,-,-,-
Isaiah Thomas,DEN,12,181,22,8,30,26.7,6,26,23.1,36.7
Ish Smith,DET,56,1251,68,23,71,32.4,22,68,32.4,47.9
Ivan Rabb,MEM,49,721,25,11,42,26.2,3,15,20.0,29.8
Ivica Zubac,LAC,59,1039,10,5,18,27.8,-,-,-,27.8
J.J. Barea,DAL,38,752,38,13,50,26.0,12,47,25.5,38.0
J.P. Macura,CHA,2,17,0,0,4,0.0,0,4,0.0,0.0
JJ Redick,PHI,76,2379,513,181,424,42.7,151,356,42.4,60.5
JR Smith,CLE,11,222,30,10,28,35.7,10,27,37.0,53.6
JaKarr Sampson,CHI,4,127,15,5,14,35.7,5,14,35.7,53.6
JaMychal Green,LAC,65,1371,238,87,205,42.4,64,159,40.3,58.0
JaVale McGee,LAL,75,1671,21,10,39,25.6,1,12,8.3,26.9
Jabari Parker,WAS,64,1724,147,52,159,32.7,43,136,31.6,46.2
Jacob Evans,GSW,30,204,12,4,15,26.7,4,15,26.7,40.0
Jae Crowder,UTA,80,2166,445,154,442,34.8,137,408,33.6,50.3
Jahlil Okafor,NOP,59,935,3,1,10,10.0,1,3,33.3,15.0
Jake Layman,POR,71,1327,138,47,154,30.5,44,148,29.7,44.8
Jakob Poeltl,SAS,77,1273,16,8,14,57.1,-,-,-,57.1
Jalen Brunson,DAL,73,1591,114,38,114,33.3,38,112,33.9,50.0
Jalen Jones,CLE,16,214,30,10,27,37.0,10,27,37.0,55.6
Jamal Crawford,PHX,64,1211,97,33,90,36.7,31,84,36.9,53.9
Jamal Murray,DEN,75,2447,263,92,221,41.6,79,201,39.3,59.5
James Ennis III,PHI,58,1230,146,49,139,35.3,48,137,35.0,52.5
James Harden,HOU,78,2867,91,31,74,41.9,29,70,41.4,61.5
James Johnson,MIA,55,1164,110,37,118,31.4,36,111,32.4,46.6
James Nunnally,HOU,15,101,24,8,21,38.1,8,21,38.1,57.1
Jared Dudley,BKN,59,1220,164,57,158,36.1,50,146,34.2,51.9
Jared Terrell,MIN,14,111,3,1,11,9.1,1,11,9.1,13.6
Jarell Martin,ORL,42,328,66,23,65,35.4,20,53,37.7,50.8
Jaren Jackson Jr.,MEM,58,1515,163,58,152,38.2,47,128,36.7,53.6
Jaron Blossomgame,CLE,27,439,34,12,41,29.3,10,37,27.0,41.5
Jarred Vanderbilt,DEN,17,69,0,0,1,0.0,0,1,0.0,0.0
Jarrett Allen,BKN,80,2096,18,6,49,12.2,6,45,13.3,18.4
Jason Smith,NOP,20,191,31,11,37,29.7,9,26,34.6,41.9
Jawun Evans,OKC,8,64,0,0,1,0.0,0,1,0.0,0.0
Jaylen Adams,ATL,34,428,51,17,48,35.4,17,48,35.4,53.1
Jaylen Brown,BOS,74,1913,265,91,255,35.7,83,242,34.3,52.0
Jaylen Morris,MIL,4,29,3,1,3,33.3,1,3,33.3,50.0
Jayson Tatum,BOS,79,2455,248,85,215,39.5,78,198,39.4,57.7
Jeff Green,WAS,77,2097,341,118,303,38.9,105,278,37.8,56.3
Jeff Teague,MIN,42,1264,45,15,40,37.5,15,40,37.5,56.3
Jemerrio Jones,LAL,6,143,6,2,8,25.0,2,8,25.0,37.5
Jerami Grant,OKC,80,2612,376,131,323,40.6,114,287,39.7,58.2
Jeremy Lamb,CHA,79,2250,277,96,240,40.0,85,221,38.5,57.7
Jeremy Lin,TOR,74,1436,101,34,119,28.6,33,114,28.9,42.4
Jerian Grant,ORL,60,939,92,31,76,40.8,30,75,40.0,60.5
Jerome Robinson,LAC,33,321,49,18,53,34.0,13,46,28.3,46.2
Jerryd Bayless,MIN,34,657,64,22,65,33.8,20,61,32.8,49.2
Jevon Carter,MEM,39,577,59,20,61,32.8,19,57,33.3,48.4
Jimmer Fredette,PHX,6,65,0,0,8,0.0,0,8,0.0,0.0
Jimmy Butler,PHI,65,2185,145,53,138,38.4,39,106,36.8,52.5
Joakim Noah,MEM,42,692,6,3,14,21.4,0,1,0.0,21.4
Jodie Meeks,TOR,8,104,21,7,19,36.8,7,17,41.2,55.3
Joe Chealey,CHA,1,8,0,0,0,-,-,-,-,-
Joe Harris,BKN,76,2294,477,161,329,48.9,155,322,48.1,72.5
Joe Ingles,UTA,82,2568,380,127,319,39.8,126,314,40.1,59.6
Joel Embiid,PHI,64,2154,219,77,246,31.3,65,209,31.1,44.5
John Collins,ATL,61,1828,176,61,178,34.3,54,153,35.3,49.4
John Henson,CLE,14,188,33,11,29,37.9,11,29,37.9,56.9
John Holland,CLE,1,1,0,0,0,-,-,-,-,-
John Jenkins,NYK,26,333,51,18,50,36.0,15,46,32.6,51.0
John Wall,WAS,32,1104,116,39,104,37.5,38,102,37.3,55.8
Johnathan Motley,LAC,22,156,2,1,6,16.7,0,3,0.0,16.7
Johnathan Williams,LAL,24,372,4,2,6,33.3,0,1,0.0,33.3
Jon Leuer,DET,41,402,25,12,35,34.3,1,12,8.3,35.7
Jonah Bolden,PHI,44,639,100,34,94,36.2,32,90,35.6,53.2
Jonas Jerebko,GSW,73,1218,236,85,206,41.3,66,176,37.5,57.3
Jonas Valanciunas,MEM,49,1091,67,27,75,36.0,13,45,28.9,44.7
Jonathan Isaac,ORL,75,1996,256,88,270,32.6,80,244,32.8,47.4
Jonathon Simmons,PHI,56,1064,53,18,68,26.5,17,66,25.8,39.0
Jordan Bell,GSW,68,788,16,8,29,27.6,0,1,0.0,27.6
Jordan Clarkson,CLE,81,2214,289,101,266,38.0,87,238,36.6,54.3
Jordan Loyd,TOR,12,55,3,1,4,25.0,1,4,25.0,37.5
Jordan McRae,WAS,27,333,15,5,20,25.0,5,19,26.3,37.5
Jordan Sibert,ATL,1,4,3,1,1,100,1,1,100,150.0
Jose Calderon,DET,49,632,33,11,39,28.2,11,39,28.2,42.3
Josh Hart,LAL,67,1715,233,78,230,33.9,77,224,34.4,50.7
Josh Jackson,PHX,79,1988,189,65,176,36.9,59,165,35.8,53.7
Josh Okogie,MIN,74,1757,171,58,192,30.2,55,187,29.4,44.5
Josh Richardson,MIA,73,2539,425,148,377,39.3,129,335,38.5,56.4
Jrue Holiday,NOP,67,2402,148,51,138,37.0,46,130,35.4,53.6
Juancho Hernangomez,DEN,70,1358,203,69,180,38.3,65,175,37.1,56.4
Julian Washburn,MEM,18,254,19,7,25,28.0,5,21,23.8,38.0
Julius Randle,NOP,73,2232,171,59,160,36.9,53,148,35.8,53.4
Justin Anderson,ATL,48,464,60,20,65,30.8,20,62,32.3,46.2
Justin Holiday,MEM,82,2607,399,137,389,35.2,125,359,34.8,51.3
Justin Jackson,DAL,81,1613,239,80,221,36.2,79,219,36.1,54.1
Justin Patton,PHI,3,21,0,0,3,0.0,0,2,0.0,0.0
Justise Winslow,MIA,66,1960,283,96,228,42.1,91,221,41.2,62.1
Jusuf Nurkic,POR,72,1974,67,32,109,29.4,3,26,11.5,30.7
Kadeem Allen,NYK,19,416,39,13,24,54.2,13,23,56.5,81.3
Kalin Lucas,DET,1,6,0,0,0,-,0,0,-,-
Karl-Anthony Towns,MIN,77,2545,449,161,382,42.1,127,309,41.1,58.8
Kawhi Leonard,TOR,60,2040,204,72,173,41.6,60,147,40.8,59.0
Keita Bates-Diop,MIN,30,503,41,14,51,27.5,13,50,26.0,40.2
Kelly Olynyk,MIA,79,1812,309,106,282,37.6,97,260,37.3,54.8
Kelly Oubre Jr.,PHX,69,1935,257,87,273,31.9,83,267,31.1,47.1
Kemba Walker,CHA,82,2863,261,90,253,35.6,81,233,34.8,51.6
Kenneth Faried,HOU,37,728,30,11,25,44.0,8,22,36.4,60.0
Kenrich Williams,NOP,46,1079,131,44,133,33.1,43,127,33.9,49.2
Kent Bazemore,ATL,67,1643,208,70,201,34.8,68,192,35.4,51.7
Kentavious Caldwell-Pope,LAL,82,2035,418,147,381,38.6,124,338,36.7,54.9
Kevin Durant,GSW,78,2702,295,113,256,44.1,69,169,40.8,57.6
Kevin Huerter,ATL,75,2049,268,90,234,38.5,88,229,38.4,57.3
Kevin Knox II,NYK,75,2158,324,110,323,34.1,104,306,34.0,50.2
Kevin Love,CLE,22,598,116,40,129,31.0,36,115,31.3,45.0
Kevon Looney,GSW,80,1481,33,16,36,44.4,1,7,14.3,45.8
Khem Birch,ORL,50,643,0,0,6,0.0,0,1,0.0,0.0
Khris Middleton,MIL,77,2393,276,98,264,37.1,80,228,35.1,52.3
Khyri Thomas,DET,26,195,30,10,32,31.3,10,32,31.3,46.9
Klay Thompson,GSW,78,2652,735,271,645,42.0,193,477,40.5,57.0
Kobi Simmons,CLE,1,2,0,0,0,-,-,-,-,-
Kosta Koufos,SAC,42,502,20,10,18,55.6,-,-,-,55.6
Kostas Antetokounmpo,DAL,2,11,0,0,0,-,-,-,-,-
Kris Dunn,CHI,46,1389,53,18,62,29.0,17,59,28.8,42.7
Kyle Anderson,MEM,43,1282,36,14,41,34.1,8,30,26.7,43.9
Kyle Korver,UTA,70,1334,346,123,292,42.1,100,248,40.3,59.2
Kyle Kuzma,LAL,70,2314,356,122,388,31.4,112,353,31.7,45.9
Kyle Lowry,TOR,65,2213,320,107,280,38.2,106,277,38.3,57.1
Kyle O'Quinn,IND,45,371,61,30,71,42.3,1,11,9.1,43.0
Kyrie Irving,BOS,67,2214,331,116,259,44.8,99,218,45.4,63.9
LaMarcus Aldridge,SAS,81,2687,241,116,254,45.7,9,36,25.0,47.4
Lance Stephenson,LAL,68,1123,149,51,137,37.2,47,129,36.4,54.4
Lance Thomas,NYK,46,783,82,30,95,31.6,22,77,28.6,43.2
Landry Shamet,LAC,79,1802,401,135,321,42.1,131,312,42.0,62.5
Langston Galloway,DET,80,1745,372,125,355,35.2,122,349,35.0,52.4
Larry Nance Jr.,CLE,67,1795,104,37,109,33.9,30,82,36.6,47.7
Lauri Markkanen,CHI,52,1682,348,119,321,37.1,110,301,36.5,54.2
LeBron James,LAL,55,1937,120,42,114,36.8,36,100,36.0,52.6
Lonnie Walker IV,SAS,17,118,9,3,9,33.3,3,9,33.3,50.0
Lonzo Ball,LAL,47,1423,148,50,155,32.3,48,151,31.8,47.7
Lorenzo Brown,TOR,26,212,12,4,15,26.7,4,15,26.7,40.0
Lou Williams,LAC,75,1993,141,49,136,36.0,43,117,36.8,51.8
Luc Mbah a Moute,LAC,4,61,6,2,4,50.0,2,4,50.0,75.0
Luka Doncic,DAL,72,2318,147,49,132,37.1,49,131,37.4,55.7
Luke Kennard,DET,63,1437,239,80,195,41.0,79,188,42.0,61.3
Luke Kornet,NYK,46,784,196,67,183,36.6,62,169,36.7,53.6
Luol Deng,MIN,22,392,46,16,44,36.4,14,39,35.9,52.3
Malachi Richardson,TOR,22,103,18,6,20,30.0,6,20,30.0,45.0
Malcolm Brogdon,MIL,64,1832,262,88,184,47.8,86,181,47.5,71.2
Malcolm Miller,TOR,10,67,30,10,20,50.0,10,20,50.0,75.0
Malik Beasley,DEN,81,1879,423,142,337,42.1,139,329,42.2,62.8
Malik Monk,CHA,73,1258,252,84,232,36.2,84,226,37.2,54.3
MarShon Brooks,MEM,29,387,25,9,26,34.6,7,23,30.4,48.1
Marc Gasol,TOR,79,2436,432,167,415,40.2,98,264,37.1,52.0
Marcin Gortat,LAC,47,750,24,12,29,41.4,-,-,-,41.4
Marco Belinelli,SAS,79,1815,358,128,321,39.9,102,264,38.6,55.8
Marcus Derrickson,GSW,11,67,23,8,18,44.4,7,16,43.8,63.9
Marcus Morris Sr.,BOS,75,2091,394,135,337,40.1,124,319,38.9,58.5
Marcus Smart,BOS,80,2200,301,101,262,38.5,99,256,38.7,57.4
Mario Hezonja,NYK,58,1206,92,32,109,29.4,28,102,27.5,42.2
Markelle Fultz,ORL,19,427,6,2,16,12.5,2,11,18.2,18.8
Markieff Morris,OKC,58,1271,220,77,218,35.3,66,196,33.7,50.5
Marquese Chriss,CLE,43,499,50,17,69,24.6,16,67,23.9,36.2
Marvin Bagley III,SAC,62,1567,117,46,118,39.0,25,75,33.3,49.6
