PLAYER,TEAM,GP,W,L,MIN,DRIVES,FGM,FGA,FG%,FTM,FTA,FT%,PTS,PTS%,PASS,PASS%,AST,AST%,TO,TOV%,PF,PF%
Devin Harris,DAL,7,3,4,176,55,9,19,47.4,2,2,100.0,20,36.4,19,34.5,13,23.6,3,5.5,1,1.8
Dirk Nowitzki,DAL,7,3,4,263,11,6,8,75.0,0,0,0.0,12,109.1,3,27.3,0,0.0,0,0.0,0,0.0
Donald Sloan,IND,4,2,2,15,6,1,2,50.0,1,2,50.0,3,50.0,1,16.7,1,16.7,1,16.7,1,16.7
Dorell Wright,POR,8,4,4,88,7,0,2,0.0,1,2,50.0,1,14.3,3,42.9,1,14.3,0,0.0,1,14.3
Draymond Green,GSW,7,3,4,228,12,0,2,0.0,2,2,100.0,2,16.7,7,58.3,0,0.0,2,16.7,1,8.3
Drew Gooden,WAS,10,5,5,146,6,1,3,33.3,0,0,0.0,2,33.3,2,33.3,1,16.7,0,0.0,0,0.0
Dwight Howard,HOU,6,2,4,231,5,2,2,100.0,2,2,100.0,6,120.0,1,20.0,0,0.0,1,20.0,1,20.0
Dwyane Wade,MIA,20,13,7,693,213,46,84,54.8,32,40,80.0,125,58.7,75,35.2,17,8.0,14,6.6,20,9.4
Earl Watson,POR,4,1,3,14,2,0,0,0.0,0,0,0.0,0,0.0,1,50.0,1,50.0,0,0.0,0,0.0
Ed Davis,MEM,7,3,4,25,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Elton Brand,ATL,7,3,4,81,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Evan Turner,IND,12,6,6,149,35,1,10,10.0,2,2,100.0,5,14.3,17,48.6,3,8.6,2,5.7,1,2.9
Francisco Garcia,HOU,2,0,2,22,4,2,2,100.0,2,2,100.0,6,150.0,1,25.0,0,0.0,0,0.0,1,25.0
Garrett Temple,WAS,10,5,5,9,2,0,0,0.0,0,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0
Gary Neal,CHA,4,0,4,104,23,7,17,41.2,4,4,100.0,18,78.3,1,4.3,0,0.0,2,8.7,2,8.7
George Hill,IND,19,10,9,687,124,21,47,44.7,20,29,69.0,65,52.4,44,35.5,12,9.7,4,3.2,16,12.9
Gerald Henderson,CHA,4,0,4,119,15,3,5,60.0,4,8,50.0,11,73.3,5,33.3,0,0.0,1,6.7,4,26.7
Glen Davis,LAC,13,6,7,158,2,0,2,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Greg Oden,MIA,3,1,2,7,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Greivis Vasquez,TOR,7,3,4,190,49,10,27,37.0,2,2,100.0,22,44.9,13,26.5,5,10.2,3,6.1,1,2.0
Harrison Barnes,GSW,7,3,4,156,15,3,8,37.5,0,0,0.0,6,40.0,3,20.0,1,6.7,1,6.7,0,0.0
Hasheem Thabeet,OKC,2,2,0,7,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Hedo Turkoglu,LAC,5,3,2,41,2,1,1,100.0,0,0,0.0,2,100.0,1,50.0,0,0.0,0,0.0,0,0.0
Hilton Armstrong,GSW,7,3,4,17,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Ian Mahinmi,IND,19,10,9,241,1,1,1,100.0,0,0,0.0,2,200.0,0,0.0,0,0.0,0,0.0,0,0.0
JJ Redick,LAC,13,6,7,351,37,11,22,50.0,4,4,100.0,26,70.3,8,21.6,3,8.1,2,5.4,2,5.4
Jae Crowder,DAL,7,3,4,81,2,0,0,0.0,0,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0
Jamaal Franklin,MEM,2,0,2,4,2,0,1,0.0,1,2,50.0,1,50.0,0,0.0,0,0.0,0,0.0,1,50.0
Jamal Crawford,LAC,13,6,7,313,63,16,45,35.6,7,8,87.5,41,65.1,8,12.7,4,6.3,1,1.6,4,6.3
James Harden,HOU,6,2,4,263,81,13,35,37.1,13,16,81.3,40,49.4,25,30.9,5,6.2,6,7.4,8,9.9
James Johnson,MEM,3,0,3,28,10,0,3,0.0,4,6,66.7,4,40.0,4,40.0,0,0.0,0,0.0,3,30.0
James Jones,MIA,15,10,5,126,3,1,2,50.0,0,0,0.0,2,66.7,1,33.3,0,0.0,0,0.0,0,0.0
Jannero Pargo,CHA,1,0,1,3,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Jared Dudley,LAC,7,2,5,45,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Jeff Ayres,SAS,17,12,5,65,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Jeff Teague,ATL,7,3,4,242,110,15,49,30.6,12,12,100.0,42,38.2,38,34.5,9,8.2,7,6.4,7,6.4
Jeremy Lamb,OKC,11,6,5,100,14,4,8,50.0,0,0,0.0,8,57.1,5,35.7,1,7.1,0,0.0,0,0.0
Jeremy Lin,HOU,6,2,4,177,63,13,25,52.0,4,6,66.7,31,49.2,19,30.2,8,12.7,6,9.5,3,4.8
Jermaine O'Neal,GSW,7,3,4,84,1,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Jimmy Butler,CHI,5,1,4,218,35,5,10,50.0,9,12,75.0,19,54.3,13,37.1,5,14.3,1,2.9,6,17.1
Joakim Noah,CHI,5,1,4,210,21,5,12,41.7,0,0,0.0,10,47.6,6,28.6,2,9.5,1,4.8,0,0.0
Joe Johnson,BKN,12,5,7,469,82,32,52,61.5,4,8,50.0,69,84.1,15,18.3,6,7.3,3,3.7,4,4.9
Joel Freeland,POR,9,3,6,24,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
John Salmons,TOR,6,2,4,77,3,0,1,0.0,0,0,0.0,0,0.0,1,33.3,0,0.0,1,33.3,0,0.0
John Wall,WAS,11,6,5,420,171,14,43,32.6,17,22,77.3,45,26.3,83,48.5,22,12.9,11,6.4,11,6.4
Jon Leuer,MEM,3,0,3,23,2,0,1,0.0,0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0
Jonas Valanciunas,TOR,7,3,4,200,3,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,2,66.7,0,0.0
Jordan Crawford,GSW,6,2,4,57,26,4,13,30.8,6,8,75.0,15,57.7,6,23.1,1,3.8,2,7.7,4,15.4
Jorge Gutierrez,BKN,2,1,1,3,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Jose Calderon,DAL,7,3,4,191,45,4,11,36.4,0,0,0.0,9,20.0,22,48.9,7,15.6,5,11.1,0,0.0
Josh McRoberts,CHA,4,0,4,154,22,2,7,28.6,4,6,66.7,8,36.4,5,22.7,6,27.3,1,4.5,3,13.6
Kawhi Leonard,SAS,23,16,7,736,114,26,54,48.1,19,26,73.1,72,63.2,35,30.7,5,4.4,6,5.3,13,11.4
Kemba Walker,CHA,4,0,4,153,38,5,14,35.7,7,8,87.5,17,44.7,9,23.7,4,10.5,6,15.8,4,10.5
Kendrick Perkins,OKC,19,10,9,384,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Kevin Durant,OKC,19,10,9,815,161,44,87,50.6,25,36,69.4,114,70.8,34,21.1,8,5.0,7,4.3,19,11.8
Kevin Garnett,BKN,12,5,7,250,2,1,1,100.0,1,2,50.0,3,150.0,0,0.0,0,0.0,0,0.0,1,50.0
Kevin Seraphin,WAS,4,2,2,6,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Kirk Hinrich,CHI,5,1,4,167,46,7,14,50.0,0,0,0.0,14,30.4,26,56.5,2,4.3,3,6.5,0,0.0
Klay Thompson,GSW,7,3,4,257,49,8,18,44.4,9,10,90.0,25,51.0,13,26.5,6,12.2,7,14.3,5,10.2
Kosta Koufos,MEM,7,3,4,45,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Kyle Korver,ATL,7,3,4,250,3,0,0,0.0,0,0,0.0,0,0.0,1,33.3,0,0.0,2,66.7,0,0.0
Kyle Lowry,TOR,7,3,4,271,112,21,50,42.0,17,20,85.0,62,55.4,32,28.6,6,5.4,8,7.1,10,8.9
LaMarcus Aldridge,POR,11,5,6,441,33,9,21,42.9,10,14,71.4,28,84.8,3,9.1,0,0.0,0,0.0,7,21.2
Lance Stephenson,IND,19,10,9,705,123,23,58,39.7,9,12,75.0,56,45.5,31,25.2,14,11.4,13,10.6,6,4.9
Landry Fields,TOR,3,1,2,26,2,0,1,0.0,0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0
Lavoy Allen,IND,4,2,2,15,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
LeBron James,MIA,20,13,7,763,204,47,79,59.5,38,46,82.6,137,67.2,62,30.4,19,9.3,12,5.9,23,11.3
Lou Williams,ATL,7,3,4,133,47,8,24,33.3,4,4,100.0,22,46.8,14,29.8,1,2.1,6,12.8,2,4.3
Luis Scola,IND,18,9,9,243,15,6,11,54.5,0,2,0.0,12,80.0,3,20.0,0,0.0,0,0.0,1,6.7
Luke Ridnour,CHA,4,0,4,36,4,1,2,50.0,0,0,0.0,2,50.0,0,0.0,1,25.0,1,25.0,0,0.0
Manu Ginobili,SAS,23,16,7,586,180,32,74,43.2,29,32,90.6,94,52.2,52,28.9,24,13.3,6,3.3,16,8.9
Marc Gasol,MEM,7,3,4,299,14,3,8,37.5,1,2,50.0,7,50.0,4,28.6,1,7.1,0,0.0,1,7.1
Marcin Gortat,WAS,11,6,5,382,2,1,1,100.0,1,2,50.0,3,150.0,0,0.0,0,0.0,0,0.0,1,50.0
Marco Belinelli,SAS,23,16,7,356,47,9,18,50.0,9,10,90.0,27,57.4,20,42.6,1,2.1,3,6.4,5,10.6
Marcus Thornton,BKN,10,5,5,124,19,4,12,33.3,4,8,50.0,13,68.4,3,15.8,0,0.0,0,0.0,4,21.1
Mario Chalmers,MIA,20,13,7,535,148,19,48,39.6,9,12,75.0,47,31.8,61,41.2,19,12.8,9,6.1,6,4.1
Marreese Speights,GSW,7,3,4,68,6,2,4,50.0,1,2,50.0,5,83.3,1,16.7,0,0.0,0,0.0,1,16.7
Martell Webster,WAS,11,6,5,195,9,0,1,0.0,2,2,100.0,2,22.2,4,44.4,2,22.2,1,11.1,1,11.1
Mason Plumlee,BKN,10,5,5,114,9,1,2,50.0,0,0,0.0,2,22.2,6,66.7,0,0.0,0,0.0,0,0.0
Matt Barnes,LAC,13,6,7,404,25,6,11,54.5,0,2,0.0,12,48.0,9,36.0,1,4.0,2,8.0,2,8.0
Matt Bonner,SAS,22,15,7,136,22,2,3,66.7,0,0,0.0,4,18.2,11,50.0,7,31.8,1,4.5,0,0.0
Meyers Leonard,POR,4,0,4,9,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Michael Beasley,MIA,4,1,3,23,3,1,3,33.3,0,0,0.0,2,66.7,0,0.0,0,0.0,0,0.0,0,0.0
Michael Kidd-Gilchrist,CHA,4,0,4,91,8,4,6,66.7,1,2,50.0,9,112.5,0,0.0,0,0.0,1,12.5,1,12.5
Mike Conley,MEM,7,3,4,267,96,28,50,56.0,7,8,87.5,64,66.7,28,29.2,8,8.3,4,4.2,4,4.2
Mike Dunleavy,CHI,5,1,4,163,14,3,6,50.0,2,4,50.0,9,64.3,5,35.7,1,7.1,0,0.0,2,14.3
Mike Miller,MEM,7,3,4,173,11,1,6,16.7,2,4,50.0,4,36.4,3,27.3,0,0.0,0,0.0,2,18.2
Mike Muscala,ATL,2,1,1,5,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Mike Scott,ATL,7,3,4,146,3,1,1,100.0,0,0,0.0,2,66.7,2,66.7,0,0.0,0,0.0,0,0.0
Mirza Teletovic,BKN,12,5,7,220,15,2,4,50.0,1,2,50.0,5,33.3,8,53.3,1,6.7,1,6.7,1,6.7
Mo Williams,POR,8,4,4,187,31,8,14,57.1,2,2,100.0,18,58.1,8,25.8,8,25.8,0,0.0,1,3.2
Monta Ellis,DAL,7,3,4,249,93,18,44,40.9,14,14,100.0,51,54.8,28,30.1,8,8.6,5,5.4,7,7.5
Nando De Colo,TOR,1,0,1,4,1,0,0,0.0,0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0
Nazr Mohammed,CHI,2,0,2,5,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Nemanja Nedovic,GSW,1,0,1,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Nene,WAS,10,5,5,325,23,7,13,53.8,0,0,0.0,14,60.9,4,17.4,2,8.7,2,8.7,1,4.3
Nick Collison,OKC,17,8,9,183,10,1,1,100.0,2,4,50.0,4,40.0,5,50.0,0,0.0,2,20.0,2,20.0
Nicolas Batum,POR,11,5,6,459,61,17,34,50.0,0,0,0.0,34,55.7,17,27.9,6,9.8,1,1.6,1,1.6
Norris Cole,MIA,20,13,7,404,82,11,21,52.4,5,6,83.3,28,34.1,36,43.9,13,15.9,8,9.8,3,3.7
Ognjen Kuzmic,GSW,3,2,1,8,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Omer Asik,HOU,6,2,4,163,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Otto Porter Jr.,WAS,3,1,2,6,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Patrick Beverley,HOU,6,2,4,202,29,7,17,41.2,4,6,66.7,18,62.1,7,24.1,1,3.4,1,3.4,3,10.3
Patrick Patterson,TOR,7,3,4,199,11,4,5,80.0,0,0,0.0,8,72.7,6,54.5,0,0.0,0,0.0,0,0.0
Patty Mills,SAS,23,16,7,351,30,4,9,44.4,1,2,50.0,9,30.0,13,43.3,6,20.0,1,3.3,1,3.3
Paul George,IND,19,10,9,781,159,27,52,51.9,37,44,84.1,94,59.1,53,33.3,17,10.7,9,5.7,23,14.5
Paul Millsap,ATL,7,3,4,267,60,7,20,35.0,10,10,100.0,24,40.0,26,43.3,3,5.0,4,6.7,5,8.3
Paul Pierce,BKN,12,5,7,368,76,20,30,66.7,9,14,64.3,52,68.4,23,30.3,7,9.2,5,6.6,7,9.2
Pero Antic,ATL,7,3,4,170,7,0,3,0.0,0,0,0.0,0,0.0,1,14.3,0,0.0,2,28.6,0,0.0
Perry Jones III,OKC,11,5,6,55,6,2,4,50.0,0,0,0.0,4,66.7,1,16.7,0,0.0,0,0.0,0,0.0
Rashard Lewis,MIA,18,12,6,319,19,4,9,44.4,3,4,75.0,11,57.9,5,26.3,1,5.3,2,10.5,2,10.5
Rasual Butler,IND,11,6,5,70,2,0,0,0.0,2,2,100.0,2,100.0,1,50.0,0,0.0,0,0.0,1,50.0
Ray Allen,MIA,20,13,7,527,71,16,27,59.3,7,8,87.5,40,56.3,30,42.3,3,4.2,6,8.5,4,5.6
Reggie Bullock,LAC,2,1,1,5,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Reggie Jackson,OKC,19,10,9,531,153,34,65,52.3,20,20,100.0,90,58.8,46,30.1,15,9.8,14,9.2,10,6.5
Robin Lopez,POR,11,5,6,367,5,1,3,33.3,2,4,50.0,4,80.0,0,0.0,0,0.0,0,0.0,2,40.0
Roy Hibbert,IND,19,10,9,542,10,4,6,66.7,0,0,0.0,8,80.0,3,30.0,0,0.0,1,10.0,0,0.0
Russell Westbrook,OKC,19,10,9,735,287,56,115,48.7,60,68,88.2,175,61.0,77,26.8,29,10.1,25,8.7,34,11.8
Ryan Hollins,LAC,5,2,3,9,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Samuel Dalembert,DAL,7,3,4,135,3,0,1,0.0,0,0,0.0,0,0.0,2,66.7,0,0.0,0,0.0,0,0.0
Serge Ibaka,OKC,17,10,7,581,28,9,19,47.4,3,6,50.0,21,75.0,3,10.7,2,7.1,1,3.6,3,10.7
Shane Battier,MIA,16,9,7,202,5,1,4,25.0,0,0,0.0,2,40.0,1,20.0,0,0.0,0,0.0,0,0.0
Shane Larkin,DAL,2,1,1,10,4,0,1,0.0,0,0,0.0,0,0.0,2,50.0,1,25.0,0,0.0,0,0.0
Shaun Livingston,BKN,12,5,7,325,84,14,36,38.9,14,20,70.0,42,50.0,23,27.4,8,9.5,4,4.8,10,11.9
Shawn Marion,DAL,7,3,4,193,12,1,9,11.1,0,0,0.0,2,16.7,2,16.7,0,0.0,1,8.3,0,0.0
Shelvin Mack,ATL,7,3,4,118,34,4,9,44.4,3,4,75.0,11,32.4,14,41.2,5,14.7,3,8.8,2,5.9
Solomon Hill,IND,1,1,0,1,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Stephen Curry,GSW,7,3,4,296,63,12,29,41.4,5,6,83.3,30,47.6,22,34.9,6,9.5,3,4.8,3,4.8
Steve Blake,GSW,6,2,4,45,6,1,2,50.0,2,2,100.0,4,66.7,2,33.3,0,0.0,1,16.7,1,16.7
Steve Novak,TOR,4,1,3,15,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Steven Adams,OKC,18,10,8,331,2,2,2,100.0,0,0,0.0,4,200.0,0,0.0,0,0.0,0,0.0,0,0.0
Taj Gibson,CHI,5,1,4,154,12,5,10,50.0,4,4,100.0,15,125.0,0,0.0,0,0.0,0,0.0,2,16.7
Tayshaun Prince,MEM,7,3,4,113,4,1,1,100.0,0,0,0.0,2,50.0,2,50.0,0,0.0,1,25.0,0,0.0
Terrence Jones,HOU,6,2,4,138,10,4,6,66.7,1,2,50.0,9,90.0,3,30.0,0,0.0,0,0.0,1,10.0
Terrence Ross,TOR,7,3,4,158,21,6,12,50.0,1,2,50.0,13,61.9,4,19.0,2,9.5,2,9.5,1,4.8
Thabo Sefolosha,OKC,15,6,9,236,7,2,4,50.0,0,0,0.0,4,57.1,0,0.0,1,14.3,2,28.6,0,0.0
Thomas Robinson,POR,11,5,6,122,7,1,4,25.0,2,2,100.0,5,71.4,2,28.6,0,0.0,0,0.0,1,14.3
Tiago Splitter,SAS,23,16,7,516,8,1,3,33.3,1,2,50.0,3,37.5,2,25.0,1,12.5,1,12.5,1,12.5
Tim Duncan,SAS,23,16,7,752,14,2,8,25.0,6,6,100.0,10,71.4,1,7.1,2,14.3,0,0.0,3,21.4
Toney Douglas,MIA,10,4,6,29,2,0,0,0.0,0,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0
Tony Allen,MEM,7,3,4,230,28,7,13,53.8,4,4,100.0,18,64.3,7,25.0,2,7.1,3,10.7,2,7.1
Tony Parker,SAS,23,16,7,719,352,65,137,47.4,17,24,70.8,149,42.3,133,37.8,37,10.5,26,7.4,12,3.4
Tony Snell,CHI,5,1,4,46,2,1,1,100.0,0,0,0.0,2,100.0,1,50.0,0,0.0,0,0.0,0,0.0
Trevor Ariza,WAS,11,6,5,407,30,7,13,53.8,3,6,50.0,18,60.0,13,43.3,0,0.0,1,3.3,3,10.0
Trevor Booker,WAS,9,6,3,146,6,0,5,0.0,0,0,0.0,0,0.0,1,16.7,0,0.0,0,0.0,0,0.0
Troy Daniels,HOU,4,2,2,68,1,0,0,0.0,2,2,100.0,2,200.0,0,0.0,0,0.0,0,0.0,1,100.0
Tyler Hansbrough,TOR,3,0,3,29,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Udonis Haslem,MIA,16,10,6,169,1,0,0,0.0,0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0
Victor Claver,POR,2,0,2,7,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Vince Carter,DAL,7,3,4,190,49,7,20,35.0,8,10,80.0,22,44.9,12,24.5,5,10.2,4,8.2,5,10.2
Wayne Ellington,DAL,2,1,1,14,1,0,0,0.0,2,2,100.0,2,200.0,0,0.0,0,0.0,0,0.0,1,100.0
Wesley Matthews,POR,11,5,6,426,37,7,14,50.0,7,10,70.0,21,56.8,15,40.5,1,2.7,2,5.4,5,13.5
Will Barton,POR,7,2,5,81,14,2,6,33.3,2,2,100.0,6,42.9,7,50.0,0,0.0,0,0.0,1,7.1
