Player,Team,GP,W,L,MIN,PTS,TOUCHES,Front CTTouches,Time OfPoss,Avg Sec PerTouch,Avg Drib PerTouch,PTS PerTouch,ElbowTouches,PostUps,PaintTouches,PTS PerElbow Touch,PTS PerPost Touch,PTS PerPaint Touch
Darius Miller,OKC,18,5,13,197,73,237,162,8,2.11,1.22,0.308,2,1,3,1.0,2.0,1.333
David Nwaba,HOU,30,8,22,679,276,683,442,23,2.01,1.33,0.404,10,1,57,0.8,2.0,1.018
Davis Bertans,WAS,57,29,28,1464,655,1623,942,35,1.27,0.44,0.404,13,1,34,0.615,0.0,0.735
De'Aaron Fox,SAC,58,24,34,2036,1461,5015,1694,432,5.16,4.7,0.291,12,6,21,0.917,0.5,0.667
De'Andre Hunter,ATL,23,12,11,678,344,885,597,34,2.28,1.49,0.389,16,34,31,1.375,0.794,1.0
De'Anthony Melton,MEM,52,27,25,1045,472,1737,844,95,3.28,2.59,0.272,23,0,55,0.565,0.0,0.473
DeAndre Jordan,BKN,57,37,20,1246,426,1742,963,43,1.47,0.18,0.245,185,15,332,0.33,0.333,1.057
DeAndre' Bembry,TOR,51,23,28,972,293,1662,829,92,3.34,2.55,0.176,30,9,97,0.767,0.222,0.814
DeMar DeRozan,SAS,61,27,34,2056,1316,3629,1812,332,5.49,4.92,0.363,56,80,62,0.589,0.7,0.742
DeMarcus Cousins,LAC,41,22,19,713,366,1495,871,50,2.01,0.77,0.245,43,127,88,0.512,0.528,0.648
Dean Wade,CLE,63,19,44,1212,376,1853,1052,52,1.67,0.54,0.203,36,17,86,0.25,0.471,0.802
Deandre Ayton,PHX,69,48,21,2115,997,3191,1852,89,1.67,0.44,0.312,253,327,809,0.534,0.633,0.939
Deividas Sirvydis,DET,20,8,12,133,41,178,104,5,1.78,0.91,0.23,1,0,5,0.0,0.0,0.6
Dejounte Murray,SAS,67,32,35,2139,1051,4623,1607,370,4.8,4.36,0.227,20,2,65,0.75,1.0,0.646
Delon Wright,SAC,63,21,42,1748,645,3689,1329,314,5.11,4.57,0.175,25,6,87,0.64,0.0,0.655
Deni Avdija,WAS,54,25,29,1257,342,1692,773,51,1.79,0.93,0.202,31,8,67,0.935,0.25,0.955
Dennis Schroder,LAL,61,38,23,1956,941,4772,1922,370,4.66,4.01,0.197,36,1,32,0.556,0.0,0.375
Dennis Smith Jr.,DET,23,7,16,420,154,971,328,83,5.15,4.65,0.159,4,0,14,0.5,0.0,0.857
Denzel Valentine,CHI,62,26,36,1036,406,1458,1003,60,2.47,1.91,0.278,14,1,29,0.643,0.0,0.931
Derrick Favors,UTA,68,49,19,1039,369,1090,751,24,1.33,0.27,0.339,116,9,325,0.845,0.444,0.852
Derrick Jones Jr.,POR,58,32,26,1318,396,1146,674,31,1.65,0.71,0.346,21,1,156,0.762,0.0,0.885
Derrick Rose,NYK,50,28,22,1279,734,2871,999,258,5.38,4.87,0.256,29,6,38,0.414,0.667,0.684
Derrick White,SAS,36,18,18,1064,553,1663,857,112,4.04,3.52,0.333,16,3,21,0.5,0.0,1.048
Desmond Bane,MEM,68,36,32,1519,625,2106,1186,77,2.19,1.3,0.297,15,0,43,0.933,0.0,0.837
Devin Booker,PHX,67,48,19,2270,1712,3764,2485,271,4.32,3.52,0.455,147,100,144,0.687,0.55,0.722
Devin Cannady,ORL,8,0,8,74,34,74,57,3,2.31,1.77,0.459,0,0,0,0.0,0.0,0.0
Devin Vassell,SAS,62,30,32,1056,341,1049,689,34,1.95,1.16,0.325,15,0,39,0.867,0.0,0.923
Devon Dotson,CHI,11,4,7,50,23,110,46,8,4.49,3.86,0.209,3,0,1,0.0,0.0,0.0
Devontae Cacok,LAL,20,8,12,98,39,136,68,4,1.62,0.53,0.287,11,4,32,0.182,1.0,0.781
Devonte' Graham,CHA,55,23,32,1659,816,3882,1755,280,4.32,3.85,0.21,7,0,17,0.571,0.0,0.353
Dewayne Dedmon,MIA,16,11,5,210,113,318,172,8,1.55,0.35,0.355,21,11,77,0.905,0.545,1.078
Didi Louzada,NOP,3,0,3,56,8,54,38,3,2.79,2.17,0.148,1,0,1,0.0,0.0,0.0
Dillon Brooks,MEM,67,36,31,1997,1151,2786,1914,124,2.67,1.98,0.413,43,8,63,0.465,0.25,0.889
Domantas Sabonis,IND,62,29,33,2231,1260,6037,3394,222,2.21,1.19,0.209,414,469,557,0.507,0.412,0.908
Donovan Mitchell,UTA,53,39,14,1771,1401,3987,1652,325,4.89,4.51,0.351,11,1,50,0.273,0.0,0.64
Donta Hall,ORL,13,3,10,179,73,246,128,6,1.42,0.39,0.297,25,1,57,0.52,0.0,0.947
Donte DiVincenzo,MIL,66,44,22,1815,688,2935,1353,135,2.75,2.13,0.234,40,1,154,0.4,0.0,0.682
Dorian Finney-Smith,DAL,60,36,24,1921,590,2368,1313,65,1.66,0.72,0.249,29,2,131,0.241,0.0,0.84
Doug McDermott,IND,66,32,34,1619,899,1919,1448,44,1.39,0.72,0.468,29,2,152,1.034,2.0,1.375
Draymond Green,GSW,63,35,28,1982,444,4674,2345,192,2.46,1.64,0.095,126,154,115,0.333,0.091,0.452
Drew Eubanks,SAS,54,21,33,755,311,1194,705,34,1.69,0.48,0.26,93,39,204,0.548,0.564,0.975
Duncan Robinson,MIA,72,40,32,2262,942,2792,1959,76,1.64,0.63,0.337,22,6,61,0.727,0.0,1.098
Dwayne Bacon,ORL,72,21,51,1853,788,2131,1401,118,3.33,2.37,0.37,26,1,41,0.769,0.0,0.976
Dwight Howard,PHI,69,46,23,1195,482,2092,1060,58,1.65,0.58,0.23,85,37,413,0.259,0.568,0.93
Dwight Powell,DAL,58,36,22,966,342,1455,781,35,1.46,0.43,0.235,83,5,248,0.458,1.4,0.911
Dylan Windler,CLE,31,11,20,513,161,751,489,24,1.89,0.79,0.214,9,0,34,0.556,0.0,0.824
E'Twaun Moore,PHX,27,20,7,389,133,698,314,44,3.78,3.52,0.191,6,1,16,0.667,2.0,0.625
Ed Davis,MIN,23,5,18,299,48,572,318,15,1.6,0.54,0.084,32,4,70,0.281,0.0,0.529
Edmond Sumner,IND,53,23,30,861,399,1013,730,38,2.27,1.62,0.394,11,1,40,1.0,0.0,1.025
Elfrid Payton,NYK,63,36,27,1484,639,3316,1202,259,4.69,4.35,0.193,32,11,91,0.313,0.0,0.681
Elijah Bryant,MIL,1,0,1,32,16,49,19,3,4.21,3.82,0.327,0,0,2,0.0,0.0,1.0
Elijah Hughes,UTA,18,14,4,64,31,112,70,5,2.6,1.83,0.277,0,0,0,0.0,0.0,0.0
Enes Freedom,POR,72,42,30,1757,806,2497,1352,75,1.8,0.43,0.323,141,153,474,0.745,0.667,1.101
Eric Bledsoe,NOP,71,31,40,2112,869,3542,1748,207,3.5,2.97,0.245,15,1,32,0.933,0.0,0.688
Eric Gordon,HOU,27,10,17,789,481,1314,739,77,3.53,3.03,0.366,5,1,4,0.4,0.0,0.5
Eric Paschall,GSW,40,20,20,695,381,1187,768,49,2.47,1.5,0.321,51,64,76,0.549,0.656,1.053
Ersan Ilyasova,UTA,17,14,3,148,65,186,109,4,1.34,0.51,0.349,5,0,9,0.0,0.0,0.444
Evan Fournier,BOS,42,18,24,1259,719,1858,1363,89,2.86,2.04,0.387,18,6,31,0.722,0.333,1.258
Facundo Campazzo,DEN,65,43,22,1425,396,2806,1248,182,3.89,3.82,0.141,14,0,25,0.143,0.0,0.4
Frank Jackson,DET,40,13,27,738,390,904,589,38,2.5,1.96,0.431,20,0,27,0.75,0.0,0.815
Frank Kaminsky,PHX,47,33,14,715,310,1338,829,38,1.72,0.69,0.232,92,41,128,0.478,0.585,0.875
Frank Mason III,ORL,4,1,3,79,25,150,43,16,6.35,6.13,0.167,2,0,2,0.0,0.0,0.0
Frank Ntilikina,NYK,33,23,10,322,89,448,191,27,3.63,3.19,0.199,6,4,3,0.0,1.0,0.0
Fred VanVleet,TOR,52,22,30,1899,1019,4226,2014,299,4.25,3.81,0.241,26,2,38,0.731,0.0,0.447
Freddie Gillespie,TOR,20,7,13,392,111,492,275,13,1.6,0.48,0.226,32,11,91,0.563,0.182,0.736
Furkan Korkmaz,PHI,55,39,16,1062,501,1463,1120,58,2.38,1.76,0.342,13,0,17,0.462,0.0,1.176
Gabe Vincent,MIA,50,27,23,655,242,1041,497,71,4.08,3.33,0.232,6,2,16,1.167,0.0,0.813
Gabriel Deck,OKC,10,1,9,212,84,249,171,10,2.35,1.56,0.337,5,20,33,0.4,0.4,0.485
Garrett Temple,CHI,56,25,31,1528,423,1731,1147,65,2.27,1.63,0.244,20,1,55,0.55,0.0,0.764
Garrison Mathews,WAS,64,32,32,1038,354,786,526,19,1.42,0.52,0.45,4,0,14,1.75,0.0,1.357
Gary Clark,PHI,39,12,27,654,119,940,428,24,1.5,0.34,0.127,10,2,39,0.0,0.0,0.308
Gary Harris,ORL,39,15,24,1080,388,1098,869,52,2.82,2.2,0.353,45,1,54,0.467,0.0,0.463
Gary Payton II,GSW,10,7,3,40,25,63,27,2,1.78,1.1,0.397,4,0,7,1.5,0.0,1.714
Gary Trent Jr.,TOR,58,29,29,1802,888,1938,1331,90,2.79,2.22,0.458,8,2,26,1.0,0.0,0.692
George Hill,PHI,30,16,14,672,261,1190,665,73,3.67,3.06,0.219,9,3,29,0.222,0.0,0.483
Georges Niang,UTA,72,52,20,1154,500,2075,993,52,1.51,0.67,0.241,17,4,23,0.412,0.0,1.0
Giannis Antetokounmpo,MIL,61,40,21,2013,1717,4272,1881,279,3.92,2.8,0.402,294,272,366,0.755,0.596,0.964
Glenn Robinson III,SAC,23,9,14,369,121,411,255,13,1.9,1.13,0.294,5,2,22,0.4,1.0,0.636
Goga Bitadze,IND,45,19,26,561,231,943,576,21,1.35,0.37,0.245,68,26,147,0.441,0.5,0.81
Goran Dragic,MIA,50,30,20,1336,672,2935,1231,217,4.43,3.96,0.229,36,22,51,0.417,0.364,0.627
Gordon Hayward,CHA,44,24,20,1496,863,2841,1842,132,2.78,1.82,0.304,47,36,119,1.085,0.611,0.992
Gorgui Dieng,SAS,38,14,24,553,258,955,596,28,1.79,0.75,0.27,65,24,109,0.415,0.417,0.789
Grant Riller,CHA,7,2,5,27,18,64,33,5,4.68,4.34,0.281,0,0,0,0.0,0.0,0.0
Grant Williams,BOS,63,30,33,1138,294,1588,845,42,1.57,0.59,0.185,29,43,93,0.207,0.488,0.656
Grayson Allen,MEM,50,26,24,1259,532,1680,941,68,2.42,1.68,0.317,12,0,15,0.5,0.0,0.4
Greg Whittington,DEN,4,3,1,12,0,12,6,0,1.34,0.25,0.0,0,0,0,0.0,0.0,0.0
Hamidou Diallo,DET,52,18,34,1226,604,2078,1123,106,3.07,2.52,0.291,22,10,97,1.045,0.6,1.01
Harrison Barnes,SAC,58,25,33,2102,933,3224,1796,117,2.17,1.17,0.289,78,147,164,0.551,0.469,0.866
Harry Giles III,POR,38,23,15,348,108,575,270,19,1.98,0.7,0.188,23,22,53,0.217,0.364,0.679
Hassan Whiteside,SAC,36,16,20,546,293,853,460,22,1.56,0.39,0.343,71,80,217,0.676,0.65,0.949
Henry Ellenson,TOR,2,0,2,38,15,69,44,2,1.55,0.64,0.217,2,0,4,0.0,0.0,1.0
Ignas Brazdeikis,ORL,13,3,10,249,91,381,177,15,2.3,1.42,0.239,3,3,14,0.0,0.667,0.929
Iman Shumpert,BKN,2,1,1,11,2,14,12,0,1.62,0.57,0.143,0,0,1,0.0,0.0,2.0
Immanuel Quickley,NYK,64,37,27,1243,731,2344,1089,189,4.84,4.33,0.312,5,2,26,1.6,0.0,0.269
Isaac Bonga,WAS,40,16,24,432,78,432,257,14,1.87,1.13,0.181,8,0,26,0.75,0.0,0.615
Isaac Okoro,CLE,67,20,47,2173,646,2564,1895,103,2.41,1.52,0.252,46,9,118,0.522,0.444,0.788
Isaiah Hartenstein,CLE,46,20,26,559,236,1005,615,31,1.85,0.51,0.235,127,19,216,0.504,0.105,0.713
Isaiah Joe,PHI,41,22,19,383,153,576,335,20,2.05,1.34,0.266,0,0,1,0.0,0.0,2.0
Isaiah Roby,OKC,61,19,42,1425,533,2310,1383,81,2.1,1.09,0.231,99,52,216,0.586,0.385,0.759
Isaiah Stewart,DET,68,20,48,1455,537,2126,1165,54,1.52,0.4,0.253,151,72,434,0.377,0.667,0.827
Isaiah Thomas,NOP,3,1,2,48,23,115,66,6,3.21,2.69,0.2,5,0,0,0.4,0.0,0.0
Ish Smith,WAS,44,23,21,924,295,1989,708,126,3.79,3.66,0.148,12,0,28,0.667,0.0,0.571
Ivica Zubac,LAC,72,47,25,1608,650,2665,1281,63,1.42,0.43,0.244,270,66,566,0.43,0.742,0.92
JJ Redick,DAL,44,22,22,723,327,915,727,29,1.88,1.09,0.357,12,0,5,0.333,0.0,0.0
Ja Morant,MEM,63,33,30,2053,1204,4552,1667,427,5.63,4.9,0.264,51,25,110,0.373,0.32,0.982
JaKarr Sampson,IND,29,14,15,316,134,388,227,11,1.74,0.77,0.345,29,7,65,0.793,0.286,1.031
JaMychal Green,DEN,58,38,20,1120,471,1504,1016,35,1.38,0.4,0.313,72,42,175,0.264,0.595,0.96
JaVale McGee,DEN,46,21,25,678,337,1277,720,37,1.76,0.62,0.264,124,91,216,0.492,0.341,0.861
Jabari Parker,BOS,13,4,9,165,72,272,134,9,1.94,1.01,0.265,9,11,23,0.667,0.545,1.087
Jaden McDaniels,MIN,63,18,45,1511,427,2124,985,50,1.41,0.64,0.201,23,6,100,0.435,0.333,0.7
Jae Crowder,PHX,60,42,18,1648,603,2757,1403,61,1.32,0.47,0.219,28,10,49,0.214,0.4,0.653
Jae'Sean Tate,HOU,70,17,53,2043,794,2774,1566,110,2.37,1.6,0.286,83,80,271,0.699,0.475,0.845
Jahlil Okafor,DET,27,5,22,347,145,538,310,18,2.04,0.74,0.27,30,53,75,0.4,0.736,0.88
Jahmi'us Ramsey,SAC,13,5,8,94,40,110,64,4,2.33,1.8,0.364,0,1,2,0.0,0.0,2.0
Jake Layman,MIN,45,12,33,627,231,723,431,22,1.79,1.07,0.32,8,2,48,1.25,1.0,1.042
Jakob Poeltl,SAS,69,32,37,1845,593,2844,1496,71,1.49,0.43,0.209,274,56,550,0.544,0.429,0.791
Jalen Brunson,DAL,68,40,28,1697,857,3506,1517,266,4.55,4.13,0.244,14,7,29,0.571,0.714,0.483
Jalen Harris,TOR,13,3,10,172,96,234,145,13,3.34,2.97,0.41,2,0,3,0.0,0.0,0.0
Jalen Lecque,IND,4,2,2,12,5,30,13,2,3.88,3.27,0.167,0,0,0,0.0,0.0,0.0
