PLAYER,TEAM,GP,W,L,MIN,Passes Made,Passes Received,AST,Secondary AST,Potential AST,AST PTS Created,AST PTS Created.1,AST Adj,AST To Pass%,AST To Pass% Adj
Draymond Green,GSW,62,32,30,1952,3815,2974,421,43,840,1138,517,11.0,13.6,
Drew Eubanks,POR,69,29,40,1356,1453,918,84,10,163,232,100,5.8,6.9,
Dru Smith,BKN,10,4,6,124,175,167,15,0,26,35,16,8.6,9.1,
Duane Washington Jr.,NYK,31,17,14,394,597,765,63,5,123,164,76,10.6,12.7,
Duncan Robinson,MIA,35,16,19,577,566,595,39,6,89,105,55,6.9,9.7,
Dwight Powell,DAL,66,35,31,1321,1353,938,60,9,125,161,76,4.4,5.6,
Dylan Windler,CLE,2,2,0,8,13,12,1,0,1,2,1,7.7,7.7,
Dyson Daniels,NOP,49,25,24,912,1163,925,119,10,214,310,147,10.2,12.6,
Edmond Sumner,BKN,48,28,20,690,778,912,68,13,123,166,87,8.7,11.2,
Eric Gordon,LAC,60,19,41,1756,1608,1981,166,22,292,418,209,10.3,13.0,
Eugene Omoruyi,DET,32,10,22,461,369,352,19,3,23,42,22,5.1,6.0,
Evan Fournier,NYK,23,13,10,414,350,392,35,5,66,89,41,10.0,11.7,
Evan Mobley,CLE,71,43,28,2432,2995,2190,194,26,333,501,240,6.5,8.0,
Facundo Campazzo,DAL,8,2,6,52,96,93,9,0,21,28,12,9.4,12.5,
Frank Jackson,UTA,1,0,1,5,7,7,1,0,0,2,1,14.3,14.3,
Frank Kaminsky,HOU,33,12,21,212,357,287,28,1,50,71,32,7.8,9.0,
Frank Ntilikina,DAL,42,19,23,489,510,488,46,3,81,127,51,9.0,10.0,
Franz Wagner,ORL,71,28,43,2337,2460,3000,249,26,502,667,310,10.1,12.6,
Fred VanVleet,TOR,60,29,31,2218,3767,4196,422,42,786,1048,497,11.2,13.2,
Furkan Korkmaz,PHI,29,21,8,273,273,304,19,6,44,46,26,7.0,9.5,
Gabe Vincent,MIA,59,32,27,1550,1895,2078,145,20,292,383,181,7.7,9.6,
Garrett Temple,NOP,20,12,8,142,137,126,11,3,21,25,16,8.0,11.7,
Garrison Mathews,ATL,48,13,35,610,452,466,23,5,39,61,28,5.1,6.2,
Gary Harris,ORL,41,17,24,1026,579,729,50,8,98,129,62,8.6,10.7,
Gary Payton II,GSW,15,8,7,255,287,177,22,2,45,60,25,7.7,8.7,
Gary Trent Jr.,TOR,63,30,33,2054,1400,2050,100,17,208,266,128,7.1,9.1,
George Hill,IND,41,26,15,766,1066,1039,99,8,172,248,113,9.3,10.6,
Georges Niang,PHI,67,46,21,1294,1429,1083,70,7,99,187,83,4.9,5.8,
Giannis Antetokounmpo,MIL,56,42,14,1821,2578,3117,312,37,632,832,360,12.1,14.0,
Goga Bitadze,ORL,29,9,20,301,347,262,27,2,38,68,30,7.8,8.6,
Goran Dragic,MIL,50,22,28,773,1307,1363,137,16,239,345,173,10.5,13.2,
Gordon Hayward,CHA,46,17,29,1448,1483,1592,182,27,327,462,223,12.3,15.0,
Gorgui Dieng,SAS,24,2,22,235,339,309,34,1,66,86,38,10.0,11.2,
Grant Williams,BOS,69,47,22,1839,1517,1228,117,11,186,321,136,7.7,9.0,
Grayson Allen,MIL,65,48,17,1809,1647,1640,150,33,278,394,192,9.1,11.7,
Greg Brown III,POR,16,10,6,93,45,51,3,0,4,8,3,6.7,6.7,
Hamidou Diallo,DET,55,12,43,974,1009,874,54,4,90,139,61,5.4,6.0,
Harrison Barnes,SAC,70,43,27,2300,2336,1917,111,19,243,302,143,4.8,6.1,
Haywood Highsmith,MIA,48,25,23,877,716,543,34,5,93,97,43,4.7,6.0,
Herbert Jones,NOP,55,23,32,1601,1767,1370,129,10,223,325,144,7.3,8.1,
Immanuel Quickley,NYK,71,42,29,2019,2549,2838,226,32,439,585,272,8.9,10.7,
Isaac Okoro,CLE,73,45,28,1594,1020,879,84,16,137,203,107,8.2,10.5,
Isaiah Hartenstein,NYK,72,42,30,1412,1731,891,70,8,145,179,82,4.0,4.7,
Isaiah Jackson,IND,52,21,31,798,789,660,44,7,76,117,59,5.6,7.5,
Isaiah Joe,OKC,63,32,31,1142,981,1034,73,14,118,192,93,7.4,9.5,
Isaiah Livers,DET,45,10,35,1008,833,684,32,7,73,81,40,3.8,4.8,
Isaiah Mobley,CLE,9,6,3,30,39,23,0,0,0,0,0,0.0,0.0,
Isaiah Roby,SAS,41,9,32,464,556,428,38,2,72,94,43,6.8,7.7,
Isaiah Stewart,DET,49,12,37,1384,1343,1036,68,4,109,173,75,5.1,5.6,
Isaiah Todd,WAS,4,2,2,13,13,10,0,0,0,0,0,0.0,0.0,
Ish Smith,DEN,36,22,14,323,595,628,76,8,140,194,91,12.8,15.3,
Ish Wainright,PHX,53,28,25,813,587,502,50,5,81,128,55,8.5,9.4,
Ivica Zubac,LAC,66,37,29,1926,2153,1263,70,12,119,177,86,3.3,4.0,
JD Davison,BOS,8,7,1,19,17,21,3,0,4,7,3,17.6,17.6,
JT Thor,CHA,59,17,42,702,701,474,26,3,46,65,31,3.7,4.4,
Ja Morant,MEM,53,34,19,1722,2544,3444,434,39,768,1092,502,17.1,19.7,
JaMychal Green,GSW,52,26,26,746,868,702,48,6,101,130,57,5.5,6.6,
JaVale McGee,DAL,37,18,19,296,279,209,10,0,17,25,11,3.6,3.9,
Jabari Smith Jr.,HOU,68,17,51,2080,2137,1652,84,12,139,204,106,3.9,5.0,
Jabari Walker,POR,46,20,26,401,310,236,22,3,42,56,27,7.1,8.7,
Jack White,DEN,16,12,4,51,56,44,3,0,1,6,3,5.4,5.4,
Jaden Hardy,DAL,37,18,19,511,515,689,39,7,98,122,59,7.6,11.5,
Jaden Ivey,DET,63,15,48,1913,2231,2846,309,19,568,804,365,13.9,16.4,
Jaden McDaniels,MIN,69,34,35,2132,1889,1677,137,17,222,342,167,7.3,8.8,
Jaden Springer,PHI,10,10,0,40,21,26,4,0,4,10,4,19.0,19.0,
Jae Crowder,MIL,11,9,2,206,244,136,15,3,30,36,19,6.1,7.8,
Jae'Sean Tate,HOU,31,7,24,677,942,937,84,7,171,228,100,8.9,10.6,
Jake LaRavia,MEM,33,22,11,391,352,263,21,5,44,53,26,6.0,7.4,
Jakob Poeltl,TOR,61,20,41,1627,2528,1788,177,16,272,439,207,7.0,8.2,
Jalen Brunson,NYK,63,37,26,2198,3700,4460,385,51,734,1018,475,10.4,12.8,
Jalen Duren,DET,57,15,42,1406,1529,797,64,5,99,168,77,4.2,5.0,
Jalen Green,HOU,65,16,49,2210,2594,3463,232,37,422,589,302,8.9,11.6,
Jalen Johnson,ATL,64,32,32,925,1002,550,65,1,121,159,70,6.5,7.0,
Jalen McDaniels,PHI,70,26,44,1716,1842,1487,120,11,214,308,142,6.5,7.7,
Jalen Smith,IND,59,29,30,1090,1172,982,57,9,77,145,69,4.9,5.9,
Jalen Suggs,ORL,45,17,28,1068,1443,1379,142,10,219,347,159,9.8,11.0,
Jalen Williams,OKC,65,32,33,1936,2058,2139,210,24,355,535,248,10.2,12.1,
Jamal Cain,MIA,15,8,7,186,116,99,9,1,14,24,10,7.8,8.6,
Jamal Murray,DEN,58,39,19,1916,2850,3505,352,51,601,877,439,12.4,15.4,
Jamaree Bouyea,WAS,5,2,3,71,98,91,4,0,7,9,5,4.1,5.1,
James Bouknight,CHA,26,5,21,354,310,340,28,1,43,64,28,9.0,9.0,
James Harden,PHI,52,36,16,1911,3624,4093,563,61,911,1460,707,15.5,19.5,
James Johnson,IND,14,6,8,124,121,120,10,1,25,30,13,8.3,10.7,
James Wiseman,DET,35,10,25,638,759,459,23,1,35,60,25,3.0,3.3,
Jared Butler,OKC,2,1,1,19,27,26,4,0,9,11,4,14.8,14.8,
Jared Rhoden,DET,6,1,5,51,35,26,0,0,4,0,0,0.0,0.0,
Jaren Jackson Jr.,MEM,53,33,20,1489,1214,1278,47,10,94,119,63,3.9,5.2,
Jarred Vanderbilt,LAL,68,35,33,1657,1672,1177,176,14,314,481,206,10.5,12.3,
Jarrett Allen,CLE,62,39,23,2048,1910,1449,104,13,186,277,128,5.4,6.7,
Jarrett Culver,ATL,10,5,5,137,143,96,6,0,16,14,6,4.2,4.2,
Jason Preston,LAC,13,3,10,122,247,253,27,3,47,69,33,10.9,13.4,
Javonte Green,CHI,28,11,17,449,514,361,23,2,35,56,26,4.5,5.1,
Jaxson Hayes,NOP,43,19,24,596,497,454,34,3,58,94,38,6.8,7.6,
Jay Huff,WAS,2,1,1,9,6,6,0,0,0,0,0,0.0,0.0,
Jaylen Brown,BOS,60,40,20,2170,2200,2764,203,52,383,547,267,9.2,12.1,
Jaylen Nowell,MIN,62,31,31,1207,1344,1618,126,17,201,323,156,9.4,11.6,
Jaylin Williams,OKC,39,19,20,697,1127,785,55,2,118,147,61,4.9,5.4,
Jayson Tatum,BOS,67,47,20,2508,3098,3670,317,73,590,840,403,10.2,13.0,
Jeff Dowtin Jr.,TOR,18,12,6,159,214,210,17,1,34,39,19,7.9,8.9,
Jeff Green,DEN,48,29,19,925,842,880,56,11,107,145,74,6.7,8.8,
Jerami Grant,POR,63,28,35,2246,2097,2330,150,33,279,393,195,7.2,9.3,
Jeremiah Robinson-Earl,OKC,36,12,24,700,783,549,38,3,62,106,47,4.9,6.0,
Jeremy Sochan,SAS,54,15,39,1411,1659,1569,139,17,285,365,173,8.4,10.4,
Jericho Sims,NYK,49,29,20,774,808,355,24,2,43,59,26,3.0,3.2,
Jevon Carter,MIL,71,51,20,1582,2034,2205,170,32,321,460,221,8.4,10.9,
Jimmy Butler,MIA,58,31,27,1932,2395,2734,294,23,576,765,335,12.3,14.0,
Jock Landale,PHX,62,32,30,861,1031,848,57,12,102,154,76,5.5,7.4,
Joe Harris,BKN,64,34,30,1377,990,1069,90,21,157,228,118,9.1,11.9,
Joe Ingles,MIL,37,26,11,855,949,882,119,16,208,301,145,12.5,15.3,
Joe Wieskamp,TOR,5,3,2,30,19,23,1,0,4,3,1,5.3,5.3,
Joel Embiid,PHI,57,39,18,1986,2323,3035,237,39,365,612,280,10.2,12.1,
John Butler Jr.,POR,9,2,7,30,17,13,1,0,1,2,1,5.9,5.9,
John Collins,ATL,61,31,30,1837,1835,1352,72,8,135,196,89,3.9,4.9,
John Konchar,MEM,62,38,24,1313,1509,971,84,10,184,224,104,5.6,6.9,
John Wall,LAC,34,15,19,755,1357,1612,178,27,298,465,223,13.1,16.4,
Johnny Davis,WAS,17,7,10,119,95,99,3,1,14,9,4,3.2,4.2,
Johnny Juzang,UTA,8,3,5,81,43,69,2,0,6,4,2,4.7,4.7,
Jonas Valanciunas,NOP,68,32,36,1677,2360,1935,112,15,175,284,141,4.7,6.0,
Jonathan Isaac,ORL,11,8,3,124,148,104,6,0,11,15,6,4.1,4.1,
Jonathan Kuminga,GSW,57,30,27,1164,1331,1285,104,18,189,289,129,7.8,9.7,
Jordan Clarkson,UTA,61,30,31,1988,1981,2729,270,22,496,715,316,13.6,16.0,
Jordan Goodwin,WAS,51,19,32,857,1372,1329,119,12,232,309,144,8.7,10.5,
Jordan Hall,SAS,9,1,8,83,119,124,11,3,20,28,14,9.2,11.8,
Jordan McLaughlin,MIN,35,17,18,556,1103,1062,112,9,181,290,133,10.2,12.1,
Jordan Nwora,IND,51,33,18,893,809,781,69,10,117,175,85,8.5,10.5,
Jordan Poole,GSW,71,35,36,2168,3054,4126,322,66,588,829,412,10.5,13.5,
Jordan Schakel,WAS,2,0,2,6,7,7,1,0,2,3,1,14.3,14.3,
Jose Alvarado,NOP,61,30,31,1310,2131,2277,186,26,343,471,234,8.7,11.0,
Josh Christopher,HOU,53,12,41,600,594,764,53,11,94,140,70,8.9,11.8,
Josh Giddey,OKC,66,30,36,2035,3763,3522,405,40,753,1021,474,10.8,12.6,
Josh Green,DAL,51,25,26,1301,1280,1245,92,18,172,253,120,7.2,9.4,
Josh Hart,NYK,66,37,29,2160,2245,1887,259,32,463,687,315,11.5,14.0,
Josh Minott,MIN,14,6,8,92,63,61,4,0,5,9,4,6.3,6.3,
Josh Okogie,PHX,61,31,30,1074,842,828,81,10,133,213,98,9.6,11.6,
Josh Richardson,NOP,53,16,37,1275,1680,1708,156,15,264,394,183,9.3,10.9,
Joshua Primo,SAS,4,3,1,93,125,144,18,3,27,46,21,14.4,16.8,
Jrue Holiday,MIL,59,44,15,1948,3054,3516,431,40,811,1121,511,14.1,16.7,
Juan Toscano-Anderson,UTA,40,16,24,472,537,363,37,3,77,105,45,6.9,8.4,
Juancho Hernangomez,TOR,42,20,22,614,566,377,25,2,51,67,28,4.4,4.9,
Julian Champagnie,SAS,6,4,2,56,40,38,2,0,2,5,2,5.0,5.0,
Julius Randle,NYK,72,42,30,2586,3280,3601,298,21,525,794,340,9.1,10.4,
Justin Champagnie,TOR,3,2,1,11,11,6,1,0,1,3,1,9.1,9.1,
Justin Holiday,DAL,39,17,22,605,476,434,36,2,54,89,39,7.6,8.2,
Justin Jackson,BOS,23,15,8,107,86,73,9,3,22,21,12,10.5,14.0,
Justise Winslow,POR,29,15,14,776,1221,989,98,9,166,240,115,8.0,9.4,
Jusuf Nurkic,POR,51,23,28,1360,2015,1641,145,8,242,388,165,7.2,8.2,
KZ Okpala,SAC,35,19,16,248,188,155,13,5,22,31,18,6.9,9.6,
Kai Jones,CHA,37,9,28,367,302,219,7,1,21,25,13,2.3,4.3,
Karl-Anthony Towns,MIN,21,10,11,709,852,927,111,5,168,261,124,13.0,14.6,
Kawhi Leonard,LAC,43,28,15,1447,1535,1925,165,41,317,470,231,10.7,15.0,
Keegan Murray,SAC,68,42,26,2010,1564,1563,78,15,144,207,101,5.0,6.5,
Keita Bates-Diop,SAS,55,15,40,1167,889,882,79,16,152,214,100,8.9,11.2,
Keldon Johnson,SAS,59,16,43,1938,2023,2338,170,19,361,442,204,8.4,10.1,
Kelly Olynyk,UTA,58,27,31,1637,2406,1775,195,12,324,509,221,8.1,9.2,
Kelly Oubre Jr.,CHA,46,15,31,1502,1092,1461,52,12,104,130,72,4.8,6.6,
Kemba Walker,DAL,9,5,4,144,176,217,19,4,30,48,23,10.8,13.1,
Kendall Brown,IND,6,1,5,40,30,25,3,1,6,9,5,10.0,16.7,
Kendrick Nunn,WAS,60,28,32,811,669,853,69,13,131,182,93,10.3,13.9,
Kennedy Chandler,MEM,31,20,11,245,393,438,51,2,82,117,56,13.0,14.2,
Kenneth Lofton Jr.,MEM,16,11,5,72,70,89,11,0,16,29,11,15.7,15.7,
Kenrich Williams,OKC,53,26,27,1206,1228,1036,105,14,195,272,129,8.6,10.5,
Kentavious Caldwell-Pope,DEN,69,47,22,2188,1896,1845,171,29,281,429,215,9.0,11.3,
Kenyon Martin Jr.,HOU,71,18,53,1942,1723,1664,108,12,191,285,125,6.3,7.3,
Keon Ellis,SAC,11,6,5,41,39,34,3,0,4,7,3,7.7,7.7,
Keon Johnson,POR,37,13,24,337,429,535,42,3,60,113,51,9.8,11.9,
Kessler Edwards,SAC,24,12,12,212,160,122,8,1,14,22,9,5.0,5.6,
Kevin Durant,PHX,42,29,13,1501,1686,2286,218,43,369,538,281,12.9,16.7,
Kevin Huerter,SAC,66,39,27,1952,1931,2227,193,21,306,494,238,10.0,12.3,
Kevin Knox II,POR,52,10,42,649,590,411,17,3,34,41,20,2.9,3.4,
Kevin Love,MIA,54,30,24,1097,1557,1121,100,11,152,244,123,6.4,7.9,
Kevin Porter Jr.,HOU,49,15,34,1665,2774,3044,285,30,579,748,345,10.3,12.4,
