PLAYER,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,eFG%
Nikola Jovic,MIA,11,169,22,8,33,24.2,6,28,21.4,33.3
Nikola Vucevic,CHI,27,876,175,66,165,40.0,43,119,36.1,53.0
Noah Vonleh,BOS,19,160,3,1,3,33.3,1,3,33.3,50.0
Norman Powell,LAC,22,556,95,32,76,42.1,31,72,43.1,62.5
O.G. Anunoby,TOR,26,953,111,37,105,35.2,37,105,35.2,52.9
Obi Toppin,NYK,25,428,98,33,89,37.1,32,87,36.8,55.1
Ochai Agbaji,UTA,12,108,12,4,12,33.3,4,12,33.3,50.0
Onyeka Okongwu,ATL,28,588,26,13,30,43.3,0,3,0.0,43.3
Orlando Robinson,MIA,3,76,0,0,6,0.0,0,5,0.0,0.0
Oshae Brissett,IND,24,389,63,21,60,35.0,21,60,35.0,52.5
Otto Porter Jr.,TOR,8,146,18,6,16,37.5,6,16,37.5,56.3
Ousmane Dieng,OKC,14,220,30,10,31,32.3,10,31,32.3,48.4
P.J. Tucker,PHI,27,777,64,23,50,46.0,18,44,40.9,64.0
P.J. Washington,CHA,28,893,106,36,118,30.5,34,111,30.6,44.9
Paolo Banchero,ORL,22,765,47,16,47,34.0,15,44,34.1,50.0
Pascal Siakam,TOR,18,637,62,21,60,35.0,20,53,37.7,51.7
Pat Connaughton,MIL,12,232,48,16,64,25.0,16,64,25.0,37.5
Patrick Baldwin Jr.,GSW,5,32,12,4,11,36.4,4,11,36.4,54.5
Patrick Beverley,LAL,21,556,39,13,53,24.5,13,53,24.5,36.8
Patrick Williams,CHI,27,722,101,34,79,43.0,33,77,42.9,63.9
Patty Mills,BKN,21,253,60,20,52,38.5,20,52,38.5,57.7
Paul George,LAC,22,751,100,36,90,40.0,28,74,37.8,55.6
Paul Reed,PHI,24,267,0,0,8,0.0,0,3,0.0,0.0
Payton Pritchard,BOS,17,195,36,12,30,40.0,12,30,40.0,60.0
Peyton Watson,DEN,6,15,0,0,1,0.0,0,1,0.0,0.0
Precious Achiuwa,TOR,12,245,15,5,28,17.9,5,26,19.2,26.8
Quentin Grimes,NYK,18,434,65,22,60,36.7,21,59,35.6,54.2
R.J. Hampton,ORL,21,327,39,13,35,37.1,13,34,38.2,55.7
RJ Barrett,NYK,28,951,131,44,141,31.2,43,135,31.9,46.5
Raul Neto,CLE,19,169,12,4,13,30.8,4,13,30.8,46.2
Reggie Bullock,DAL,27,728,105,35,106,33.0,35,105,33.3,49.5
Reggie Jackson,LAC,29,850,124,42,92,45.7,40,89,44.9,67.4
Richaun Holmes,SAC,15,137,10,4,6,66.7,2,3,66.7,83.3
Robert Covington,LAC,19,308,54,18,57,31.6,18,57,31.6,47.4
Robin Lopez,CLE,20,179,0,0,0,-,-,-,-,-
Rodney McGruder,DET,9,83,9,3,15,20.0,3,15,20.0,30.0
Romeo Langford,SAS,16,317,15,5,22,22.7,5,22,22.7,34.1
Ron Harper Jr.,TOR,2,8,6,2,2,100,2,2,100,150.0
Royce O'Neale,BKN,27,971,156,52,125,41.6,52,124,41.9,62.4
Rudy Gay,UTA,17,271,37,13,47,27.7,11,43,25.6,39.4
Rudy Gobert,MIN,26,808,4,2,8,25.0,0,2,0.0,25.0
Rui Hachimura,WAS,16,376,44,16,44,36.4,12,35,34.3,50.0
Russell Westbrook,LAL,26,735,39,13,51,25.5,13,51,25.5,38.2
Ryan Arcidiacono,NYK,6,16,0,0,2,0.0,0,2,0.0,0.0
Ryan Rollins,GSW,7,43,9,3,6,50.0,3,6,50.0,75.0
Saben Lee,PHI,2,10,0,0,1,0.0,0,1,0.0,0.0
Saddiq Bey,DET,26,760,106,36,99,36.4,34,96,35.4,53.5
Sam Hauser,BOS,29,473,153,51,114,44.7,51,114,44.7,67.1
Sandro Mamukelashvili,MIL,12,90,12,4,16,25.0,4,15,26.7,37.5
Santi Aldama,MEM,27,670,108,37,95,38.9,34,91,37.4,56.8
Scottie Barnes,TOR,25,839,73,25,67,37.3,23,58,39.7,54.5
Scotty Pippen Jr.,LAL,2,8,0,0,0,-,-,-,-,-
Serge Ibaka,MIL,14,159,15,5,14,35.7,5,13,38.5,53.6
Seth Curry,BKN,18,419,75,26,63,41.3,23,57,40.4,59.5
Shaedon Sharpe,POR,27,540,53,18,41,43.9,17,38,44.7,64.6
Shai Gilgeous-Alexander,OKC,26,925,26,9,29,31.0,8,26,30.8,44.8
Shake Milton,PHI,23,563,60,21,44,47.7,18,41,43.9,68.2
Simone Fontecchio,UTA,16,153,36,12,28,42.9,12,28,42.9,64.3
Spencer Dinwiddie,DAL,28,885,117,39,82,47.6,39,82,47.6,71.3
Stanley Johnson,SAS,1,4,0,0,1,0.0,0,1,0.0,0.0
Stephen Curry,GSW,26,894,164,56,137,40.9,52,131,39.7,59.9
Steven Adams,MEM,25,661,2,1,4,25.0,0,1,0.0,25.0
Svi Mykhailiuk,NYK,9,29,9,3,4,75.0,3,4,75.0,112.5
T.J. McConnell,IND,26,459,9,3,14,21.4,3,12,25.0,32.1
T.J. Warren,BKN,5,85,5,2,6,33.3,1,4,25.0,41.7
Taj Gibson,WAS,17,122,11,4,15,26.7,3,10,30.0,36.7
Talen Horton-Tucker,UTA,28,470,27,9,47,19.1,9,46,19.6,28.7
Tari Eason,HOU,28,519,57,19,54,35.2,19,52,36.5,52.8
Taurean Prince,MIN,18,352,59,20,44,45.5,19,43,44.2,67.0
Terance Mann,LAC,30,657,48,16,44,36.4,16,44,36.4,54.5
Terence Davis,SAC,23,312,75,25,67,37.3,25,67,37.3,56.0
Terrence Ross,ORL,26,617,93,31,83,37.3,31,78,39.7,56.0
Terry Rozier,CHA,20,746,88,30,81,37.0,28,79,35.4,54.3
Terry Taylor,IND,16,128,6,2,10,20.0,2,10,20.0,30.0
Thaddeus Young,TOR,25,434,14,5,22,22.7,4,18,22.2,31.8
Thanasis Antetokounmpo,MIL,14,63,0,0,1,0.0,0,1,0.0,0.0
Theo Maledon,CHA,26,438,35,12,21,57.1,11,20,55.0,83.3
Theo Pinson,DAL,9,30,0,0,4,0.0,0,4,0.0,0.0
Thomas Bryant,LAL,13,188,15,6,15,40.0,3,10,30.0,50.0
Tim Hardaway Jr.,DAL,27,690,183,62,170,36.5,59,163,36.2,53.8
Tobias Harris,PHI,25,860,145,49,124,39.5,47,118,39.8,58.5
Tony Bradley,CHI,7,19,6,2,3,66.7,2,3,66.7,100
Torrey Craig,PHX,26,633,101,34,90,37.8,33,86,38.4,56.1
Trae Young,ATL,26,930,33,11,40,27.5,11,36,30.6,41.3
Tre Jones,SAS,27,819,59,20,52,38.5,19,51,37.3,56.7
Tre Mann,OKC,25,512,38,13,38,34.2,12,37,32.4,50.0
Trendon Watford,POR,19,325,12,4,12,33.3,4,10,40.0,50.0
Trent Forrest,ATL,12,167,0,0,1,0.0,0,1,0.0,0.0
Trevelin Queen,IND,2,20,0,0,1,0.0,0,1,0.0,0.0
Trevor Hudgins,HOU,1,4,3,1,1,100,1,1,100,150.0
Trevor Keels,NYK,1,1,0,0,1,0.0,0,1,0.0,0.0
Trey Lyles,SAC,22,304,69,23,66,34.8,23,66,34.8,52.3
Trey Murphy III,NOP,26,750,169,57,145,39.3,55,140,39.3,58.3
Troy Brown Jr.,LAL,24,586,55,19,64,29.7,17,60,28.3,43.0
Ty Jerome,GSW,13,187,21,7,18,38.9,7,18,38.9,58.3
TyTy Washington Jr.,HOU,3,21,0,0,1,0.0,0,1,0.0,0.0
Tyler Dorsey,DAL,2,7,3,1,2,50.0,1,2,50.0,75.0
Tyler Herro,MIA,22,765,92,32,85,37.6,28,80,35.0,54.1
Tyrese Haliburton,IND,27,903,57,19,55,34.5,19,55,34.5,51.8
Tyrese Martin,ATL,8,33,0,0,4,0.0,0,4,0.0,0.0
Tyrese Maxey,PHI,15,546,93,31,64,48.4,31,63,49.2,72.7
Tyus Jones,MEM,28,662,99,33,83,39.8,33,83,39.8,59.6
Udoka Azubuike,UTA,11,42,0,0,1,0.0,-,-,-,0.0
Udonis Haslem,MIA,5,36,2,1,5,20.0,0,1,0.0,20.0
Usman Garuba,HOU,26,389,21,7,12,58.3,7,12,58.3,87.5
Vernon Carey Jr.,WAS,3,5,0,0,1,0.0,-,-,-,0.0
Victor Oladipo,MIA,5,113,12,4,11,36.4,4,11,36.4,54.5
Vince Williams Jr.,MEM,6,40,3,1,8,12.5,1,8,12.5,18.8
Vit Krejci,ATL,13,95,9,3,13,23.1,3,13,23.1,34.6
Vlatko Cancar,DEN,18,206,39,13,32,40.6,13,32,40.6,60.9
Walker Kessler,UTA,28,483,0,0,0,-,-,-,-,-
Wendell Carter Jr.,ORL,15,493,50,17,55,30.9,16,48,33.3,45.5
Wendell Moore Jr.,MIN,11,78,3,1,8,12.5,1,8,12.5,18.8
Wenyen Gabriel,LAL,20,271,9,3,13,23.1,3,12,25.0,34.6
Wesley Matthews,MIL,20,298,45,15,45,33.3,15,45,33.3,50.0
Will Barton,WAS,27,618,76,26,62,41.9,24,56,42.9,61.3
Willy Hernangomez,NOP,12,106,3,1,6,16.7,1,5,20.0,25.0
Xavier Tillman,MEM,15,162,8,3,7,42.9,2,6,33.3,57.1
Yuta Watanabe,BKN,16,298,72,24,46,52.2,24,46,52.2,78.3
Zach Collins,SAS,17,351,45,17,47,36.2,11,34,32.4,47.9
Zach LaVine,CHI,23,793,104,35,89,39.3,34,85,40.0,58.4
Zeke Nnaji,DEN,19,183,9,3,14,21.4,3,14,21.4,32.1
Ziaire Williams,MEM,4,78,0,0,11,0.0,0,11,0.0,0.0
Zion Williamson,NOP,23,756,15,5,12,41.7,5,12,41.7,62.5
