Player,Team,GP,W,L,MIN,PTS,TOUCHES,Front CTTouches,Time OfPoss,Avg Sec PerTouch,Avg Drib PerTouch,PTS PerTouch,ElbowTouches,PostUps,PaintTouches,PTS PerElbow Touch,PTS PerPost Touch,PTS PerPaint Touch
Clint Capela,ATL,5,2,3,123,40,147,69,3,1.26,0.29,0.272,12,2,32,0.167,1.0,0.938
Cody Zeller,MIA,4,3,1,37,10,49,25,1,1.5,0.39,0.204,4,0,7,0.0,0.0,0.857
D'Angelo Russell,LAL,5,3,2,156,69,345,145,25,4.27,3.58,0.2,2,0,4,0.0,0.0,1.0
DaQuan Jeffries,NYK,1,1,0,4,0,2,1,0,2.02,2.5,0.0,0,0,0,0.0,0.0,0.0
Damion Lee,PHX,4,4,0,35,8,46,24,1,1.47,0.37,0.174,0,0,0,0.0,0.0,0.0
Danny Green,CLE,4,1,3,40,3,42,20,1,1.4,0.31,0.071,0,0,2,0.0,0.0,0.0
Danuel House Jr.,PHI,2,2,0,5,0,8,2,1,3.63,2.37,0.0,0,0,0,0.0,0.0,0.0
Darius Garland,CLE,5,1,4,189,103,353,129,31,5.24,4.8,0.292,2,0,3,0.0,0.0,0.667
David Duke Jr.,BKN,1,0,1,5,2,7,4,0,3.85,2.43,0.286,0,0,1,0.0,0.0,2.0
David Roddy,MEM,5,2,3,64,20,89,55,3,2.11,1.0,0.225,1,0,4,3.0,0.0,0.75
Davion Mitchell,SAC,5,2,3,120,44,164,77,10,3.6,3.34,0.268,2,0,3,0.0,0.0,0.667
Day'Ron Sharpe,BKN,2,0,2,20,6,35,17,1,1.95,1.0,0.171,4,0,6,0.0,0.0,1.0
De'Aaron Fox,SAC,5,2,3,196,150,425,138,35,4.9,4.53,0.353,4,0,3,1.0,0.0,0.0
De'Andre Hunter,ATL,5,2,3,186,80,220,139,8,2.09,1.19,0.364,4,0,5,1.25,0.0,1.2
De'Anthony Melton,PHI,4,4,0,101,43,165,89,8,2.88,1.84,0.261,3,0,7,0.667,0.0,0.571
DeAndre Jordan,DEN,3,2,1,10,5,12,7,0,1.05,0.09,0.417,2,0,4,0.5,0.0,1.25
Dean Wade,CLE,2,0,2,11,2,16,7,0,1.55,0.69,0.125,0,0,0,0.0,0.0,0.0
Deandre Ayton,PHX,5,4,1,172,80,277,126,7,1.48,0.34,0.289,30,3,62,0.7,0.667,0.839
Dejounte Murray,ATL,4,1,3,153,101,291,110,25,5.11,4.79,0.347,1,0,5,0.0,0.0,1.2
Dennis Schroder,LAL,5,3,2,109,26,177,70,15,4.96,3.93,0.147,0,0,1,0.0,0.0,0.0
Derrick Rose,NYK,1,1,0,3,0,9,4,1,3.75,3.11,0.0,0,0,0,0.0,0.0,0.0
Derrick White,BOS,5,3,2,165,97,262,91,18,4.19,3.39,0.37,4,0,8,1.0,0.0,1.0
Desmond Bane,MEM,5,2,3,194,126,377,190,23,3.69,2.63,0.334,5,0,8,1.2,0.0,1.25
Devin Booker,PHX,5,4,1,216,186,361,161,36,5.97,5.08,0.515,3,0,7,1.667,0.0,0.429
Dillon Brooks,MEM,5,2,3,141,53,192,118,7,2.07,1.04,0.276,2,0,3,0.0,0.0,0.0
Domantas Sabonis,SAC,5,2,3,183,86,383,205,16,2.45,1.56,0.225,46,17,53,0.413,0.588,0.717
Donovan Mitchell,CLE,5,1,4,207,116,347,144,32,5.5,5.03,0.334,8,0,1,0.5,0.0,1.0
Donte DiVincenzo,GSW,5,3,2,93,21,194,89,10,3.13,2.44,0.108,1,0,2,2.0,0.0,0.0
Dorian Finney-Smith,BKN,4,0,4,101,25,115,64,3,1.57,0.56,0.217,2,0,7,0.0,0.0,0.0
Draymond Green,GSW,4,2,2,128,45,315,175,11,2.07,0.99,0.143,13,2,16,0.308,0.0,0.625
Duncan Robinson,MIA,5,4,1,101,49,113,65,4,2.19,1.13,0.434,1,0,2,0.0,0.0,1.0
Edmond Sumner,BKN,1,0,1,4,0,8,1,1,4.55,4.5,0.0,0,0,0,0.0,0.0,0.0
Eric Gordon,LAC,5,1,4,149,51,176,100,8,2.62,1.87,0.29,0,0,2,0.0,0.0,2.0
Evan Mobley,CLE,5,1,4,188,49,309,157,9,1.82,0.56,0.159,20,4,39,0.25,0.5,0.744
Furkan Korkmaz,PHI,1,1,0,2,0,1,1,0,1.8,0.0,0.0,0,0,0,0.0,0.0,0.0
Gabe Vincent,MIA,5,4,1,143,65,236,67,20,5.08,4.61,0.275,0,0,2,0.0,0.0,0.5
Gary Payton II,GSW,4,2,2,70,31,92,49,2,1.42,0.41,0.337,2,0,16,2.0,0.0,1.063
Georges Niang,PHI,4,4,0,62,17,66,32,2,1.55,0.52,0.258,0,0,0,0.0,0.0,0.0
Giannis Antetokounmpo,MIL,3,0,3,91,70,205,83,14,4.17,3.14,0.341,5,16,20,0.0,0.5,1.05
Goran Dragic,MIL,2,1,1,7,4,11,5,1,4.35,2.73,0.364,0,0,0,0.0,0.0,0.0
Grant Williams,BOS,2,1,1,19,14,19,8,1,1.51,0.37,0.737,0,0,2,0.0,0.0,1.0
Grayson Allen,MIL,5,1,4,149,58,182,106,6,1.95,1.04,0.319,2,0,5,0.0,0.0,0.8
Harrison Barnes,SAC,5,2,3,168,65,188,110,7,2.15,1.01,0.346,0,5,11,0.0,1.2,0.818
Haywood Highsmith,MIA,4,3,1,34,11,38,18,2,2.9,2.16,0.289,4,1,4,1.0,0.0,0.5
Immanuel Quickley,NYK,5,4,1,119,45,173,80,11,3.76,3.16,0.26,0,0,0,0.0,0.0,0.0
Isaac Okoro,CLE,5,1,4,75,32,85,57,2,1.69,0.7,0.376,3,0,7,0.667,0.0,0.571
Isaiah Hartenstein,NYK,5,4,1,99,21,139,73,4,1.81,0.67,0.151,9,1,23,0.889,0.0,0.609
Ish Smith,DEN,1,1,0,4,0,9,4,1,3.71,2.89,0.0,0,0,0,0.0,0.0,0.0
Ish Wainright,PHX,2,1,1,7,0,3,2,0,0.83,0.0,0.0,0,0,0,0.0,0.0,0.0
Ivica Zubac,LAC,5,1,4,130,46,224,88,6,1.56,0.42,0.205,13,13,41,0.308,1.077,0.78
Ja Morant,MEM,4,1,3,153,113,321,112,31,5.86,5.11,0.352,5,0,9,0.0,0.0,0.778
JaMychal Green,GSW,2,1,1,11,0,12,5,0,1.27,0.5,0.0,1,0,1,0.0,0.0,0.0
Jaden Springer,PHI,1,1,0,2,0,2,1,0,2.02,0.5,0.0,0,0,0,0.0,0.0,0.0
Jae Crowder,MIL,4,1,3,41,7,71,38,2,1.43,0.4,0.099,0,0,1,0.0,0.0,0.0
Jalen Brunson,NYK,5,4,1,188,120,403,122,51,7.53,7.06,0.298,1,7,2,0.0,0.571,0.0
Jalen Johnson,ATL,5,2,3,51,21,98,52,3,1.79,0.83,0.214,6,0,4,0.333,0.0,0.0
Jalen McDaniels,PHI,4,4,0,66,13,58,30,2,1.63,0.89,0.224,2,0,6,0.0,0.0,1.0
Jamal Murray,DEN,5,4,1,192,136,425,210,36,5.02,4.54,0.32,5,9,7,0.4,0.444,0.857
James Harden,PHI,4,4,0,144,69,334,151,31,5.5,4.54,0.207,2,0,3,0.0,0.0,0.667
Jaren Jackson Jr.,MEM,5,2,3,189,94,256,150,9,2.15,1.1,0.367,18,24,38,0.778,0.875,0.895
Jarred Vanderbilt,LAL,5,3,2,104,34,111,60,3,1.44,0.82,0.306,6,0,16,0.5,0.0,0.875
Jarrett Allen,CLE,5,1,4,191,47,168,96,4,1.55,0.35,0.28,18,0,40,0.444,0.0,0.95
Jason Preston,LAC,1,0,1,1,0,1,1,0,2.6,2.0,0.0,0,0,0,0.0,0.0,0.0
Jaylen Brown,BOS,5,3,2,187,128,271,144,17,3.86,3.27,0.472,6,2,15,0.667,1.0,1.0
Jaylen Nowell,MIN,5,1,4,62,16,105,61,5,2.76,2.05,0.152,0,0,4,0.0,0.0,0.0
Jayson Tatum,BOS,5,3,2,197,133,363,181,23,3.82,2.71,0.366,8,3,15,0.5,0.667,0.933
Jeff Green,DEN,5,4,1,113,19,115,76,3,1.63,0.6,0.165,6,0,9,0.5,0.0,0.667
Jevon Carter,MIL,4,1,3,49,5,80,25,5,3.66,3.08,0.063,0,0,0,0.0,0.0,0.0
Jimmy Butler,MIA,5,4,1,186,188,375,206,28,4.43,3.24,0.501,11,9,26,0.727,0.667,0.808
Jock Landale,PHX,1,0,1,8,4,13,9,0,1.34,0.15,0.308,2,0,4,1.0,0.0,0.75
Joe Harris,BKN,4,0,4,44,7,53,37,1,1.39,0.81,0.132,0,0,0,0.0,0.0,0.0
Joe Ingles,MIL,5,1,4,89,34,128,87,5,2.29,1.22,0.266,1,0,1,0.0,0.0,0.0
Joel Embiid,PHI,3,3,0,108,60,206,142,9,2.64,1.36,0.291,10,9,12,1.0,0.556,1.167
John Collins,ATL,5,2,3,135,52,170,89,4,1.53,0.48,0.306,3,5,12,0.0,1.2,1.167
John Konchar,MEM,4,2,2,34,2,51,21,2,2.09,0.88,0.039,1,0,4,0.0,0.0,0.5
Jonathan Kuminga,GSW,4,2,2,30,14,54,30,2,2.3,1.61,0.259,2,1,3,1.0,0.0,1.667
Jordan McLaughlin,MIN,2,1,1,14,0,24,9,2,3.91,3.33,0.0,0,0,0,0.0,0.0,0.0
Jordan Poole,GSW,5,3,2,115,69,252,111,17,4.09,3.48,0.274,3,0,5,0.667,0.0,1.2
Josh Hart,NYK,5,4,1,175,58,220,102,8,2.26,1.5,0.264,1,0,14,0.0,0.0,1.0
Josh Minott,MIN,1,0,1,6,0,6,3,0,2.55,1.83,0.0,2,0,1,0.0,0.0,0.0
Josh Okogie,PHX,5,4,1,100,30,101,62,3,1.6,0.87,0.297,5,0,18,0.0,0.0,0.611
Jrue Holiday,MIL,5,1,4,191,89,435,141,35,4.77,4.37,0.205,9,6,16,0.111,0.0,0.5
Julius Randle,NYK,5,4,1,143,72,244,167,13,3.19,2.07,0.295,4,9,12,1.0,0.111,0.667
Karl-Anthony Towns,MIN,5,1,4,180,91,307,203,11,2.16,0.83,0.296,7,22,10,0.714,0.5,1.3
Kawhi Leonard,LAC,2,1,1,80,69,134,76,12,5.3,4.45,0.515,11,5,9,1.182,0.4,0.444
Keegan Murray,SAC,5,2,3,121,43,114,72,4,1.86,0.99,0.377,3,0,9,0.667,0.0,0.667
Kenneth Lofton Jr.,MEM,3,2,1,2,2,4,4,0,1.83,0.5,0.5,0,0,0,0.0,0.0,0.0
Kentavious Caldwell-Pope,DEN,5,4,1,165,52,200,131,8,2.28,1.3,0.26,4,1,6,0.5,0.0,1.167
Kessler Edwards,SAC,4,1,3,4,0,2,2,0,2.7,1.0,0.0,0,0,0,0.0,0.0,0.0
Kevin Durant,PHX,5,4,1,219,142,364,175,22,3.62,2.63,0.39,16,5,11,0.75,0.0,1.091
Kevin Huerter,SAC,5,2,3,125,45,160,102,6,2.18,1.39,0.281,5,0,2,0.8,0.0,1.0
Kevin Love,MIA,5,4,1,109,49,200,88,5,1.56,0.36,0.245,0,2,4,0.0,0.0,1.0
Kevon Looney,GSW,5,3,2,153,30,274,152,6,1.41,0.43,0.109,26,0,35,0.154,0.0,0.4
Khris Middleton,MIL,5,1,4,173,119,354,189,23,3.85,3.04,0.336,3,10,7,1.0,0.6,1.143
Klay Thompson,GSW,5,3,2,181,106,254,192,11,2.68,1.85,0.417,2,2,2,0.0,0.0,2.0
Kyle Anderson,MIN,4,1,3,104,34,210,109,9,2.6,1.67,0.162,10,1,10,0.4,0.0,0.8
Kyle Lowry,MIA,5,4,1,106,38,206,79,15,4.3,3.28,0.184,0,0,1,0.0,0.0,0.0
Lamar Stevens,CLE,2,0,2,9,5,15,5,1,2.81,1.6,0.333,0,0,0,0.0,0.0,0.0
Landry Shamet,PHX,5,4,1,55,7,58,25,2,2.35,1.6,0.121,1,0,0,2.0,0.0,0.0
LeBron James,LAL,5,3,2,191,111,359,181,24,3.98,2.9,0.309,7,9,23,1.143,0.889,1.391
Lonnie Walker IV,LAL,3,1,2,6,0,5,3,0,3.51,3.4,0.0,0,0,0,0.0,0.0,0.0
Luke Kennard,MEM,5,2,3,107,36,113,69,5,2.5,1.59,0.319,4,0,3,1.0,0.0,1.333
Luke Kornet,BOS,1,1,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Malcolm Brogdon,BOS,5,3,2,126,63,194,70,15,4.7,4.78,0.325,2,0,7,0.0,0.0,0.857
Malik Beasley,LAL,5,3,2,57,16,49,31,1,1.45,0.74,0.327,0,0,2,0.0,0.0,1.0
Malik Monk,SAC,5,2,3,142,91,238,105,16,3.96,3.47,0.382,2,0,2,0.0,0.0,0.5
MarJon Beauchamp,MIL,2,1,1,5,5,7,6,0,2.95,2.29,0.714,1,0,0,0.0,0.0,0.0
Marcus Morris Sr.,LAC,3,0,3,68,26,80,50,3,2.27,1.32,0.325,1,5,3,0.0,0.8,1.333
Marcus Smart,BOS,5,3,2,153,78,275,110,19,4.14,3.46,0.284,4,2,7,1.0,1.0,0.571
Mason Plumlee,LAC,5,1,4,91,41,111,57,4,2.02,0.84,0.369,5,1,32,0.2,0.0,0.938
Max Christie,LAL,3,1,2,3,0,2,2,0,1.84,1.0,0.0,0,0,0,0.0,0.0,0.0
Max Strus,MIA,5,4,1,148,32,160,71,5,1.92,0.89,0.2,1,0,2,0.0,0.0,0.0
Meyers Leonard,MIL,2,1,1,5,0,6,3,0,2.04,0.5,0.0,0,0,2,0.0,0.0,0.0
Michael Porter Jr.,DEN,5,4,1,180,82,213,118,7,1.84,0.87,0.385,5,1,8,0.4,0.0,0.75
Mikal Bridges,BKN,4,0,4,157,94,253,157,14,3.26,2.83,0.372,3,0,5,0.0,0.0,0.8
Mike Conley,MIN,5,1,4,183,60,400,168,31,4.6,4.15,0.15,1,0,0,0.0,0.0,0.0
Mike Muscala,BOS,1,1,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Miles McBride,NYK,4,3,1,12,3,13,6,1,3.19,2.77,0.231,0,0,0,0.0,0.0,0.0
Mitchell Robinson,NYK,5,4,1,141,40,145,78,3,1.29,0.36,0.276,3,0,42,0.667,0.0,0.905
Mo Bamba,LAL,2,1,1,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Montrezl Harrell,PHI,2,2,0,7,0,10,9,1,2.96,2.1,0.0,0,3,1,0.0,0.0,0.0
Moses Moody,GSW,4,3,1,34,22,34,23,1,1.61,0.7,0.647,0,0,3,0.0,0.0,2.0
Nathan Knight,MIN,2,0,2,5,2,9,8,0,2.83,1.33,0.222,0,1,1,0.0,0.0,0.0
Nic Claxton,BKN,4,0,4,117,42,128,69,3,1.61,0.61,0.328,6,0,28,0.667,0.0,1.179
Nickeil Alexander-Walker,MIN,5,1,4,148,42,188,102,8,2.41,1.53,0.223,0,0,2,0.0,0.0,0.0
Nicolas Batum,LAC,5,1,4,92,22,103,54,2,1.1,0.35,0.214,1,0,1,2.0,0.0,2.0
Nikola Jokic,DEN,5,4,1,185,131,549,290,27,2.91,1.5,0.239,43,35,42,0.419,0.629,1.0
Norman Powell,LAC,5,1,4,167,109,194,114,11,3.52,3.2,0.562,3,0,4,0.667,0.0,1.0
Obi Toppin,NYK,5,4,1,86,41,134,70,4,1.59,0.7,0.306,2,0,9,1.0,0.0,1.444
Omer Yurtseven,MIA,1,1,0,3,0,3,2,0,1.23,0.33,0.0,0,0,0,0.0,0.0,0.0
Onyeka Okongwu,ATL,5,2,3,112,30,117,61,3,1.43,0.41,0.256,8,3,27,0.5,0.667,0.852
P.J. Tucker,PHI,4,4,0,106,12,113,65,3,1.34,0.54,0.106,2,0,13,0.0,0.0,0.154
PJ Dozier,SAC,1,0,1,3,3,11,6,0,2.12,1.27,0.273,0,0,1,0.0,0.0,0.0
Pat Connaughton,MIL,4,1,3,88,48,122,69,3,1.26,0.45,0.393,1,0,5,0.0,0.0,0.4
Patrick Baldwin Jr.,GSW,1,1,0,3,0,2,1,0,1.24,0.5,0.0,0,0,0,0.0,0.0,0.0
Patty Mills,BKN,1,0,1,5,0,5,5,0,1.51,0.0,0.0,0,0,0,0.0,0.0,0.0
Paul Reed,PHI,4,4,0,66,29,66,39,2,1.6,0.61,0.439,4,0,30,1.5,0.0,0.833
Payton Pritchard,BOS,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Peyton Watson,DEN,1,1,0,4,0,8,6,0,1.53,0.25,0.0,0,0,0,0.0,0.0,0.0
Quentin Grimes,NYK,3,2,1,62,11,56,34,2,1.97,1.3,0.196,0,0,0,0.0,0.0,0.0
RJ Barrett,NYK,5,4,1,169,87,236,149,12,3.01,2.32,0.369,2,2,5,0.0,0.0,0.8
Raul Neto,CLE,2,1,1,7,1,12,4,1,4.01,3.84,0.083,0,0,0,0.0,0.0,0.0
Reggie Jackson,DEN,1,1,0,4,0,5,3,1,6.71,5.8,0.0,0,0,0,0.0,0.0,0.0
Ricky Rubio,CLE,3,0,3,17,0,36,14,3,4.83,4.44,0.0,0,0,1,0.0,0.0,0.0
Robert Covington,LAC,2,0,2,12,0,20,6,1,1.56,0.55,0.0,1,0,1,0.0,0.0,0.0
Robert Williams III,BOS,5,3,2,120,47,154,69,4,1.46,0.2,0.305,2,1,34,0.0,0.0,1.235
Robin Lopez,CLE,2,1,1,6,8,6,6,0,2.81,2.0,1.333,1,1,3,2.0,2.0,2.0
Royce O'Neale,BKN,4,0,4,118,20,237,106,8,2.0,1.29,0.084,1,0,2,0.0,0.0,1.0
Rudy Gobert,MIN,5,1,4,177,75,229,126,5,1.38,0.34,0.328,23,5,54,0.522,0.4,1.093
Rui Hachimura,LAL,5,3,2,131,81,166,95,6,2.04,0.99,0.488,7,8,12,1.143,0.25,1.167
Russell Westbrook,LAC,5,1,4,192,118,434,154,38,5.23,4.78,0.272,5,9,12,0.4,0.778,0.833
Saddiq Bey,ATL,5,2,3,110,38,106,59,3,1.88,0.88,0.358,1,0,4,0.0,0.0,0.25
Sam Hauser,BOS,5,3,2,59,14,56,25,1,1.2,0.23,0.25,1,0,1,0.0,0.0,0.0
Santi Aldama,MEM,5,2,3,71,23,108,55,3,1.83,0.78,0.213,3,0,6,0.0,0.0,1.0
Seth Curry,BKN,3,0,3,58,25,73,50,4,2.86,2.2,0.342,0,0,0,0.0,0.0,0.0
Shake Milton,PHI,2,2,0,7,4,9,4,1,6.03,4.56,0.444,0,0,0,0.0,0.0,0.0
Shaquille Harrison,LAL,3,1,2,3,0,10,3,1,6.28,5.1,0.0,0,0,0,0.0,0.0,0.0
Spencer Dinwiddie,BKN,4,0,4,159,66,345,122,32,5.48,5.0,0.191,0,2,1,0.0,0.0,1.0
Stephen Curry,GSW,5,3,2,200,157,449,167,36,4.84,4.82,0.35,3,0,4,0.667,0.0,1.0
T.J. Warren,PHX,2,2,0,6,0,2,2,0,2.4,1.5,0.0,0,0,0,0.0,0.0,0.0
Taurean Prince,MIN,5,1,4,100,39,115,79,4,2.04,1.09,0.339,1,1,6,2.0,2.0,0.833
Terance Mann,LAC,5,1,4,133,53,171,84,7,2.43,1.75,0.31,4,0,11,1.0,0.0,0.727
Terence Davis,SAC,2,1,1,13,3,18,10,1,1.76,1.33,0.167,0,0,0,0.0,0.0,0.0
Terrence Ross,PHX,1,0,1,4,0,3,1,0,1.39,1.0,0.0,0,0,0,0.0,0.0,0.0
Thanasis Antetokounmpo,MIL,2,1,1,5,0,5,2,0,2.61,1.8,0.0,0,0,0,0.0,0.0,0.0
Tobias Harris,PHI,4,4,0,135,81,203,120,10,3.08,2.13,0.399,2,14,16,3.0,1.286,1.063
Torrey Craig,PHX,5,4,1,127,62,159,84,4,1.43,0.55,0.39,10,0,11,0.9,0.0,0.909
Trae Young,ATL,5,2,3,190,145,449,138,45,5.98,5.56,0.323,0,0,4,0.0,0.0,1.5
Trey Lyles,SAC,5,2,3,70,28,105,55,2,1.36,0.49,0.267,0,0,7,0.0,0.0,0.857
Troy Brown Jr.,LAL,5,3,2,79,11,72,39,3,2.06,1.15,0.153,2,0,2,0.0,0.0,2.0
Tyler Herro,MIA,1,1,0,19,12,23,11,1,3.78,3.17,0.522,0,0,0,0.0,0.0,0.0
Tyrese Maxey,PHI,4,4,0,148,87,305,141,23,4.56,3.91,0.285,1,0,3,0.0,0.0,0.667
Tyus Jones,MEM,5,2,3,102,24,226,85,19,5.12,4.36,0.106,0,0,1,0.0,0.0,0.0
Udonis Haslem,MIA,1,1,0,2,0,3,2,0,0.92,0.0,0.0,0,0,0,0.0,0.0,0.0
Victor Oladipo,MIA,2,1,1,45,23,57,25,3,3.4,2.96,0.404,1,0,1,0.0,0.0,2.0
Vlatko Cancar,DEN,1,1,0,2,0,6,5,1,4.61,0.33,0.0,1,0,1,0.0,0.0,0.0
Wendell Moore Jr.,MIN,1,0,1,2,0,1,1,0,3.64,4.0,0.0,0,0,0,0.0,0.0,0.0
Wenyen Gabriel,LAL,4,2,2,10,3,14,7,0,1.1,0.43,0.214,0,0,5,0.0,0.0,0.6
Wesley Matthews,MIL,2,0,2,41,12,34,23,1,1.52,0.5,0.353,0,0,1,0.0,0.0,0.0
Xavier Tillman,MEM,5,2,3,166,50,224,117,6,1.55,0.46,0.223,30,1,36,0.6,2.0,0.944
Yuta Watanabe,BKN,1,0,1,5,3,10,4,0,1.05,0.1,0.3,0,0,0,0.0,0.0,0.0
Zeke Nnaji,DEN,1,1,0,4,5,9,7,0,1.44,0.44,0.556,1,0,2,0.0,0.0,1.0
Ziaire Williams,MEM,3,2,1,2,0,6,3,1,5.91,4.83,0.0,0,0,0,0.0,0.0,0.0
