Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
13T,Luke Ridnour,23,SEA,1,14,615,0.023,82,31.4,10.0,2.5,5.9,1.1,0.3,0.405,0.376,0.883,5.4,0.1,2005,mip
15,Gilbert Arenas,23,WAS,1,13,615,0.021,80,40.9,25.5,4.7,5.1,1.7,0.3,0.431,0.365,0.814,11.5,0.169,2005,mip
16,Kirk Hinrich,24,CHI,1,12,615,0.02,77,36.4,15.7,3.9,6.4,1.6,0.3,0.397,0.355,0.792,7.2,0.124,2005,mip
17,Kyle Korver,23,PHI,0,9,615,0.015,82,32.5,11.5,4.6,2.2,1.3,0.4,0.418,0.405,0.854,6.6,0.119,2005,mip
18,Tyson Chandler,22,CHI,0,8,615,0.013,80,27.4,8.0,9.7,0.8,0.9,1.8,0.494,0.0,0.673,8.3,0.183,2005,mip
19,Josh Howard,24,DAL,1,7,615,0.011,76,32.2,12.6,6.4,1.4,1.5,0.6,0.475,0.296,0.733,6.4,0.126,2005,mip
20T,Vince Carter,28,TOT,1,6,615,0.01,77,36.7,24.5,5.2,4.2,1.4,0.6,0.452,0.406,0.798,9.4,0.159,2005,mip
20T,Joe Johnson,23,PHO,0,6,615,0.01,82,39.5,17.1,5.1,3.5,1.0,0.3,0.461,0.478,0.75,7.6,0.112,2005,mip
22T,Shawn Marion,26,PHO,1,5,615,0.008,81,38.8,19.4,11.3,1.9,2.0,1.5,0.476,0.334,0.833,12.5,0.191,2005,mip
22T,Dirk Nowitzki,26,DAL,1,5,615,0.008,78,38.7,26.1,9.7,3.1,1.2,1.5,0.459,0.399,0.869,15.6,0.248,2005,mip
22T,Shaquille O'Neal,32,MIA,1,5,615,0.008,73,34.1,22.9,10.4,2.7,0.5,2.3,0.601,,0.461,11.0,0.211,2005,mip
22T,Eddy Curry,22,CHI,0,5,615,0.008,63,28.7,16.1,5.4,0.6,0.3,0.9,0.538,,0.72,4.3,0.115,2005,mip
26T,Reggie Evans,24,SEA,0,3,615,0.005,79,23.8,4.9,9.3,0.7,0.7,0.2,0.476,0.0,0.534,3.8,0.096,2005,mip
26T,Fred Jones,25,IND,0,3,615,0.005,77,29.5,10.6,3.1,2.5,0.8,0.4,0.425,0.38,0.85,4.8,0.102,2005,mip
26T,Brevin Knight,29,CHA,0,3,615,0.005,66,29.5,10.1,2.6,9.0,2.0,0.1,0.422,0.15,0.852,4.5,0.11,2005,mip
26T,Jason Richardson,24,GSW,0,3,615,0.005,72,37.8,21.7,5.9,3.9,1.5,0.4,0.446,0.338,0.693,5.7,0.1,2005,mip
26T,Gerald Wallace,22,CHA,0,3,615,0.005,70,30.7,11.1,5.5,2.0,1.7,1.3,0.449,0.274,0.661,2.4,0.055,2005,mip
31,Drew Gooden,23,CLE,0,2,615,0.003,82,30.8,14.4,9.2,1.6,0.9,0.9,0.492,0.179,0.81,8.5,0.163,2005,mip
32T,Ricky Davis,25,BOS,0,1,615,0.002,82,32.9,16.0,3.0,3.0,1.1,0.3,0.462,0.339,0.815,4.2,0.074,2005,mip
32T,Anthony Johnson,30,IND,0,1,615,0.002,63,27.7,8.4,2.8,4.8,0.9,0.2,0.445,0.38,0.752,4.0,0.11,2005,mip
32T,Rashard Lewis,25,SEA,0,1,615,0.002,71,38.0,20.5,5.5,1.3,1.1,0.9,0.462,0.4,0.777,8.4,0.15,2005,mip
32T,Tony Parker,22,SAS,0,1,615,0.002,80,34.2,16.6,3.7,6.1,1.2,0.1,0.482,0.276,0.65,8.1,0.141,2005,mip
32T,Mickaël Piétrus,22,GSW,0,1,615,0.002,67,20.0,9.5,2.8,1.2,0.7,0.3,0.427,0.344,0.698,2.1,0.075,2005,mip
