Name,EntityId,TeamId,TeamAbbreviation,GamesPlayed,OffPoss,DefPoss,Minutes,FtPoints,FTA,AtRimFGA,AtRimFGM,AtRimAccuracy,ShortMidRangeFGA,ShortMidRangeFGM,ShortMidRangeAccuracy,ShortMidRangeFrequency,LongMidRangeFGM,LongMidRangeFGA,FG2A,FG2M,FG3A,NonHeaveFg3Pct,NonHeaveArc3FGA,HeaveAttempts,Corner3FGA,Corner3FGM,NonHeaveFg3Pct,NonHeaveArc3FGM,TsPct,Points,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShotQualityAvg,year
Ervin Johnson,911,1610612749,MIL,18,1047.0,1051.0,582.0,20.0,32.0,43.0,26.0,0.6046511627906976,24.0,13.0,0.5416666666666666,0.3529411764705882,,1.0,68.0,39.0,,,,,,,,,0.5903614457831325,98.0,0.5735294117647058,0.5483870967741935,0.5,0.5694444444444444,0.5526315789473685,0.505051724137931,0.5024583333333333,0.4778132352941177,2001
Rick Fox,296,1610612747,LAL,16,1115.0,1112.0,575.0,26.0,30.0,46.0,32.0,0.6956521739130435,13.0,5.0,0.3846153846153846,0.1007751937984496,3.0,13.0,72.0,40.0,57.0,0.3214285714285714,38.0,1.0,18.0,7.0,0.3214285714285714,11.0,0.5594405594405595,160.0,0.5193798449612403,0.5666666666666667,0.5408163265306123,0.5666666666666667,0.5789473684210527,0.50165,0.5154479591836735,0.539882421875,2001
Derek Fisher,965,1610612747,LAL,16,1105.0,1101.0,573.0,26.0,34.0,21.0,11.0,0.5238095238095238,21.0,5.0,0.238095238095238,0.1320754716981132,26.0,49.0,91.0,42.0,68.0,0.5147058823529411,59.0,,9.0,8.0,0.5147058823529411,27.0,0.6149425287356322,215.0,0.5943396226415094,0.7,0.54,0.7272727272727273,0.5803571428571429,0.5305214285714286,0.4901709999999999,0.4849107594936708,2001
Vince Carter,1713,1610612761,TOR,12,977.0,976.0,541.0,58.0,74.0,82.0,47.0,0.573170731707317,65.0,28.0,0.4307692307692308,0.2321428571428571,22.0,72.0,219.0,97.0,61.0,0.4098360655737705,51.0,,10.0,6.0,0.4098360655737705,19.0,0.5240384615384616,327.0,0.4803571428571428,0.5384615384615384,0.3782051282051282,0.5932203389830508,0.4569892473118279,0.5132804347826088,0.4445980769230769,0.4675105357142857,2001
Tim Duncan,1495,1610612759,SAS,13,984.0,982.0,525.0,76.0,119.0,103.0,66.0,0.6407766990291263,91.0,35.0,0.3846153846153846,0.3699186991869919,18.0,51.0,245.0,119.0,1.0,1.0,1.0,,,,1.0,1.0,0.5283333333333333,317.0,0.4898373983739837,0.5227272727272727,0.5178571428571429,0.5416666666666666,0.5590909090909091,0.5359666666666666,0.5058892857142857,0.4881247967479675,2001
Alvin Williams,1541,1610612761,TOR,12,882.0,886.0,485.0,17.0,25.0,16.0,9.0,0.5625,29.0,14.0,0.4827586206896552,0.18125,36.0,87.0,132.0,59.0,28.0,0.3571428571428571,24.0,,4.0,1.0,0.3571428571428571,9.0,0.4824561403508772,165.0,0.4625,0.46875,0.4078947368421052,0.46875,0.4680851063829787,0.3988035714285714,0.4080657894736842,0.4288934375,2001
Antonio Davis,213,1610612761,TOR,12,880.0,874.0,484.0,43.0,53.0,61.0,32.0,0.5245901639344263,49.0,22.0,0.4489795918367347,0.3181818181818182,23.0,44.0,154.0,77.0,,,,,,,,,0.5533707865168539,197.0,0.5,0.5217391304347826,0.5666666666666667,0.56,0.6538461538461539,0.4971571428571429,0.4259466666666666,0.4480194805194805,2001
Tim Thomas,1501,1610612749,MIL,18,887.0,889.0,477.0,53.0,65.0,38.0,26.0,0.6842105263157895,35.0,12.0,0.3428571428571428,0.2447552447552447,4.0,19.0,92.0,42.0,51.0,0.4313725490196078,33.0,,18.0,8.0,0.4313725490196078,14.0,0.5833333333333334,203.0,0.5244755244755245,0.5384615384615384,0.5416666666666666,0.6470588235294118,0.6129032258064516,0.5478799999999999,0.4810197916666667,0.4796674825174825,2001
Jumaine Jones,1908,1610612755,PHI,23,804.0,816.0,445.0,15.0,21.0,39.0,30.0,0.7692307692307693,26.0,8.0,0.3076923076923077,0.208,6.0,28.0,93.0,44.0,32.0,0.2580645161290322,19.0,1.0,12.0,4.0,0.2580645161290322,4.0,0.4703703703703704,127.0,0.448,0.5192307692307693,0.3809523809523809,0.5645161290322581,0.48,0.49373,0.47098,0.4838173387096774,2001
Michael Finley,714,1610612742,DAL,10,804.0,799.0,434.0,36.0,44.0,43.0,19.0,0.4418604651162791,38.0,12.0,0.3157894736842105,0.19,24.0,72.0,153.0,55.0,47.0,0.3617021276595745,40.0,,7.0,2.0,0.3617021276595745,15.0,0.4497716894977169,197.0,0.4025,0.3863636363636363,0.396551724137931,0.4375,0.5,0.4735944444444444,0.4148870689655172,0.47008125,2001
Horace Grant,270,1610612747,LAL,16,829.0,830.0,425.0,22.0,30.0,45.0,20.0,0.4444444444444444,15.0,6.0,0.4,0.15625,11.0,36.0,96.0,37.0,,,,,,,,,0.4324324324324324,96.0,0.3854166666666667,0.375,0.4761904761904761,0.4310344827586206,0.5370370370370371,0.5150333333333333,0.477,0.474521875,2001
Jamal Mashburn,469,1610612766,CHH,10,792.0,791.0,421.0,74.0,88.0,57.0,23.0,0.4035087719298245,51.0,21.0,0.4117647058823529,0.2451923076923076,33.0,79.0,187.0,77.0,21.0,0.3333333333333333,17.0,,4.0,1.0,0.3333333333333333,6.0,0.4979919678714859,249.0,0.4206730769230769,0.3571428571428571,0.4347826086956521,0.3793103448275862,0.53125,0.4596259259259259,0.4342673913043478,0.4322182692307692,2001
David Robinson,764,1610612759,SAS,13,757.0,766.0,408.0,66.0,95.0,81.0,46.0,0.5679012345679012,37.0,17.0,0.4594594594594595,0.2327044025157232,12.0,40.0,158.0,75.0,1.0,,,1.0,,,,,0.5294117647058824,216.0,0.4716981132075472,0.6363636363636364,0.6176470588235294,0.6904761904761905,0.7,0.5789230769230769,0.5405909090909091,0.5159221518987341,2001
Antonio Daniels,1498,1610612759,SAS,13,762.0,757.0,406.0,33.0,35.0,30.0,22.0,0.7333333333333333,22.0,14.0,0.6363636363636364,0.1679389312977099,10.0,33.0,85.0,46.0,46.0,0.3695652173913043,31.0,,15.0,12.0,0.3695652173913043,5.0,0.593103448275862,176.0,0.5458015267175572,0.45,0.4791666666666667,0.45,0.5535714285714286,0.47430625,0.5031127659574468,0.496655,2001
Dirk Nowitzki,1717,1610612742,DAL,10,736.0,732.0,399.0,83.0,94.0,35.0,22.0,0.6285714285714286,25.0,8.0,0.32,0.1533742331288343,26.0,57.0,117.0,56.0,46.0,0.2826086956521739,42.0,,4.0,2.0,0.2826086956521739,11.0,0.5689655172413793,234.0,0.4631901840490797,0.4523809523809524,0.5897435897435898,0.5416666666666666,0.6792452830188679,0.4950133333333333,0.4974089743589743,0.4869674846625766,2001
Baron Davis,1884,1610612766,CHH,10,746.0,739.0,398.0,40.0,56.0,45.0,28.0,0.6222222222222222,11.0,4.0,0.3636363636363636,0.089430894308943,7.0,17.0,73.0,39.0,50.0,0.4081632653061224,40.0,1.0,9.0,7.0,0.4081632653061224,13.0,0.6013513513513513,178.0,0.5609756097560976,0.9375,0.6020408163265306,0.9375,0.6532258064516129,0.56556875,0.4909404255319149,0.5127223140495868,2001
Charles Oakley,891,1610612761,TOR,12,715.0,715.0,393.0,14.0,17.0,8.0,4.0,0.5,4.0,1.0,0.25,0.037037037037037,39.0,88.0,100.0,44.0,8.0,0.375,6.0,,2.0,1.0,0.375,2.0,0.4741379310344827,111.0,0.449074074074074,0.3125,0.375,0.3888888888888889,0.4791666666666667,0.4504769230769231,0.415235,0.4143717592592593,2001
David Wesley,133,1610612766,CHH,10,725.0,725.0,392.0,31.0,41.0,32.0,24.0,0.75,10.0,2.0,0.2,0.0746268656716417,24.0,59.0,101.0,50.0,33.0,0.3939393939393939,27.0,,6.0,4.0,0.3939393939393939,9.0,0.5562913907284768,170.0,0.5186567164179104,0.75,0.6617647058823529,0.7727272727272727,0.6976744186046512,0.4323599999999999,0.4816794117647058,0.4826537313432836,2001
Juwan Howard,436,1610612742,DAL,10,710.0,709.0,389.0,36.0,45.0,38.0,19.0,0.5,71.0,23.0,0.323943661971831,0.5220588235294118,7.0,27.0,136.0,49.0,,,,,,,,,0.4267515923566879,134.0,0.3602941176470588,0.2857142857142857,0.53125,0.38,0.573170731707317,0.490565,0.415684375,0.4470205882352941,2001
P.J. Brown,136,1610612766,CHH,10,722.0,724.0,386.0,24.0,29.0,36.0,18.0,0.5,10.0,3.0,0.3,0.1492537313432835,7.0,21.0,67.0,28.0,,,,,,,,,0.5,80.0,0.417910447761194,0.55,0.3888888888888889,0.62,0.5,0.5292210526315789,0.4869111111111111,0.4917283582089552,2001
Robert Horry,109,1610612747,LAL,16,719.0,724.0,382.0,13.0,22.0,17.0,9.0,0.5294117647058824,11.0,3.0,0.2727272727272727,0.1264367816091954,3.0,12.0,40.0,15.0,47.0,0.3617021276595745,27.0,,20.0,9.0,0.3617021276595745,8.0,0.4795918367346938,94.0,0.4655172413793103,0.375,0.5277777777777778,0.375,0.5769230769230769,0.5147041666666666,0.4814222222222222,0.51175,2001
Chris Childs,164,1610612761,TOR,12,683.0,686.0,379.0,20.0,23.0,19.0,9.0,0.4736842105263157,7.0,3.0,0.4285714285714285,0.0777777777777777,10.0,28.0,54.0,22.0,36.0,0.4411764705882353,34.0,2.0,,,0.4411764705882353,15.0,0.5346534653465347,109.0,0.4944444444444444,0.4444444444444444,0.5357142857142857,0.5454545454545454,0.5882352941176471,0.4281833333333333,0.4604365384615384,0.4747738636363636,2001
Scott Williams,281,1610612749,MIL,17,703.0,703.0,378.0,16.0,28.0,36.0,21.0,0.5833333333333334,39.0,20.0,0.5128205128205128,0.325,18.0,45.0,120.0,59.0,,,,,,,,,0.5037593984962406,134.0,0.4916666666666666,0.5,0.6071428571428571,0.5166666666666667,0.6290322580645161,0.5070958333333333,0.4672392857142857,0.4488841666666667,2001
Steve Nash,959,1610612742,DAL,10,682.0,680.0,370.0,30.0,34.0,28.0,13.0,0.4642857142857143,20.0,7.0,0.35,0.1851851851851851,9.0,21.0,69.0,29.0,39.0,0.4102564102564102,39.0,,,,0.4102564102564102,16.0,0.5413223140495868,136.0,0.4907407407407407,0.4444444444444444,0.5,0.4444444444444444,0.6025641025641025,0.4305083333333333,0.4956758064516129,0.5022083333333334,2001
Chris Webber,185,1610612758,SAC,8,705.0,706.0,348.0,34.0,49.0,56.0,34.0,0.6071428571428571,62.0,17.0,0.2741935483870967,0.3163265306122449,25.0,77.0,195.0,76.0,1.0,,1.0,,,,,,0.4285714285714285,186.0,0.3877551020408163,0.4411764705882353,0.4666666666666667,0.5,0.5185185185185185,0.4707645161290322,0.4512155555555556,0.4366311224489796,2001
Danny Ferry,198,1610612759,SAS,13,634.0,632.0,335.0,,,,,,2.0,,,0.0294117647058823,6.0,20.0,22.0,6.0,46.0,0.4565217391304347,22.0,,24.0,13.0,0.4565217391304347,8.0,0.5514705882352942,75.0,0.5514705882352942,0.4,0.4583333333333333,0.4,0.4583333333333333,0.48699375,0.4684395833333333,0.5019455882352941,2001
Terry Porter,345,1610612759,SAS,13,616.0,623.0,326.0,17.0,22.0,17.0,11.0,0.6470588235294118,8.0,4.0,0.5,0.0930232558139534,11.0,22.0,47.0,26.0,39.0,0.3333333333333333,26.0,,13.0,2.0,0.3333333333333333,11.0,0.5578947368421052,108.0,0.5290697674418605,0.4375,0.4861111111111111,0.4375,0.5128205128205128,0.43083,0.5046611111111111,0.5195337209302326,2001
Peja Stojakovic,978,1610612758,SAC,8,629.0,633.0,308.0,60.0,62.0,34.0,23.0,0.6764705882352942,26.0,6.0,0.2307692307692307,0.203125,14.0,42.0,102.0,43.0,26.0,0.36,21.0,1.0,4.0,3.0,0.36,6.0,0.5474683544303798,173.0,0.44140625,0.4411764705882353,0.4888888888888889,0.5681818181818182,0.625,0.4761321428571428,0.4722,0.4691814960629921,2001
Doug Christie,57,1610612758,SAC,8,621.0,629.0,305.0,24.0,29.0,30.0,16.0,0.5333333333333333,6.0,,,0.088235294117647,4.0,15.0,51.0,20.0,17.0,0.2941176470588235,10.0,,7.0,1.0,0.2941176470588235,4.0,0.4810126582278481,79.0,0.4044117647058823,0.7,0.32,0.7857142857142857,0.3666666666666666,0.59117,0.5438479166666667,0.5362634328358209,2001
Jason Caffey,679,1610612749,MIL,18,531.0,530.0,295.0,20.0,31.0,30.0,14.0,0.4666666666666667,27.0,9.0,0.3333333333333333,0.4285714285714285,1.0,6.0,63.0,24.0,,,,,,,,,0.4415584415584415,68.0,0.3809523809523809,0.4666666666666667,0.3076923076923077,0.5238095238095238,0.5263157894736842,0.4409230769230769,0.4307692307692307,0.4558206349206349,2001
Lindsey Hunter,283,1610612749,MIL,18,531.0,533.0,291.0,8.0,11.0,5.0,2.0,0.4,13.0,3.0,0.2307692307692307,0.1313131313131313,11.0,28.0,46.0,16.0,53.0,0.1509433962264151,45.0,,8.0,,0.1509433962264151,8.0,0.3076923076923077,64.0,0.2828282828282828,,0.2105263157894736,0.1111111111111111,0.3043478260869565,0.4585125,0.4405947368421052,0.456439898989899,2001
Brian Shaw,216,1610612747,LAL,16,561.0,567.0,290.0,6.0,9.0,22.0,10.0,0.4545454545454545,12.0,4.0,0.3333333333333333,0.1666666666666666,3.0,9.0,43.0,17.0,29.0,0.3571428571428571,26.0,1.0,2.0,1.0,0.3571428571428571,9.0,0.4605263157894737,70.0,0.4444444444444444,0.3125,0.475,0.3125,0.5,0.43595625,0.4442736842105263,0.4976929577464788,2001
Elden Campbell,922,1610612766,CHH,10,525.0,523.0,288.0,37.0,49.0,44.0,22.0,0.5,43.0,13.0,0.3023255813953488,0.4056603773584906,7.0,19.0,106.0,42.0,,,,,,,,,0.4653846153846154,121.0,0.3962264150943396,0.6363636363636364,0.4666666666666667,0.6896551724137931,0.5434782608695652,0.52229,0.45228,0.4353367924528302,2001
Avery Johnson,422,1610612759,SAS,13,518.0,511.0,282.0,8.0,15.0,37.0,18.0,0.4864864864864865,12.0,2.0,0.1666666666666666,0.1363636363636363,14.0,38.0,87.0,34.0,1.0,,1.0,,,,,,0.4,76.0,0.3863636363636363,0.5,0.3333333333333333,0.3333333333333333,0.3714285714285714,0.4367,0.4839344827586207,0.4839735632183908,2001
Shawn Bradley,762,1610612742,DAL,10,459.0,466.0,256.0,10.0,13.0,27.0,18.0,0.6666666666666666,15.0,7.0,0.4666666666666667,0.2941176470588235,2.0,9.0,51.0,27.0,,,,,,,,,0.5614035087719298,64.0,0.5294117647058824,0.5238095238095238,0.375,0.5416666666666666,0.5416666666666666,0.5484944444444444,0.501575,0.4918,2001
Sean Elliott,251,1610612759,SAS,12,442.0,439.0,239.0,11.0,11.0,16.0,6.0,0.375,1.0,1.0,1.0,0.0196078431372549,4.0,12.0,29.0,11.0,22.0,0.3636363636363636,9.0,,13.0,6.0,0.3636363636363636,2.0,0.5089285714285714,57.0,0.4509803921568627,1.0,0.2105263157894736,1.0,0.25,0.7357,0.5461184210526316,0.5419186274509804,2001
Vlade Divac,124,1610612758,SAC,8,467.0,467.0,225.0,29.0,38.0,39.0,17.0,0.4358974358974359,23.0,7.0,0.3043478260869565,0.2875,3.0,15.0,77.0,27.0,3.0,0.3333333333333333,3.0,,,,0.3333333333333333,1.0,0.4387755102040816,86.0,0.35625,0.4,0.4411764705882353,0.4375,0.5416666666666666,0.4775166666666666,0.4745558823529411,0.479201875,2001
George Lynch,248,1610612755,PHI,10,401.0,410.0,221.0,9.0,14.0,18.0,13.0,0.7222222222222222,18.0,9.0,0.5,0.36,2.0,13.0,49.0,24.0,1.0,,1.0,,,,,,0.5,57.0,0.48,0.625,0.7142857142857143,0.625,0.7222222222222222,0.5079533333333334,0.5313857142857142,0.467083,2001
Malik Rose,990,1610612759,SAS,13,408.0,400.0,216.0,17.0,20.0,25.0,14.0,0.56,7.0,3.0,0.4285714285714285,0.1272727272727272,5.0,20.0,52.0,22.0,3.0,0.3333333333333333,2.0,,1.0,,0.3333333333333333,1.0,0.5,64.0,0.4272727272727272,0.6666666666666666,0.5192307692307693,0.7272727272727273,0.5689655172413793,0.5997333333333333,0.4678076923076923,0.4957509090909091,2001
Bryon Russell,935,1610612762,UTA,5,386.0,387.0,215.0,11.0,12.0,16.0,8.0,0.5,7.0,1.0,0.1428571428571428,0.125,6.0,11.0,34.0,15.0,22.0,0.4545454545454545,13.0,,9.0,6.0,0.4545454545454545,4.0,0.5725806451612904,71.0,0.5357142857142857,0.1666666666666666,0.75,0.1666666666666666,0.7894736842105263,0.51698,0.4755428571428571,0.5106526785714286,2001
Latrell Sprewell,84,1610612752,NYK,5,389.0,390.0,212.0,19.0,25.0,21.0,17.0,0.8095238095238095,22.0,6.0,0.2727272727272727,0.2558139534883721,9.0,29.0,72.0,32.0,14.0,0.2142857142857142,12.0,,2.0,1.0,0.2142857142857142,2.0,0.4742268041237113,92.0,0.4244186046511627,0.25,0.2777777777777778,0.25,0.391304347826087,0.5053,0.4542777777777778,0.4485593023255813,2001
Karl Malone,252,1610612762,UTA,5,357.0,358.0,200.0,39.0,49.0,45.0,31.0,0.6888888888888889,31.0,6.0,0.1935483870967742,0.256198347107438,11.0,43.0,119.0,48.0,2.0,0.5,1.0,,1.0,,0.5,1.0,0.4683098591549295,138.0,0.4090909090909091,0.4210526315789473,0.3846153846153846,0.4473684210526316,0.5135135135135135,0.5439323529411765,0.4257230769230769,0.4529842975206611,2001
Howard Eisley,458,1610612742,DAL,9,363.0,361.0,196.0,4.0,4.0,8.0,5.0,0.625,8.0,,,0.1509433962264151,4.0,11.0,27.0,9.0,26.0,0.3846153846153846,23.0,,3.0,,0.3846153846153846,10.0,0.4727272727272727,52.0,0.4528301886792453,0.6,0.3666666666666666,0.6,0.4411764705882353,0.5736375,0.4456966666666667,0.498861320754717,2001
Derek Anderson,1507,1610612759,SAS,7,363.0,364.0,194.0,16.0,21.0,14.0,6.0,0.4285714285714285,8.0,3.0,0.375,0.1311475409836065,1.0,17.0,39.0,10.0,22.0,0.2727272727272727,16.0,,6.0,1.0,0.2727272727272727,5.0,0.3768115942028985,54.0,0.3114754098360656,,0.36,,0.396551724137931,0.47535,0.474748,0.5054065573770492,2001
Eddie Robinson,1944,1610612766,CHH,10,350.0,354.0,191.0,6.0,6.0,13.0,9.0,0.6923076923076923,13.0,7.0,0.5384615384615384,0.2166666666666666,14.0,31.0,57.0,30.0,3.0,0.3333333333333333,1.0,,2.0,,0.3333333333333333,1.0,0.5476190476190477,69.0,0.525,0.3333333333333333,0.5,0.3333333333333333,0.5,0.45758125,0.452525,0.43455,2001
Allan Houston,275,1610612752,NYK,5,350.0,347.0,190.0,22.0,22.0,6.0,4.0,0.6666666666666666,22.0,10.0,0.4545454545454545,0.34375,18.0,25.0,53.0,32.0,11.0,0.5454545454545454,10.0,,1.0,,0.5454545454545454,6.0,0.6959459459459459,104.0,0.640625,0.5625,0.6052631578947368,0.5625,0.7115384615384616,0.4962785714285714,0.3871184210526315,0.40920390625,2001
Jason Williams,1715,1610612758,SAC,8,400.0,401.0,189.0,7.0,7.0,12.0,5.0,0.4166666666666667,4.0,3.0,0.75,0.0655737704918032,7.0,15.0,31.0,15.0,30.0,0.3666666666666666,27.0,,3.0,2.0,0.3666666666666666,9.0,0.546875,70.0,0.5163934426229508,1.25,0.4615384615384615,1.25,0.5666666666666667,0.473575,0.4533769230769231,0.5147237704918033,2001
John Stockton,304,1610612762,UTA,5,333.0,328.0,187.0,15.0,21.0,19.0,12.0,0.631578947368421,2.0,,,0.054054054054054,5.0,8.0,29.0,17.0,8.0,,8.0,,,,,,0.5,49.0,0.4594594594594595,0.6666666666666666,0.1111111111111111,0.75,0.15,0.45175,0.4971944444444445,0.5094851351351352,2001
Kurt Thomas,703,1610612752,NYK,5,340.0,336.0,186.0,22.0,31.0,25.0,14.0,0.56,17.0,9.0,0.5294117647058824,0.3617021276595745,2.0,5.0,47.0,25.0,,,,,,,,,0.5901639344262295,72.0,0.5319148936170213,0.7,0.8333333333333334,0.7307692307692307,0.8333333333333334,0.54752,0.49965,0.4777978723404255,2001
Bobby Jackson,1517,1610612758,SAC,8,348.0,354.0,182.0,10.0,14.0,11.0,6.0,0.5454545454545454,8.0,5.0,0.625,0.1666666666666666,6.0,15.0,34.0,17.0,14.0,0.2857142857142857,3.0,,11.0,2.0,0.2857142857142857,2.0,0.509090909090909,56.0,0.4791666666666667,0.4,0.5909090909090909,0.5,0.5714285714285714,0.4892999999999999,0.4549272727272727,0.4830416666666666,2001
Dell Curry,209,1610612761,TOR,12,333.0,339.0,181.0,10.0,12.0,2.0,2.0,1.0,4.0,,,0.0625,11.0,21.0,27.0,13.0,37.0,0.3888888888888889,26.0,1.0,10.0,5.0,0.3888888888888889,9.0,0.5373134328358209,78.0,0.53125,0.8,0.4722222222222222,0.8,0.5,0.5858,0.4198205882352941,0.4590079365079365,2001
Tracy McGrady,1503,1610612753,ORL,4,350.0,347.0,177.0,31.0,38.0,30.0,14.0,0.4666666666666667,29.0,12.0,0.4137931034482758,0.2357723577235772,23.0,54.0,113.0,49.0,10.0,0.2,9.0,,1.0,,0.2,2.0,0.4891304347826087,135.0,0.4227642276422764,0.3333333333333333,0.2903225806451613,0.4545454545454545,0.4473684210526316,0.4631166666666667,0.4356112903225806,0.4279707317073171,2001
Reggie Miller,397,1610612754,IND,4,322.0,316.0,176.0,28.0,30.0,9.0,8.0,0.8888888888888888,12.0,5.0,0.4166666666666667,0.1333333333333333,13.0,34.0,55.0,26.0,35.0,0.4285714285714285,26.0,,9.0,3.0,0.4285714285714285,12.0,0.594059405940594,125.0,0.5388888888888889,0.3,0.5344827586206896,0.4166666666666667,0.6428571428571429,0.41945625,0.4118706896551724,0.4590016666666666,2001
Darrell Armstrong,353,1610612753,ORL,4,326.0,327.0,166.0,12.0,13.0,6.0,6.0,1.0,8.0,2.0,0.25,0.1777777777777777,2.0,12.0,26.0,10.0,19.0,0.3684210526315789,16.0,,3.0,2.0,0.3684210526315789,5.0,0.5,53.0,0.4555555555555555,,0.4642857142857143,,0.5555555555555556,0.4625999999999999,0.4708964285714286,0.4945388888888888,2001
Jason Kidd,467,1610612756,PHX,4,341.0,339.0,166.0,9.0,12.0,12.0,4.0,0.3333333333333333,8.0,3.0,0.375,0.1159420289855072,11.0,32.0,52.0,18.0,17.0,0.2666666666666666,15.0,2.0,,,0.2666666666666666,4.0,0.3783783783783784,57.0,0.3478260869565217,0.3,0.3214285714285714,0.3333333333333333,0.3823529411764705,0.507725,0.4338607142857142,0.4665805970149254,2001
