PLAYER,TEAM_x,overall_freq_x,overall_dfg_x,year,rim_acc_on_x,rim_acc_off_x,TEAM_y,rim_freq_x,rim_dfg_x,rim_freq_on_x,rim_freq_off_x,TEAM_x,overall_freq_y,overall_dfg_y,rim_acc_on_y,rim_acc_off_y,TEAM_y,rim_freq_y,rim_dfg_y,rim_freq_on_y,rim_freq_off_y,TEAM_x,overall_freq_x,overall_dfg_x,rim_acc_on_x,rim_acc_off_x,TEAM_y,rim_freq_x,rim_dfg_x,rim_freq_on_x,rim_freq_off_x,TEAM_x,overall_freq_y,overall_dfg_y,rim_acc_on_y,rim_acc_off_y,TEAM_y,rim_freq_y,rim_dfg_y,rim_freq_on_y,rim_freq_off_y,TEAM_x,overall_freq_x,overall_dfg_x,rim_acc_on_x,rim_acc_off_x,TEAM_y,rim_freq_x,rim_dfg_x,rim_freq_on_x,rim_freq_off_x,TEAM_x,overall_freq_y,overall_dfg_y,rim_acc_on_y,rim_acc_off_y,TEAM_y,rim_freq_y,rim_dfg_y,rim_freq_on_y,rim_freq_off_y,TEAM_x,overall_freq_x,overall_dfg_x,rim_acc_on_x,rim_acc_off_x,TEAM_y,rim_freq_x,rim_dfg_x,rim_freq_on_x,rim_freq_off_x,TEAM_x,overall_freq_y,overall_dfg_y,rim_acc_on_y,rim_acc_off_y,TEAM_y,rim_freq_y,rim_dfg_y,rim_freq_on_y,rim_freq_off_y,TEAM_x,overall_freq_x,overall_dfg_x,rim_acc_on_x,rim_acc_off_x,TEAM_y,rim_freq_x,rim_dfg_x,rim_freq_on_x,rim_freq_off_x,TEAM_x,overall_freq_y,overall_dfg_y,rim_acc_on_y,rim_acc_off_y,TEAM_y,rim_freq_y,rim_dfg_y,rim_freq_on_y,rim_freq_off_y,TEAM_x,overall_freq,overall_dfg,rim_acc_on,rim_acc_off,TEAM_y,rim_freq,rim_dfg,rim_freq_on,rim_freq_off
Thaddeus Young,PHI,100.0,50.0,2014,0.642,0.605,PHI,33.7,64.5,0.346,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaMarcus Aldridge,POR,100.0,47.3,2014,0.56,0.586,POR,39.0,54.8,0.332,0.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channing Frye,PHX,100.0,48.5,2014,0.615,0.61,PHX,42.3,59.5,0.33,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greg Monroe,DET,100.0,48.6,2014,0.639,0.599,DET,43.5,58.5,0.347,0.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dirk Nowitzki,DAL,100.0,46.9,2014,0.638,0.647,DAL,41.7,58.5,0.318,0.332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blake Griffin,LAC,100.0,45.7,2014,0.627,0.598,LAC,36.2,58.4,0.324,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach Randolph,MEM,100.0,49.5,2014,0.625,0.562,MEM,37.9,60.3,0.305,0.291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al Jefferson,CHA,100.0,46.3,2014,0.606,0.535,CHA,43.5,59.9,0.294,0.336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul George,IND,100.0,40.6,2014,0.529,0.533,IND,20.6,55.9,0.288,0.306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrence Jones,HOU,100.0,46.9,2014,0.618,0.602,HOU,41.6,60.0,0.334,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kemba Walker,CHA,100.0,41.7,2014,0.57,0.595,CHA,18.8,65.2,0.302,0.323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taj Gibson,CHI,100.0,41.7,2014,0.551,0.607,CHI,33.5,51.2,0.31,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonas Valanciunas,TOR,100.0,46.7,2014,0.592,0.609,TOR,51.0,52.5,0.33,0.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Duncan,SAS,100.0,44.9,2014,0.573,0.605,SAS,50.6,51.6,0.306,0.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derrick Favors,UTA,100.0,47.2,2014,0.614,0.643,UTA,48.0,53.8,0.346,0.336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicolas Batum,POR,100.0,45.5,2014,0.561,0.597,POR,30.5,62.5,0.338,0.336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Durant,OKC,100.0,39.8,2014,0.561,0.594,OKC,23.3,55.6,0.336,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Davis,NOP,100.0,42.7,2014,0.643,0.608,NOP,40.4,53.0,0.352,0.346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Singler,DET,100.0,46.9,2014,0.613,0.646,DET,31.8,60.1,0.334,0.351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tristan Thompson,CLE,100.0,48.1,2014,0.647,0.595,CLE,33.1,64.1,0.29,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Oladipo,ORL,100.0,41.4,2014,0.604,0.646,ORL,25.0,59.0,0.302,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damian Lillard,POR,100.0,44.0,2014,0.571,0.566,POR,24.5,60.4,0.341,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dwight Howard,HOU,100.0,45.5,2014,0.622,0.596,HOU,47.0,55.5,0.306,0.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeMarcus Cousins,SAC,100.0,45.6,2014,0.65,0.658,SAC,43.8,54.6,0.292,0.277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miles Plumlee,PHX,100.0,47.3,2014,0.597,0.63,PHX,55.1,53.7,0.347,0.329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Klay Thompson,GSW,100.0,40.9,2014,0.611,0.58,GSW,20.2,54.7,0.277,0.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amir Johnson,TOR,100.0,46.0,2014,0.588,0.614,TOR,46.8,54.8,0.329,0.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Harden,HOU,100.0,41.4,2014,0.621,0.59,HOU,22.0,61.7,0.302,0.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricky Rubio,MIN,100.0,47.6,2014,0.664,0.621,MIN,22.6,70.6,0.323,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enes Freedom,UTA,100.0,50.5,2014,,,UTA,44.9,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Bass,BOS,100.0,44.9,2014,0.625,0.6,BOS,38.1,58.6,0.358,0.335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jared Sullinger,BOS,100.0,47.5,2014,0.624,0.607,BOS,45.0,58.8,0.341,0.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timofey Mozgov,DEN,100.0,44.6,2014,0.557,0.64,DEN,45.0,49.6,0.323,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Lee,GSW,100.0,43.8,2014,0.591,0.617,GSW,30.8,57.7,0.279,0.285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pau Gasol,LAL,100.0,49.1,2014,0.652,0.608,LAL,51.8,59.8,0.361,0.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenneth Faried,DEN,100.0,48.3,2014,0.622,0.578,DEN,40.0,55.4,0.347,0.314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wesley Johnson,LAL,100.0,48.0,2014,0.639,0.618,LAL,34.5,66.0,0.358,0.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeff Green,BOS,100.0,46.6,2014,0.622,0.598,BOS,30.6,60.0,0.352,0.339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evan Turner,IND,100.0,49.4,2014,0.534,0.529,IND,27.4,67.7,0.32,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evan Turner,IND,100.0,49.4,2014,0.534,0.529,IND,27.4,67.7,0.313,0.362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evan Turner,IND,100.0,49.4,2014,0.61,0.649,IND,27.4,67.7,0.32,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evan Turner,IND,100.0,49.4,2014,0.61,0.649,IND,27.4,67.7,0.313,0.362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monta Ellis,DAL,100.0,49.3,2014,0.643,0.633,DAL,23.6,69.3,0.33,0.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeremy Lin,HOU,100.0,42.8,2014,0.583,0.64,HOU,26.1,56.8,0.302,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jose Calderon,DAL,100.0,48.0,2014,0.649,0.626,DAL,22.8,74.0,0.336,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George Hill,IND,100.0,42.9,2014,0.525,0.539,IND,19.2,60.9,0.291,0.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carmelo Anthony,NYK,100.0,43.8,2014,0.615,0.617,NYK,30.0,61.0,0.339,0.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corey Brewer,MIN,100.0,44.9,2014,0.651,0.647,MIN,16.6,73.9,0.322,0.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Lowry,TOR,100.0,43.7,2014,0.605,0.586,TOR,22.9,63.0,0.329,0.354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Markieff Morris,PHX,100.0,47.3,2014,0.618,0.607,PHX,39.1,65.5,0.336,0.339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chandler Parsons,HOU,100.0,43.5,2014,0.622,0.587,HOU,22.9,69.0,0.311,0.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jodie Meeks,LAL,100.0,45.4,2014,0.64,0.608,LAL,19.5,73.0,0.37,0.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Draymond Green,GSW,100.0,42.0,2014,0.592,0.61,GSW,32.0,57.9,0.279,0.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wesley Matthews,POR,100.0,43.8,2014,0.571,0.567,POR,18.3,58.8,0.335,0.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shawn Marion,DAL,100.0,43.1,2014,0.641,0.64,DAL,29.8,60.0,0.344,0.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradley Beal,WAS,100.0,42.3,2014,0.629,0.608,WAS,21.8,64.0,0.304,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh McRoberts,CHA,100.0,47.7,2014,0.583,0.574,CHA,34.7,60.8,0.298,0.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeMarre Carroll,ATL,100.0,44.7,2014,0.598,0.621,ATL,25.6,64.2,0.335,0.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khris Middleton,MIL,100.0,44.9,2014,0.616,0.583,MIL,26.4,63.3,0.339,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah Thomas,SAC,100.0,42.8,2014,0.645,0.668,SAC,19.0,65.8,0.285,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JJ Hickson,DEN,100.0,47.6,2014,0.632,0.577,DEN,41.7,62.3,0.335,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jimmy Butler,CHI,100.0,41.3,2014,0.581,0.557,CHI,26.6,55.6,0.307,0.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyrie Irving,CLE,100.0,43.6,2014,0.642,0.606,CLE,20.4,68.8,0.292,0.277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Wall,WAS,100.0,46.7,2014,0.615,0.64,WAS,21.9,69.0,0.307,0.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Conley,MEM,100.0,44.0,2014,0.617,0.587,MEM,20.3,70.3,0.306,0.291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
