PLAYER,TEAM,GP,W,L,MIN,Touches,ElbowTouches,FGM,FGA,FG%,FTM,FTA,FT%,PTS,PTS%,PASS,PASS%,AST,AST%,TO,TOV%,PF,PF%
DeMar DeRozan,TOR,20,10,10,746,1188,22,3,7,42.9,0,0,0.0,7,31.8,12,54.5,2,16.7,1,4.5,0,0.0
DeMarre Carroll,TOR,20,10,10,596,692,11,3,5,60.0,2,2,100.0,9,81.8,4,36.4,0,0.0,0,0.0,1,9.1
Delon Wright,TOR,9,3,6,41,72,1,0,0,0.0,1,2,50.0,1,100.0,0,0.0,0,0.0,0,0.0,1,100.0
Dennis Schroder,ATL,10,4,6,191,524,1,0,0,0.0,0,0,0.0,0,0.0,1,100.0,1,100.0,0,0.0,0,0.0
Deron Williams,DAL,3,1,2,49,146,7,1,3,33.3,0,0,0.0,3,42.9,4,57.1,1,25.0,0,0.0,0,0.0
Devin Harris,DAL,5,1,4,121,194,5,0,1,0.0,0,0,0.0,0,0.0,4,80.0,2,50.0,0,0.0,0,0.0
Dion Waiters,OKC,18,11,7,491,516,2,0,2,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Dirk Nowitzki,DAL,5,1,4,170,256,24,9,14,64.3,0,0,0.0,18,75.0,10,41.7,4,40.0,0,0.0,0,0.0
Donatas Motiejunas,HOU,5,1,4,98,197,17,2,9,22.2,2,4,50.0,6,35.3,4,23.5,2,50.0,1,5.9,2,11.8
Dorell Wright,MIA,5,2,3,19,33,1,0,0,0.0,0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0
Draymond Green,GSW,23,15,8,879,2116,42,8,13,61.5,4,6,66.7,20,47.6,23,54.8,5,21.7,1,2.4,3,7.1
Dwight Howard,HOU,5,1,4,180,308,19,3,6,50.0,1,4,25.0,7,36.8,8,42.1,0,0.0,2,10.5,2,10.5
Dwight Powell,DAL,4,1,3,64,97,9,0,1,0.0,1,2,50.0,1,11.1,5,55.6,1,20.0,1,11.1,0,0.0
Dwyane Wade,MIA,14,7,7,473,891,29,1,10,10.0,0,0,0.0,2,6.9,18,62.1,3,16.7,1,3.4,0,0.0
Ed Davis,POR,11,5,6,205,345,38,6,8,75.0,4,6,66.7,17,44.7,25,65.8,8,32.0,0,0.0,3,7.9
Enes Freedom,OKC,18,11,7,323,506,24,10,16,62.5,3,4,75.0,26,108.3,3,12.5,0,0.0,3,12.5,2,8.3
Evan Turner,BOS,6,2,4,214,396,13,1,5,20.0,2,2,100.0,4,30.8,5,38.5,1,20.0,1,7.7,1,7.7
Festus Ezeli,GSW,23,14,9,203,328,18,2,8,25.0,2,4,50.0,6,33.3,5,27.8,1,20.0,3,16.7,1,5.6
Frank Kaminsky,CHA,7,3,4,190,317,9,1,3,33.3,2,2,100.0,5,55.6,5,55.6,2,40.0,0,0.0,1,11.1
George Hill,IND,7,3,4,235,378,1,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0
Gerald Green,MIA,12,5,7,110,119,5,1,5,20.0,0,0,0.0,2,40.0,0,0.0,0,0.0,0,0.0,0,0.0
Gerald Henderson,POR,11,5,6,234,278,5,0,1,0.0,0,0,0.0,0,0.0,4,80.0,2,50.0,0,0.0,0,0.0
Glenn Robinson III,IND,4,2,2,10,12,2,2,2,100.0,0,0,0.0,5,250.0,0,0.0,0,0.0,0,0.0,0,0.0
Goran Dragic,MIA,14,7,7,472,1077,18,4,6,66.7,2,2,100.0,10,55.6,7,38.9,0,0.0,2,11.1,1,5.6
Harrison Barnes,GSW,24,15,9,743,992,23,5,10,50.0,0,0,0.0,12,52.2,12,52.2,2,16.7,1,4.3,0,0.0
Hassan Whiteside,MIA,10,5,5,291,265,28,8,13,61.5,3,6,50.0,20,71.4,11,39.3,0,0.0,1,3.6,3,10.7
Ian Clark,GSW,16,10,6,154,306,8,2,2,100.0,1,2,50.0,5,62.5,4,50.0,1,25.0,0,0.0,1,12.5
Ian Mahinmi,IND,7,3,4,172,251,24,5,7,71.4,4,6,66.7,14,58.3,14,58.3,3,21.4,0,0.0,3,12.5
Iman Shumpert,CLE,21,16,5,367,315,4,1,1,100.0,0,0,0.0,2,50.0,3,75.0,0,0.0,0,0.0,0,0.0
Isaiah Thomas,BOS,6,2,4,220,543,5,0,0,0.0,0,0,0.0,0,0.0,4,80.0,0,0.0,1,20.0,0,0.0
J.J. Barea,DAL,4,0,4,100,267,3,0,0,0.0,0,0,0.0,0,0.0,3,100.0,0,0.0,0,0.0,0,0.0
JJ Redick,LAC,6,2,4,166,199,10,1,7,14.3,0,0,0.0,2,20.0,3,30.0,1,33.3,0,0.0,0,0.0
JR Smith,CLE,21,16,5,730,773,1,0,0,0.0,2,2,100.0,2,200.0,0,0.0,0,0.0,0,0.0,1,100.0
JaMychal Green,MEM,4,0,4,72,118,11,4,6,66.7,0,0,0.0,8,72.7,5,45.5,1,20.0,0,0.0,0,0.0
JaVale McGee,DAL,2,0,2,14,19,2,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0
Jae Crowder,BOS,6,2,4,197,362,7,0,1,0.0,0,0,0.0,0,0.0,6,85.7,0,0.0,0,0.0,0,0.0
Jamal Crawford,LAC,6,2,4,199,321,9,3,5,60.0,0,0,0.0,6,66.7,4,44.4,0,0.0,0,0.0,0,0.0
James Harden,HOU,5,1,4,193,411,11,2,3,66.7,1,2,50.0,5,45.5,4,36.4,2,50.0,3,27.3,1,9.1
James Johnson,TOR,10,4,6,98,112,4,1,1,100.0,0,0,0.0,2,50.0,2,50.0,1,50.0,1,25.0,0,0.0
James Jones,CLE,12,9,3,55,87,1,0,0,0.0,0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0
James Michael McAdoo,GSW,8,4,4,38,60,3,1,1,100.0,0,0,0.0,2,66.7,2,66.7,1,50.0,0,0.0,0,0.0
James Young,BOS,3,0,3,10,15,1,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0
Jared Sullinger,BOS,6,2,4,81,160,15,1,8,12.5,1,2,50.0,3,20.0,6,40.0,0,0.0,0,0.0,1,6.7
Jarell Martin,MEM,2,0,2,46,75,6,1,3,33.3,1,2,50.0,3,50.0,2,33.3,0,0.0,0,0.0,1,16.7
Jason Terry,HOU,5,1,4,124,187,2,0,1,0.0,0,0,0.0,0,0.0,1,50.0,1,100.0,0,0.0,0,0.0
Jason Thompson,TOR,10,3,7,55,81,6,1,2,50.0,0,0,0.0,2,33.3,4,66.7,0,0.0,0,0.0,0,0.0
Jeff Ayres,LAC,2,0,2,2,1,1,1,1,100.0,0,0,0.0,3,300.0,0,0.0,0,0.0,0,0.0,0,0.0
Jeff Green,LAC,6,2,4,159,192,3,0,0,0.0,0,0,0.0,0,0.0,3,100.0,0,0.0,0,0.0,0,0.0
Jeff Teague,ATL,10,4,6,279,658,6,0,2,0.0,0,0,0.0,0,0.0,4,66.7,0,0.0,0,0.0,0,0.0
Jeremy Lamb,CHA,3,1,2,12,20,1,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Jeremy Lin,CHA,7,3,4,189,319,2,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Jodie Meeks,DET,1,0,1,2,3,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Joe Johnson,MIA,14,7,7,492,643,14,0,1,0.0,0,0,0.0,0,0.0,13,92.9,1,7.7,0,0.0,0,0.0
Joe Young,IND,4,2,2,10,29,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
John Holland,BOS,1,0,1,1,1,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Jonas Jerebko,BOS,6,2,4,162,314,10,0,4,0.0,0,0,0.0,0,0.0,4,40.0,0,0.0,1,10.0,0,0.0
Jonas Valanciunas,TOR,12,6,6,321,616,27,8,11,72.7,2,6,33.3,18,66.7,10,37.0,0,0.0,1,3.7,2,7.4
Jonathon Simmons,SAS,3,3,0,26,44,1,0,0,0.0,0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0
Jordan Farmar,MEM,4,0,4,113,240,2,0,0,0.0,0,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0
Jordan Hill,IND,5,3,2,15,30,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Jordan McRae,CLE,2,2,0,4,9,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Jordan Mickey,BOS,2,0,2,10,23,1,0,0,0.0,0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0
Jorge Gutierrez,CHA,3,1,2,12,22,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Josh Huestis,OKC,2,2,0,10,9,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Josh McRoberts,MIA,10,5,5,134,218,18,1,3,33.3,6,6,100.0,8,44.4,11,61.1,2,18.2,1,5.6,2,11.1
Josh Richardson,MIA,14,7,7,387,565,3,0,0,0.0,0,0,0.0,0,0.0,3,100.0,0,0.0,0,0.0,0,0.0
Josh Smith,HOU,4,1,3,38,60,1,0,0,0.0,0,0,0.0,0,0.0,1,100.0,1,100.0,0,0.0,0,0.0
Justin Anderson,DAL,5,1,4,95,164,5,1,2,50.0,2,2,100.0,4,80.0,2,40.0,0,0.0,0,0.0,1,20.0
Justise Winslow,MIA,13,7,6,330,452,14,2,5,40.0,2,4,50.0,7,50.0,6,42.9,0,0.0,0,0.0,2,14.3
KJ McDaniels,HOU,4,0,4,34,34,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Kawhi Leonard,SAS,10,6,4,339,537,10,3,7,42.9,0,0,0.0,6,60.0,3,30.0,1,33.3,0,0.0,0,0.0
Kelly Olynyk,BOS,4,1,3,32,70,1,0,0,0.0,0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0
Kemba Walker,CHA,7,3,4,260,594,4,0,2,0.0,0,0,0.0,0,0.0,2,50.0,0,0.0,0,0.0,0,0.0
Kent Bazemore,ATL,10,4,6,325,551,9,2,5,40.0,0,0,0.0,4,44.4,3,33.3,0,0.0,1,11.1,0,0.0
Kentavious Caldwell-Pope,DET,4,0,4,161,165,1,1,1,100.0,0,0,0.0,2,200.0,0,0.0,0,0.0,0,0.0,0,0.0
Kevin Durant,OKC,18,11,7,726,1135,39,12,23,52.2,0,2,0.0,24,61.5,15,38.5,2,13.3,0,0.0,1,2.6
Kevin Love,CLE,20,15,5,613,1088,30,3,6,50.0,8,8,100.0,14,46.7,20,66.7,6,30.0,0,0.0,3,10.0
Kevin Martin,SAS,5,3,2,49,73,2,1,1,100.0,0,0,0.0,2,100.0,1,50.0,1,100.0,0,0.0,0,0.0
Kirk Hinrich,ATL,6,4,2,27,57,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Klay Thompson,GSW,24,15,9,849,1188,58,17,23,73.9,14,20,70.0,49,84.5,16,27.6,4,25.0,4,6.9,9,15.5
Kris Humphries,ATL,4,1,3,56,126,9,2,3,66.7,2,2,100.0,6,66.7,5,55.6,0,0.0,0,0.0,1,11.1
Kyle Anderson,SAS,10,6,4,129,186,9,0,3,0.0,0,0,0.0,0,0.0,6,66.7,1,16.7,0,0.0,0,0.0
Kyle Korver,ATL,10,4,6,316,308,6,0,2,0.0,0,0,0.0,0,0.0,2,33.3,0,0.0,2,33.3,0,0.0
Kyle Lowry,TOR,20,10,10,766,1733,8,1,3,33.3,0,0,0.0,2,25.0,5,62.5,0,0.0,0,0.0,0,0.0
Kyle Singler,OKC,6,3,3,51,38,1,1,1,100.0,0,0,0.0,2,200.0,0,0.0,0,0.0,0,0.0,0,0.0
Kyrie Irving,CLE,21,16,5,774,1695,16,3,4,75.0,1,2,50.0,7,43.8,9,56.3,2,22.2,1,6.3,1,6.3
LaMarcus Aldridge,SAS,10,6,4,337,558,35,11,18,61.1,3,4,75.0,27,77.1,14,40.0,1,7.1,1,2.9,2,5.7
Lamar Patterson,ATL,4,2,2,20,35,1,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Lance Stephenson,MEM,4,0,4,95,137,5,0,2,0.0,0,0,0.0,0,0.0,1,20.0,0,0.0,2,40.0,0,0.0
Lavoy Allen,IND,6,3,3,51,85,8,0,4,0.0,0,0,0.0,0,0.0,4,50.0,0,0.0,0,0.0,0,0.0
LeBron James,CLE,21,16,5,822,1822,74,11,18,61.1,2,4,50.0,27,36.5,48,64.9,9,18.8,2,2.7,2,2.7
Leandro Barbosa,GSW,23,14,9,254,398,9,1,4,25.0,0,0,0.0,2,22.2,3,33.3,0,0.0,1,11.1,0,0.0
Luc Mbah a Moute,LAC,5,2,3,78,43,1,1,1,100.0,0,0,0.0,3,300.0,0,0.0,0,0.0,0,0.0,0,0.0
Lucas Nogueira,TOR,5,1,4,29,35,1,0,0,0.0,0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0
Luis Montero,POR,6,3,3,8,7,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Luis Scola,TOR,11,5,6,140,222,3,0,1,0.0,1,2,50.0,1,33.3,1,33.3,0,0.0,0,0.0,1,33.3
Luol Deng,MIA,14,7,7,495,837,13,3,4,75.0,0,0,0.0,6,46.2,9,69.2,1,11.1,0,0.0,0,0.0
Manu Ginobili,SAS,10,6,4,192,342,4,1,1,100.0,0,0,0.0,2,50.0,3,75.0,0,0.0,0,0.0,0,0.0
Marcus Morris Sr.,DET,4,0,4,144,199,7,0,1,0.0,2,2,100.0,2,28.6,3,42.9,0,0.0,1,14.3,1,14.3
Marcus Smart,BOS,6,2,4,193,351,2,0,1,0.0,0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0
Marreese Speights,GSW,24,15,9,201,388,25,4,10,40.0,4,4,100.0,12,48.0,12,48.0,2,16.7,0,0.0,2,8.0
Marvin Williams,CHA,7,3,4,228,303,7,2,4,50.0,0,0,0.0,4,57.1,3,42.9,0,0.0,0,0.0,0,0.0
Mason Plumlee,POR,11,5,6,306,597,73,9,22,40.9,7,12,58.3,25,34.2,37,50.7,11,29.7,7,9.6,5,6.8
Matt Barnes,MEM,4,0,4,139,259,5,1,3,33.3,0,0,0.0,2,40.0,2,40.0,0,0.0,0,0.0,0,0.0
Matthew Dellavedova,CLE,20,15,5,241,521,7,1,3,33.3,0,0,0.0,2,28.6,4,57.1,0,0.0,0,0.0,0,0.0
Maurice Harkless,POR,11,5,6,272,359,6,2,2,100.0,2,4,50.0,6,100.0,1,16.7,0,0.0,0,0.0,2,33.3
Michael Beasley,HOU,5,1,4,80,141,9,2,4,50.0,0,0,0.0,4,44.4,3,33.3,0,0.0,0,0.0,1,11.1
Mike Muscala,ATL,9,4,5,67,105,6,0,1,0.0,0,0,0.0,0,0.0,4,66.7,1,25.0,1,16.7,0,0.0
Mike Scott,ATL,10,4,6,161,230,12,2,2,100.0,3,4,75.0,7,58.3,8,66.7,0,0.0,0,0.0,2,16.7
Mo Williams,CLE,13,10,3,68,153,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Monta Ellis,IND,7,3,4,225,480,2,1,1,100.0,0,0,0.0,2,100.0,1,50.0,0,0.0,0,0.0,0,0.0
Montrezl Harrell,HOU,2,0,2,12,12,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Myles Turner,IND,7,3,4,197,256,23,4,8,50.0,0,2,0.0,9,39.1,10,43.5,1,10.0,3,13.0,1,4.3
Nazr Mohammed,OKC,5,3,2,10,12,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Nick Collison,OKC,9,6,3,79,76,3,1,1,100.0,0,0,0.0,2,66.7,2,66.7,1,50.0,0,0.0,0,0.0
Nicolas Batum,CHA,5,1,4,144,237,4,0,3,0.0,0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0
Noah Vonleh,POR,6,3,3,12,18,1,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Norman Powell,TOR,18,8,10,206,242,2,1,1,100.0,2,2,100.0,4,200.0,0,0.0,0,0.0,0,0.0,1,50.0
PJ Hairston,MEM,2,0,2,22,15,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Pablo Prigioni,LAC,5,2,3,26,55,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Pat Connaughton,POR,6,3,3,8,10,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Patrick Beverley,HOU,5,1,4,129,253,2,0,1,0.0,0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0
Patrick Patterson,TOR,20,10,10,583,840,37,5,8,62.5,0,0,0.0,10,27.0,27,73.0,1,3.7,1,2.7,0,0.0
Patty Mills,SAS,10,6,4,167,381,1,0,0,0.0,0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0
Paul George,IND,7,3,4,275,458,9,2,6,33.3,0,0,0.0,4,44.4,3,33.3,0,0.0,0,0.0,0,0.0
Paul Millsap,ATL,10,4,6,365,680,29,4,8,50.0,2,2,100.0,10,34.5,19,65.5,0,0.0,0,0.0,1,3.4
Paul Pierce,LAC,5,1,4,54,72,3,1,2,50.0,0,0,0.0,2,66.7,1,33.3,0,0.0,0,0.0,0,0.0
RJ Hunter,BOS,5,1,4,41,41,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Randy Foye,OKC,16,10,6,190,214,1,0,0,0.0,2,2,100.0,2,200.0,0,0.0,0,0.0,0,0.0,1,100.0
Raymond Felton,DAL,5,1,4,172,401,12,2,4,50.0,0,0,0.0,4,33.3,8,66.7,1,12.5,0,0.0,0,0.0
Reggie Bullock,DET,2,0,2,22,22,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Reggie Jackson,DET,4,0,4,147,332,1,0,0,0.0,0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0
Richard Jefferson,CLE,21,16,5,381,397,20,3,6,50.0,0,0,0.0,6,30.0,14,70.0,1,7.1,0,0.0,0,0.0
Rodney Stuckey,IND,7,3,4,125,195,4,3,3,100.0,0,0,0.0,6,150.0,1,25.0,1,100.0,0,0.0,0,0.0
Russell Westbrook,OKC,18,11,7,674,1613,19,4,9,44.4,0,0,0.0,11,57.9,9,47.4,2,22.2,0,0.0,0,0.0
Salah Mejri,DAL,4,1,3,76,86,8,1,2,50.0,0,2,0.0,2,25.0,5,62.5,0,0.0,0,0.0,1,12.5
Serge Ibaka,OKC,18,11,7,602,517,18,7,13,53.8,4,4,100.0,19,105.6,3,16.7,0,0.0,0,0.0,2,11.1
Shaun Livingston,GSW,24,15,9,514,1104,21,4,10,40.0,4,4,100.0,12,57.1,8,38.1,1,12.5,1,4.8,2,9.5
Solomon Hill,IND,7,3,4,198,260,6,1,1,100.0,4,4,100.0,6,100.0,2,33.3,0,0.0,0,0.0,2,33.3
Spencer Dinwiddie,CHI,1,0,1,2,5,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Spencer Hawes,CHA,5,3,2,53,85,6,1,2,50.0,0,0,0.0,2,33.3,4,66.7,1,25.0,0,0.0,0,0.0
Stanley Johnson,DET,4,0,4,81,124,1,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Stephen Curry,GSW,18,11,7,614,1436,19,3,6,50.0,0,0,0.0,6,31.6,6,31.6,2,33.3,5,26.3,0,0.0
Steve Blake,DET,4,0,4,43,101,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Steven Adams,OKC,18,11,7,553,885,57,12,21,57.1,7,10,70.0,31,54.4,27,47.4,1,3.7,2,3.5,4,7.0
Terrence Ross,TOR,20,10,10,335,387,5,2,3,66.7,2,2,100.0,6,120.0,1,20.0,0,0.0,0,0.0,1,20.0
Terry Rozier,BOS,5,2,3,99,170,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Thabo Sefolosha,ATL,10,4,6,203,342,10,3,3,100.0,0,0,0.0,6,60.0,7,70.0,0,0.0,0,0.0,0,0.0
Tim Duncan,SAS,10,6,4,218,318,39,6,15,40.0,2,4,50.0,14,35.9,19,48.7,3,15.8,3,7.7,2,5.1
