PLAYER,TEAM,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,eFG%
Brice Sensabaugh,UTA,1,0,1,2,0,0,2,0.0,-,-,-,0.0
Brook Lopez,MIL,6,4,2,158,0,0,6,0.0,0,1,0.0,0.0
Bruce Brown,IND,7,4,3,210,6,3,11,27.3,0,2,0.0,27.3
Bruno Fernando,ATL,2,2,0,6,0,0,0,-,0,0,-,-
Bryce McGowens,CHA,1,0,1,10,0,0,0,-,0,0,-,-
Buddy Hield,IND,7,4,3,164,18,6,14,42.9,6,14,42.9,64.3
CJ McCollum,NOP,6,4,2,206,44,18,41,43.9,8,21,38.1,53.7
Cade Cunningham,DET,8,2,6,284,41,19,55,34.5,3,14,21.4,37.3
Caleb Houstan,ORL,4,2,2,25,0,0,0,-,0,0,-,-
Caleb Martin,MIA,1,1,0,20,0,0,2,0.0,0,1,0.0,0.0
Cam Reddish,LAL,7,3,4,137,0,0,0,-,0,0,-,-
Cam Thomas,BKN,7,3,4,239,53,23,55,41.8,7,22,31.8,48.2
Cam Whitmore,HOU,3,2,1,23,0,0,2,0.0,0,2,0.0,0.0
Cameron Johnson,BKN,1,0,1,26,2,1,3,33.3,0,2,0.0,33.3
Cameron Payne,MIL,6,4,2,84,8,3,8,37.5,2,4,50.0,50.0
Caris LeVert,CLE,6,3,3,200,28,12,33,36.4,4,15,26.7,42.4
Cason Wallace,OKC,7,4,3,160,4,2,5,40.0,0,0,-,40.0
Cedi Osman,SAS,7,3,4,148,9,4,11,36.4,1,5,20.0,40.9
Charles Bassey,SAS,7,3,4,84,0,0,1,0.0,-,-,-,0.0
Chet Holmgren,OKC,7,4,3,209,8,4,10,40.0,0,2,0.0,40.0
Chimezie Metu,PHX,3,2,1,9,0,0,0,-,0,0,-,-
Chris Boucher,TOR,5,1,4,72,0,0,1,0.0,0,0,-,0.0
Chris Duarte,SAC,6,2,4,103,9,3,5,60.0,3,3,100,90.0
Chris Livingston,MIL,1,0,1,6,0,0,0,-,0,0,-,-
Chris Paul,GSW,8,6,2,222,28,14,47,29.8,0,17,0.0,29.8
Christian Braun,DEN,8,7,1,160,4,2,6,33.3,0,2,0.0,33.3
Christian Wood,LAL,7,3,4,166,0,0,1,0.0,0,0,-,0.0
Chuma Okeke,ORL,3,2,1,12,0,0,1,0.0,0,1,0.0,0.0
Clint Capela,ATL,7,4,3,173,0,0,0,-,-,-,-,-
Coby White,CHI,8,3,5,253,8,3,13,23.1,2,5,40.0,30.8
Cody Zeller,NOP,4,2,2,19,0,0,0,-,-,-,-,-
Colby Jones,SAC,5,1,4,50,0,0,1,0.0,0,1,0.0,0.0
Cole Anthony,ORL,7,4,3,174,21,9,18,50.0,3,5,60.0,58.3
Cole Swider,MIA,1,0,1,2,0,0,0,-,-,-,-,-
Colin Castleton,LAL,1,0,1,4,0,0,0,-,-,-,-,-
Collin Gillespie,DEN,4,4,0,35,0,0,0,-,0,0,-,-
Collin Sexton,UTA,8,2,6,154,2,1,8,12.5,0,5,0.0,12.5
Corey Kispert,WAS,5,1,4,108,3,1,2,50.0,1,2,50.0,75.0
Cory Joseph,GSW,3,1,2,11,0,0,0,-,0,0,-,-
Craig Porter,CLE,3,1,2,37,2,1,5,20.0,0,1,0.0,20.0
D'Angelo Russell,LAL,7,3,4,246,25,11,32,34.4,3,16,18.8,39.1
D'Moi Hodge,LAL,1,0,1,4,0,0,0,-,0,0,-,-
DaQuan Jeffries,NYK,2,1,1,7,0,0,0,-,0,0,-,-
Daishen Nix,MIN,2,1,1,4,0,0,0,-,-,-,-,-
Dalano Banton,BOS,2,2,0,18,0,0,1,0.0,0,1,0.0,0.0
Dalen Terry,CHI,4,1,3,11,0,0,0,-,0,0,-,-
Damian Jones,CLE,5,2,3,33,2,1,1,100,-,-,-,100
Damian Lillard,MIL,6,4,2,202,25,9,30,30.0,7,23,30.4,41.7
Daniel Gafford,WAS,4,1,3,99,0,0,0,-,-,-,-,-
Danilo Gallinari,WAS,6,1,5,73,6,3,10,30.0,0,2,0.0,30.0
Danny Green,PHI,2,1,1,18,0,0,1,0.0,0,0,-,0.0
Dante Exum,DAL,6,5,1,32,0,0,0,-,0,0,-,-
Danuel House Jr.,PHI,3,3,0,29,0,0,1,0.0,0,1,0.0,0.0
Dario Saric,GSW,8,6,2,150,3,1,4,25.0,1,2,50.0,37.5
Darius Garland,CLE,3,2,1,94,11,5,16,31.3,1,6,16.7,34.4
David Roddy,MEM,7,1,6,165,2,1,1,100,0,0,-,100
Davion Mitchell,SAC,6,2,4,124,7,3,9,33.3,1,6,16.7,38.9
Davis Bertans,OKC,1,1,0,13,0,0,0,-,0,0,-,-
Day'Ron Sharpe,BKN,7,3,4,78,0,0,0,-,-,-,-,-
De'Aaron Fox,SAC,3,2,1,106,37,15,30,50.0,7,15,46.7,61.7
De'Andre Hunter,ATL,7,4,3,213,22,9,16,56.3,4,7,57.1,68.8
De'Anthony Melton,PHI,6,5,1,160,15,6,13,46.2,3,4,75.0,57.7
DeAndre Jordan,DEN,1,1,0,12,0,0,0,-,-,-,-,-
DeMar DeRozan,CHI,8,3,5,271,30,15,46,32.6,0,2,0.0,32.6
Dean Wade,CLE,6,2,4,115,0,0,0,-,0,0,-,-
Deandre Ayton,POR,7,3,4,211,6,3,5,60.0,-,-,-,60.0
Dejounte Murray,ATL,7,4,3,241,36,17,40,42.5,2,12,16.7,45.0
Delon Wright,WAS,6,1,5,101,0,0,4,0.0,0,1,0.0,0.0
Deni Avdija,WAS,6,1,5,145,9,4,8,50.0,1,2,50.0,56.3
Dennis Schroder,TOR,7,3,4,233,21,10,26,38.5,1,6,16.7,40.4
Dennis Smith Jr.,BKN,6,2,4,80,5,2,11,18.2,1,4,25.0,22.7
Dereck Lively II,DAL,7,6,1,168,0,0,0,-,0,0,-,-
Dereon Seabron,NOP,1,1,0,13,0,0,1,0.0,-,-,-,0.0
Derrick Jones Jr.,DAL,7,6,1,146,7,3,3,100,1,1,100,116.7
Derrick Rose,MEM,4,0,4,71,7,3,6,50.0,1,2,50.0,58.3
Derrick White,BOS,4,4,0,119,22,8,12,66.7,6,10,60.0,91.7
Desmond Bane,MEM,7,1,6,245,54,22,58,37.9,10,37,27.0,46.6
Devin Booker,PHX,2,1,1,72,23,9,19,47.4,5,10,50.0,60.5
Devin Vassell,SAS,5,3,2,155,32,15,34,44.1,2,9,22.2,47.1
Devonte' Graham,SAS,1,0,1,12,0,0,0,-,-,-,-,-
Dillon Brooks,HOU,6,3,3,204,14,5,10,50.0,4,6,66.7,70.0
Domantas Sabonis,SAC,6,2,4,200,4,2,4,50.0,0,0,-,50.0
Dominick Barlow,SAS,2,0,2,12,0,0,0,-,-,-,-,-
Donovan Mitchell,CLE,6,3,3,214,63,24,64,37.5,15,41,36.6,49.2
Donte DiVincenzo,NYK,7,3,4,135,2,1,2,50.0,0,1,0.0,50.0
Dorian Finney-Smith,BKN,7,3,4,227,2,1,4,25.0,0,2,0.0,25.0
Doug McDermott,SAS,7,3,4,116,12,4,4,100,4,4,100,150.0
Draymond Green,GSW,6,5,1,156,0,0,3,0.0,0,0,-,0.0
Drew Eubanks,PHX,7,3,4,137,0,0,1,0.0,-,-,-,0.0
Dru Smith,MIA,3,1,2,54,3,1,3,33.3,1,1,100,50.0
Duncan Robinson,MIA,7,3,4,174,29,10,18,55.6,9,17,52.9,80.6
Dwight Powell,DAL,6,5,1,96,0,0,0,-,0,0,-,-
Dylan Windler,NYK,2,1,1,6,0,0,0,-,0,0,-,-
Dyson Daniels,NOP,7,4,3,157,7,3,6,50.0,1,2,50.0,58.3
E.J. Liddell,NOP,2,1,1,4,0,0,0,-,0,0,-,-
Emoni Bates,CLE,2,0,2,29,8,3,6,50.0,2,4,50.0,66.7
Eric Gordon,PHX,7,3,4,213,14,6,15,40.0,2,9,22.2,46.7
Eugene Omoruyi,WAS,5,0,5,45,0,0,0,-,0,0,-,-
Evan Mobley,CLE,7,3,4,230,0,0,6,0.0,0,0,-,0.0
Filip Petrusev,SAC,1,1,0,3,0,0,0,-,-,-,-,-
Franz Wagner,ORL,7,4,3,235,26,10,27,37.0,6,19,31.6,48.1
Fred VanVleet,HOU,6,3,3,213,40,16,40,40.0,8,24,33.3,50.0
Furkan Korkmaz,PHI,4,4,0,56,5,2,2,100,1,1,100,125.0
GG Jackson,MEM,1,0,1,1,0,0,0,-,-,-,-,-
Gabe Vincent,LAL,4,2,2,113,8,4,11,36.4,0,5,0.0,36.4
Garrett Temple,TOR,2,1,1,5,0,0,0,-,-,-,-,-
Garrison Mathews,ATL,2,1,1,8,0,0,0,-,-,-,-,-
Gary Harris,ORL,5,3,2,89,0,0,4,0.0,0,2,0.0,0.0
Gary Payton II,GSW,8,6,2,159,0,0,0,-,0,0,-,-
Gary Trent Jr.,TOR,7,3,4,190,13,5,23,21.7,3,9,33.3,28.3
Georges Niang,CLE,7,3,4,164,2,1,4,25.0,0,2,0.0,25.0
Giannis Antetokounmpo,MIL,6,4,2,195,7,3,17,17.6,1,5,20.0,20.6
Goga Bitadze,ORL,5,2,3,58,0,0,0,-,0,0,-,-
Gordon Hayward,CHA,6,2,4,197,17,8,27,29.6,1,4,25.0,31.5
Gradey Dick,TOR,7,3,4,106,0,0,6,0.0,0,3,0.0,0.0
Grant Williams,DAL,7,6,1,223,11,4,8,50.0,3,4,75.0,68.8
Grayson Allen,PHX,7,3,4,213,3,1,4,25.0,1,4,25.0,37.5
Harrison Barnes,SAC,6,2,4,187,14,5,6,83.3,4,5,80.0,116.7
Haywood Highsmith,MIA,3,2,1,66,0,0,0,-,0,0,-,-
Herbert Jones,NOP,7,4,3,218,0,0,0,-,0,0,-,-
Hunter Tyson,DEN,4,3,1,11,0,0,0,-,0,0,-,-
Immanuel Quickley,NYK,7,3,4,165,42,18,40,45.0,6,20,30.0,52.5
Isaac Okoro,CLE,6,2,4,173,0,0,1,0.0,0,1,0.0,0.0
Isaiah Hartenstein,NYK,7,3,4,121,0,0,0,-,0,0,-,-
Isaiah Jackson,IND,3,2,1,45,0,0,0,-,-,-,-,-
Isaiah Joe,OKC,7,4,3,141,8,3,10,30.0,2,6,33.3,40.0
Isaiah Mobley,CLE,1,0,1,1,0,0,0,-,-,-,-,-
Isaiah Stewart,DET,8,2,6,276,5,2,3,66.7,1,1,100,83.3
Ish Smith,CHA,1,0,1,3,0,0,0,-,-,-,-,-
Ivica Zubac,LAC,6,3,3,149,0,0,1,0.0,-,-,-,0.0
JT Thor,CHA,6,2,4,107,0,0,1,0.0,0,0,-,0.0
JaVale McGee,SAC,6,2,4,76,0,0,0,-,0,0,-,-
Jabari Smith Jr.,HOU,6,3,3,184,5,2,12,16.7,1,6,16.7,20.8
Jabari Walker,POR,7,3,4,92,3,1,1,100,1,1,100,150.0
Jacob Gilyard,MEM,4,1,3,44,3,1,1,100,1,1,100,150.0
Jaden Hardy,DAL,5,4,1,64,4,2,7,28.6,0,2,0.0,28.6
Jaden Ivey,DET,6,2,4,124,10,4,14,28.6,2,7,28.6,35.7
Jaden McDaniels,MIN,4,3,1,111,10,5,6,83.3,0,0,-,83.3
Jaden Springer,PHI,5,4,1,44,0,0,1,0.0,0,0,-,0.0
Jae Crowder,MIL,6,4,2,157,8,3,3,100,2,2,100,133.3
Jae'Sean Tate,HOU,6,3,3,111,0,0,1,0.0,0,0,-,0.0
Jaime Jaquez Jr.,MIA,7,3,4,127,0,0,0,-,0,0,-,-
Jake LaRavia,MEM,5,0,5,61,2,1,1,100,0,0,-,100
Jakob Poeltl,TOR,7,3,4,181,0,0,0,-,-,-,-,-
Jalen Brunson,NYK,7,3,4,245,56,24,60,40.0,8,19,42.1,46.7
Jalen Duren,DET,6,2,4,179,0,0,1,0.0,-,-,-,0.0
Jalen Green,HOU,6,3,3,198,17,7,23,30.4,3,9,33.3,37.0
Jalen Johnson,ATL,7,4,3,211,2,1,2,50.0,0,1,0.0,50.0
Jalen McDaniels,TOR,6,2,4,56,0,0,0,-,0,0,-,-
Jalen Pickett,DEN,4,3,1,9,4,2,2,100,0,0,-,100
Jalen Smith,IND,6,4,2,99,0,0,0,-,0,0,-,-
Jalen Suggs,ORL,7,4,3,179,7,3,15,20.0,1,5,20.0,23.3
Jalen Williams,OKC,7,4,3,236,6,3,10,30.0,0,1,0.0,30.0
Jalen Wilson,BKN,2,1,1,7,0,0,0,-,-,-,-,-
Jamal Cain,MIA,2,0,2,29,2,1,1,100,0,0,-,100
Jamal Murray,DEN,7,6,1,216,51,21,58,36.2,9,20,45.0,44.0
James Harden,LAC,1,0,1,31,0,0,0,-,-,-,-,-
James Wiseman,DET,2,0,2,17,0,0,0,-,-,-,-,-
Jarace Walker,IND,3,2,1,27,4,2,3,66.7,0,0,-,66.7
Jared Butler,WAS,2,0,2,9,0,0,1,0.0,0,1,0.0,0.0
Jared Rhoden,DET,3,0,3,10,0,0,0,-,-,-,-,-
Jaren Jackson Jr.,MEM,7,1,6,230,5,2,8,25.0,1,5,20.0,31.3
Jarrett Allen,CLE,2,1,1,49,0,0,0,-,-,-,-,-
Jaxson Hayes,LAL,6,3,3,55,0,0,0,-,-,-,-,-
Jaylen Brown,BOS,6,5,1,204,39,16,39,41.0,7,18,38.9,50.0
Jaylin Williams,OKC,2,1,1,28,0,0,1,0.0,0,1,0.0,0.0
Jayson Tatum,BOS,6,5,1,218,57,21,46,45.7,15,30,50.0,62.0
Jeff Green,HOU,6,3,3,79,0,0,1,0.0,0,0,-,0.0
Jerami Grant,POR,7,3,4,251,10,5,14,35.7,0,1,0.0,35.7
Jeremy Sochan,SAS,7,3,4,184,4,2,11,18.2,0,5,0.0,18.2
Jericho Sims,NYK,2,1,1,7,0,0,0,-,-,-,-,-
Jermaine Samuels Jr.,HOU,3,2,1,20,0,0,0,-,0,0,-,-
Jerome Robinson,GSW,1,1,0,5,0,0,0,-,-,-,-,-
Jett Howard,ORL,3,2,1,12,0,0,1,0.0,0,1,0.0,0.0
Jevon Carter,CHI,8,3,5,123,12,6,15,40.0,0,4,0.0,40.0
Jimmy Butler,MIA,6,3,3,199,8,4,19,21.1,0,2,0.0,21.1
Jock Landale,HOU,4,3,1,56,2,1,1,100,0,0,-,100
Joe Harris,DET,7,2,5,98,0,0,1,0.0,0,1,0.0,0.0
Joe Ingles,ORL,7,4,3,128,0,0,1,0.0,0,1,0.0,0.0
Joel Embiid,PHI,6,5,1,197,24,11,37,29.7,2,9,22.2,32.4
John Collins,UTA,8,2,6,245,4,2,7,28.6,0,1,0.0,28.6
John Konchar,MEM,5,0,5,100,0,0,0,-,0,0,-,-
Johnny Davis,WAS,4,0,4,53,2,1,2,50.0,0,0,-,50.0
Jonas Valanciunas,NOP,7,4,3,171,2,1,1,100,0,0,-,100
Jonathan Isaac,ORL,5,4,1,56,0,0,2,0.0,0,1,0.0,0.0
Jonathan Kuminga,GSW,7,5,2,142,8,4,12,33.3,0,1,0.0,33.3
Jordan Clarkson,UTA,8,2,6,244,32,13,41,31.7,6,21,28.6,39.0
Jordan Ford,SAC,3,1,2,11,0,0,1,0.0,-,-,-,0.0
Jordan Goodwin,PHX,7,3,4,130,12,5,15,33.3,2,6,33.3,40.0
Jordan Hawkins,NOP,7,4,3,191,14,6,15,40.0,2,5,40.0,46.7
Jordan McLaughlin,MIN,5,4,1,19,0,0,0,-,0,0,-,-
Jordan Miller,LAC,2,2,0,7,0,0,1,0.0,0,0,-,0.0
Jordan Nwora,IND,3,2,1,36,0,0,3,0.0,0,2,0.0,0.0
Jordan Poole,WAS,6,1,5,167,9,4,20,20.0,1,10,10.0,22.5
Josh Giddey,OKC,7,4,3,200,10,5,12,41.7,0,1,0.0,41.7
Josh Green,DAL,7,6,1,189,5,2,4,50.0,1,3,33.3,62.5
Josh Hart,NYK,7,3,4,191,5,2,9,22.2,1,2,50.0,27.8
Josh Minott,MIN,4,3,1,10,0,0,0,-,0,0,-,-
Josh Okogie,PHX,7,3,4,184,0,0,4,0.0,0,1,0.0,0.0
Josh Richardson,MIA,4,2,2,100,4,2,6,33.3,0,1,0.0,33.3
Jrue Holiday,BOS,6,5,1,205,39,15,31,48.4,9,18,50.0,62.9
Julian Champagnie,SAS,4,1,3,33,0,0,1,0.0,0,0,-,0.0
Julian Phillips,CHI,4,1,3,10,0,0,0,-,-,-,-,-
Julian Strawther,DEN,6,5,1,63,2,1,3,33.3,0,1,0.0,33.3
Julius Randle,NYK,7,3,4,244,11,5,25,20.0,1,10,10.0,22.0
Justin Holiday,DEN,2,1,1,9,0,0,0,-,0,0,-,-
Jusuf Nurkic,PHX,7,3,4,178,2,1,3,33.3,0,1,0.0,33.3
KJ Martin,PHI,5,5,0,39,0,0,0,-,0,0,-,-
Kaiser Gates,NOP,1,0,1,7,0,0,0,-,0,0,-,-
Karl-Anthony Towns,MIN,6,4,2,194,2,1,8,12.5,0,3,0.0,12.5
Kawhi Leonard,LAC,6,3,3,199,38,15,37,40.5,8,16,50.0,51.4
Keegan Murray,SAC,6,2,4,203,23,9,24,37.5,5,11,45.5,47.9
Keita Bates-Diop,PHX,4,2,2,67,5,2,3,66.7,1,1,100,83.3
Keldon Johnson,SAS,7,3,4,220,12,5,15,33.3,2,8,25.0,40.0
Kelly Olynyk,UTA,8,2,6,163,2,1,2,50.0,0,1,0.0,50.0
Kelly Oubre Jr.,PHI,6,5,1,179,20,7,9,77.8,6,8,75.0,111.1
Kenneth Lofton Jr.,MEM,4,1,3,35,2,1,1,100,0,0,-,100
Kentavious Caldwell-Pope,DEN,8,7,1,260,19,8,17,47.1,3,4,75.0,55.9
Keon Ellis,SAC,3,1,2,17,0,0,1,0.0,0,1,0.0,0.0
Kessler Edwards,SAC,4,2,2,15,0,0,0,-,0,0,-,-
Kevin Durant,PHX,7,3,4,250,60,29,74,39.2,2,11,18.2,40.5
Kevin Huerter,SAC,6,2,4,144,9,3,9,33.3,3,7,42.9,50.0
Kevin Love,MIA,3,1,2,66,0,0,3,0.0,0,0,-,0.0
Kevon Looney,GSW,8,6,2,183,0,0,1,0.0,-,-,-,0.0
Keyontae Johnson,OKC,1,0,1,6,0,0,1,0.0,-,-,-,0.0
Keyonte George,UTA,8,2,6,166,11,4,11,36.4,3,8,37.5,50.0
Khris Middleton,MIL,5,4,1,93,14,6,12,50.0,2,6,33.3,58.3
Killian Hayes,DET,8,2,6,243,20,10,29,34.5,0,3,0.0,34.5
Kira Lewis Jr.,NOP,7,4,3,86,0,0,5,0.0,0,3,0.0,0.0
Klay Thompson,GSW,7,5,2,220,26,12,26,46.2,2,5,40.0,50.0
Kobe Brown,LAC,5,3,2,39,0,0,1,0.0,0,0,-,0.0
Kobe Bufkin,ATL,2,2,0,4,0,0,1,0.0,0,0,-,0.0
Kris Dunn,UTA,7,2,5,90,2,1,2,50.0,0,1,0.0,50.0
Kris Murray,POR,2,0,2,11,0,0,0,-,0,0,-,-
Kristaps Porzingis,BOS,6,5,1,185,5,2,3,66.7,1,1,100,83.3
Kyle Anderson,MIN,6,4,2,156,6,3,5,60.0,0,1,0.0,60.0
Kyle Kuzma,WAS,6,1,5,173,24,10,27,37.0,4,15,26.7,44.4
Kyle Lowry,MIA,7,3,4,212,9,3,13,23.1,3,10,30.0,34.6
Kyrie Irving,DAL,5,4,1,176,14,7,24,29.2,0,9,0.0,29.2
LaMelo Ball,CHA,6,2,4,189,26,9,35,25.7,8,23,34.8,37.1
Lamar Stevens,BOS,3,2,1,17,0,0,0,-,0,0,-,-
Landry Shamet,WAS,2,0,2,26,0,0,1,0.0,0,1,0.0,0.0
Larry Nance Jr.,NOP,7,4,3,118,0,0,1,0.0,0,0,-,0.0
Lauri Markkanen,UTA,8,2,6,262,10,4,15,26.7,2,6,33.3,33.3
LeBron James,LAL,7,3,4,251,28,11,29,37.9,6,17,35.3,48.3
Leonard Miller,MIN,1,1,0,2,0,0,0,-,-,-,-,-
Lester Quinones,GSW,1,1,0,5,0,0,1,0.0,0,1,0.0,0.0
Lindy Waters III,OKC,3,2,1,5,0,0,1,0.0,0,1,0.0,0.0
Lonnie Walker IV,BKN,6,3,3,130,21,8,15,53.3,5,8,62.5,70.0
Luguentz Dort,OKC,7,4,3,209,19,7,10,70.0,5,7,71.4,95.0
Luka Doncic,DAL,7,6,1,260,82,31,72,43.1,20,48,41.7,56.9
Luka Garza,MIN,1,0,1,1,0,0,0,-,-,-,-,-
Luka Samanic,UTA,4,0,4,16,0,0,0,-,0,0,-,-
Luke Kennard,MEM,4,1,3,94,8,3,14,21.4,2,9,22.2,28.6
Luke Kornet,BOS,5,4,1,55,0,0,0,-,-,-,-,-
Malachi Flynn,TOR,7,3,4,92,3,1,6,16.7,1,3,33.3,25.0
Malaki Branham,SAS,7,3,4,136,26,12,21,57.1,2,4,50.0,61.9
Malcolm Brogdon,POR,7,3,4,217,38,17,59,28.8,4,20,20.0,32.2
Malcolm Cazalon,DET,1,0,1,3,0,0,0,-,-,-,-,-
Malik Beasley,MIL,6,4,2,156,6,2,5,40.0,2,4,50.0,60.0
Malik Monk,SAC,6,2,4,131,15,5,15,33.3,5,13,38.5,50.0
MarJon Beauchamp,MIL,5,3,2,78,3,1,2,50.0,1,2,50.0,75.0
Marcus Morris Sr.,PHI,1,1,0,6,0,0,0,-,-,-,-,-
Marcus Sasser,DET,8,2,6,148,27,11,21,52.4,5,11,45.5,64.3
Marcus Smart,MEM,7,1,6,227,27,12,30,40.0,3,16,18.8,45.0
Mark Williams,CHA,6,2,4,156,0,0,0,-,-,-,-,-
Markelle Fultz,ORL,4,2,2,115,10,5,16,31.3,0,0,-,31.3
Marvin Bagley III,DET,8,2,6,151,0,0,0,-,0,0,-,-
Mason Plumlee,LAC,6,3,3,102,0,0,0,-,-,-,-,-
Matisse Thybulle,POR,7,3,4,122,0,0,0,-,0,0,-,-
Matt Ryan,NOP,7,4,3,163,6,2,7,28.6,2,5,40.0,42.9
Max Christie,LAL,4,1,3,62,4,2,3,66.7,0,0,-,66.7
Max Strus,CLE,7,3,4,250,2,1,9,11.1,0,6,0.0,11.1
Maxi Kleber,DAL,4,4,0,75,0,0,0,-,0,0,-,-
Maxwell Lewis,LAL,2,0,2,5,0,0,0,-,-,-,-,-
Michael Porter Jr.,DEN,8,7,1,221,10,4,15,26.7,2,8,25.0,33.3
Mikal Bridges,BKN,7,3,4,249,28,12,32,37.5,4,12,33.3,43.8
Mike Conley,MIN,6,4,2,179,14,6,22,27.3,2,12,16.7,31.8
Mike Muscala,WAS,5,1,4,57,0,0,0,-,0,0,-,-
Miles McBride,NYK,4,1,3,20,0,0,1,0.0,0,1,0.0,0.0
Mitchell Robinson,NYK,7,3,4,207,0,0,0,-,-,-,-,-
Mo Bamba,PHI,4,4,0,9,0,0,0,-,-,-,-,-
Moritz Wagner,ORL,7,4,3,127,0,0,0,-,0,0,-,-
Moses Moody,GSW,8,6,2,144,13,5,5,100,3,3,100,130.0
Mouhamed Gueye,ATL,2,2,0,4,0,0,0,-,0,0,-,-
Moussa Diabate,LAC,4,3,1,18,0,0,0,-,-,-,-,-
Myles Turner,IND,7,4,3,184,4,2,10,20.0,0,5,0.0,20.0
Nassir Little,PHX,5,2,3,58,3,1,2,50.0,1,1,100,75.0
Nate Hinton,HOU,2,2,0,8,0,0,0,-,-,-,-,-
Nate Williams,HOU,1,0,1,5,0,0,0,-,0,0,-,-
Naz Reid,MIN,6,4,2,143,5,2,5,40.0,1,2,50.0,50.0
Nic Claxton,BKN,1,0,1,28,0,0,1,0.0,-,-,-,0.0
Nick Richards,CHA,6,2,4,104,0,0,0,-,-,-,-,-
Nick Smith Jr.,CHA,1,1,0,1,0,0,0,-,-,-,-,-
Nickeil Alexander-Walker,MIN,6,4,2,117,4,2,3,66.7,0,1,0.0,66.7
Nicolas Batum,PHI,4,3,1,72,0,0,0,-,0,0,-,-
Nikola Jokic,DEN,8,7,1,272,15,7,13,53.8,1,4,25.0,57.7
Nikola Jovic,MIA,2,0,2,28,3,1,1,100,1,1,100,150.0
Nikola Vucevic,CHI,8,3,5,271,2,1,4,25.0,0,0,-,25.0
