PLAYER,TEAM,GP,W,L,MIN,DRIVES,FGM,FGA,FG%,FTM,FTA,FT%,PTS,PTS%,PASS,PASS%,AST,AST%,TO,TOV%,PF,PF%
Amari Bailey,CHA,1,0,1,3.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Amen Thompson,HOU,5,2,3,77.0,14,1,3,33.300000000000004,0,0,0.0,2,14.299999999999999,9,64.3,2,14.299999999999999,2,14.299999999999999,0,0.0
Amir Coffey,LAC,12,9,3,96.0,17,5,11,45.5,0,0,0.0,10,58.8,5,29.4,1,5.8999999999999995,0,0.0,0,0.0
Andre Drummond,CHI,25,10,15,328.0,6,4,5,80.0,0,0,0.0,8,133.29999999999998,0,0.0,0,0.0,1,16.7,0,0.0
Andre Jackson Jr.,MIL,18,11,7,144.0,6,0,1,0.0,0,0,0.0,0,0.0,4,66.7,0,0.0,1,16.7,0,0.0
Andrew Nembhard,IND,17,11,6,308.0,124,29,56,51.800000000000004,1,2,50.0,59,47.599999999999994,60,48.4,21,16.900000000000002,4,3.2,1,0.8
Andrew Wiggins,GSW,20,9,11,531.0,77,16,39,41.0,14,20,70.0,48,62.3,18,23.400000000000002,5,6.5,7,9.1,10,13.0
Anfernee Simons,POR,5,0,5,161.0,68,13,28,46.400000000000006,12,12,100.0,39,57.4,27,39.7,5,7.3999999999999995,4,5.8999999999999995,6,8.799999999999999
Anthony Black,ORL,21,15,6,414.0,52,9,17,52.900000000000006,2,4,50.0,22,42.3,30,57.699999999999996,11,21.2,2,3.8,2,3.8
Anthony Davis,LAL,23,14,9,815.0,106,25,67,37.3,17,24,70.8,70,66.0,19,17.9,1,0.8999999999999999,1,0.8999999999999999,13,12.3
Anthony Edwards,MIN,20,16,4,672.0,218,49,113,43.4,44,52,84.6,147,67.4,60,27.500000000000004,14,6.4,13,6.0,26,11.899999999999999
Anthony Gill,WAS,15,3,12,96.0,12,2,3,66.7,3,4,75.0,7,58.3,6,50.0,3,25.0,1,8.3,2,16.7
Armoni Brooks,BKN,7,3,4,64.0,5,1,3,33.300000000000004,0,0,0.0,2,40.0,2,40.0,1,20.0,0,0.0,0,0.0
Ausar Thompson,DET,25,2,23,686.0,133,33,60,55.00000000000001,11,18,61.1,77,57.9,46,34.599999999999994,14,10.5,11,8.3,9,6.800000000000001
Austin Reaves,LAL,25,14,11,742.0,198,47,84,56.00000000000001,30,35,85.7,127,64.1,74,37.4,19,9.6,17,8.6,18,9.1
Ayo Dosunmu,CHI,24,10,14,482.0,91,12,22,54.50000000000001,8,14,57.099999999999994,32,35.199999999999996,58,63.7,10,11.0,1,1.0999999999999999,7,7.7
Bam Adebayo,MIA,16,10,6,537.0,92,31,58,53.400000000000006,16,22,72.7,82,89.1,13,14.099999999999998,2,2.1999999999999997,4,4.3,11,12.0
Ben Sheppard,IND,11,5,6,73.0,4,1,4,25.0,0,0,0.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0
Ben Simmons,BKN,6,3,3,191.0,31,4,11,36.4,1,2,50.0,9,28.999999999999996,18,58.099999999999994,6,19.400000000000002,1,3.2,1,3.2
Bennedict Mathurin,IND,23,13,10,578.0,161,44,94,46.800000000000004,23,28,82.1,115,71.39999999999999,36,22.400000000000002,5,3.1,10,6.2,14,8.7
Bilal Coulibaly,WAS,23,4,19,620.0,72,17,31,54.800000000000004,4,6,66.7,40,55.60000000000001,27,37.5,9,12.5,6,8.3,3,4.2
Bismack Biyombo,MEM,19,6,13,471.0,8,3,5,60.0,0,0,0.0,6,75.0,1,12.5,1,12.5,2,25.0,0,0.0
Blake Wesley,SAS,6,1,5,26.0,10,2,4,50.0,1,2,50.0,5,50.0,5,50.0,1,10.0,0,0.0,1,10.0
Boban Marjanovic,HOU,3,2,1,20.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Bobby Portis,MIL,24,17,7,568.0,51,15,39,38.5,2,4,50.0,34,66.7,8,15.7,1,2.0,1,2.0,2,3.9
Bogdan Bogdanovic,ATL,23,9,14,643.0,101,29,50,57.99999999999999,8,8,100.0,70,69.3,40,39.6,12,11.899999999999999,6,5.8999999999999995,4,4.0
Bojan Bogdanovic,DET,6,0,6,182.0,52,12,22,54.50000000000001,5,6,83.3,31,59.599999999999994,23,44.2,7,13.5,4,7.7,3,5.800000000000001
Bol Bol,PHX,6,4,2,15.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Bones Hyland,LAC,13,7,6,210.0,42,8,25,32.0,4,4,100.0,20,47.599999999999994,8,19.0,4,9.5,4,9.5,2,4.8
Bradley Beal,PHX,6,2,4,151.0,63,12,26,46.2,7,10,70.0,31,49.2,26,41.3,7,11.1,4,6.3,5,7.9
Brandin Podziemski,GSW,16,6,10,333.0,84,17,40,42.5,2,6,33.300000000000004,38,45.2,34,40.5,4,4.8,6,7.1,3,3.5999999999999996
Brandon Ingram,NOP,22,13,9,744.0,321,94,159,59.099999999999994,35,46,76.1,230,71.7,111,34.599999999999994,22,6.9,18,5.6000000000000005,23,7.199999999999999
Brandon Miller,CHA,21,6,15,675.0,126,29,73,39.7,16,23,69.6,72,57.099999999999994,27,21.4,6,4.8,14,11.1,12,9.5
Braxton Key,DEN,6,5,1,15.0,6,0,2,0.0,1,2,50.0,1,16.7,3,50.0,3,50.0,0,0.0,1,16.7
Brice Sensabaugh,UTA,1,0,1,2.0,1,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Brook Lopez,MIL,24,17,7,739.0,38,21,28,75.0,6,6,100.0,50,131.6,5,13.200000000000001,3,7.9,1,2.6,3,7.9
Bruce Brown,IND,23,13,10,724.0,179,42,84,50.0,16,18,88.9,104,58.099999999999994,72,40.2,18,10.100000000000001,10,5.6000000000000005,9,5.0
Bruno Fernando,ATL,5,4,1,16.0,3,1,2,50.0,0,0,0.0,3,100.0,0,0.0,0,0.0,1,33.300000000000004,0,0.0
Bryce McGowens,CHA,18,5,13,289.0,46,5,14,35.699999999999996,9,12,75.0,19,41.3,18,39.1,4,8.7,6,13.0,6,13.0
Buddy Hield,IND,23,13,10,593.0,93,29,45,64.4,2,2,100.0,61,65.60000000000001,37,39.800000000000004,8,8.6,8,8.6,1,1.0999999999999999
CJ McCollum,NOP,12,10,2,404.0,110,32,62,51.6,13,18,72.2,80,72.7,36,32.7,13,11.799999999999999,2,1.7999999999999998,9,8.200000000000001
Cade Cunningham,DET,25,2,23,860.0,435,92,200,46.0,46,53,86.8,236,54.300000000000004,164,37.7,42,9.700000000000001,37,8.5,27,6.2
Caleb Houstan,ORL,15,9,6,143.0,2,0,0,0.0,0,0,0.0,0,0.0,1,50.0,1,50.0,1,50.0,0,0.0
Caleb Martin,MIA,15,8,7,408.0,104,22,56,39.300000000000004,5,8,62.5,51,49.0,34,32.7,10,9.6,6,5.800000000000001,4,3.8
Cam Reddish,LAL,20,13,7,480.0,58,10,27,37.0,18,22,81.8,39,67.2,14,24.099999999999998,4,6.9,4,6.9,11,19.0
Cam Thomas,BKN,15,8,7,464.0,207,61,129,47.3,35,42,83.3,161,77.8,45,21.7,6,2.9000000000000004,3,1.4000000000000001,21,10.100000000000001
Cam Whitmore,HOU,5,2,3,32.0,10,3,6,50.0,2,4,50.0,8,80.0,1,10.0,0,0.0,1,10.0,2,20.0
Cameron Johnson,BKN,17,9,8,494.0,79,19,41,46.300000000000004,3,4,75.0,41,51.9,26,32.9,7,8.9,5,6.3,3,3.8
Cameron Payne,MIL,24,17,7,406.0,78,22,42,52.400000000000006,7,8,87.5,51,65.4,29,37.2,10,12.8,3,3.8,4,5.1
Caris LeVert,CLE,18,8,10,544.0,219,53,113,46.9,28,37,75.7,133,60.699999999999996,80,36.5,22,10.0,5,2.3,19,8.7
Cason Wallace,OKC,22,14,8,484.0,46,12,23,52.2,2,4,50.0,27,58.699999999999996,18,39.1,2,4.3,2,4.3,2,4.3
Cedi Osman,SAS,24,4,20,465.0,79,18,34,52.900000000000006,4,6,66.7,41,51.9,32,40.5,8,10.100000000000001,6,7.6,3,3.8
Charles Bassey,SAS,19,3,16,205.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Charlie Brown Jr.,NYK,1,0,1,2.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Chet Holmgren,OKC,22,14,8,659.0,126,31,57,54.400000000000006,23,26,88.5,88,69.8,41,32.5,6,4.8,10,7.9,13,10.299999999999999
Chimezie Metu,PHX,15,8,7,157.0,18,6,10,60.0,4,6,66.7,16,88.9,4,22.2,1,5.6000000000000005,1,5.6000000000000005,3,16.7
Chris Boucher,TOR,22,7,15,311.0,12,2,5,40.0,2,2,100.0,6,50.0,6,50.0,1,8.3,0,0.0,1,8.3
Chris Duarte,SAC,19,11,8,262.0,37,7,12,58.3,6,6,100.0,21,56.8,16,43.2,3,8.1,5,13.5,3,8.1
Chris Livingston,MIL,3,1,2,12.0,1,1,1,100.0,0,0,0.0,2,200.0,0,0.0,0,0.0,0,0.0,0,0.0
Chris Paul,GSW,19,9,10,508.0,127,21,46,45.7,9,10,90.0,54,42.5,66,52.0,12,9.4,6,4.7,5,3.9
Christian Braun,DEN,24,15,9,491.0,102,25,57,43.9,7,10,70.0,59,57.8,29,28.4,5,4.9,8,7.8,5,4.9
Christian Wood,LAL,23,13,10,477.0,49,11,21,52.400000000000006,7,12,58.3,31,63.3,16,32.7,3,6.1,4,8.200000000000001,6,12.2
Chuma Okeke,ORL,10,6,4,52.0,5,1,4,25.0,0,0,0.0,2,40.0,1,20.0,0,0.0,0,0.0,0,0.0
Clint Capela,ATL,23,9,14,595.0,7,1,4,25.0,3,4,75.0,5,71.39999999999999,1,14.299999999999999,0,0.0,0,0.0,2,28.599999999999998
Coby White,CHI,25,10,15,862.0,269,53,110,48.199999999999996,26,32,81.3,136,50.6,115,42.8,30,11.200000000000001,19,7.1,16,5.8999999999999995
Cody Zeller,NOP,19,10,9,177.0,12,0,6,0.0,1,2,50.0,1,8.3,5,41.699999999999996,0,0.0,0,0.0,1,8.3
Colby Jones,SAC,10,4,6,71.0,22,9,14,64.3,2,2,100.0,20,90.9,5,22.7,2,9.1,2,9.1,1,4.5
Cole Anthony,ORL,23,16,7,585.0,250,57,113,50.4,40,46,87.0,161,64.4,92,36.8,22,8.799999999999999,15,6.0,23,9.2
Cole Swider,MIA,3,0,3,29.0,2,1,1,100.0,0,0,0.0,2,100.0,1,50.0,0,0.0,0,0.0,0,0.0
Colin Castleton,LAL,4,0,4,28.0,4,0,2,0.0,2,2,100.0,2,50.0,1,25.0,0,0.0,0,0.0,1,25.0
Collin Gillespie,DEN,8,5,3,54.0,9,3,4,75.0,0,0,0.0,7,77.8,4,44.4,1,11.1,1,11.1,0,0.0
Collin Sexton,UTA,25,9,16,538.0,202,40,84,47.599999999999994,33,40,82.5,118,58.4,72,35.6,23,11.4,18,8.9,20,9.9
Corey Kispert,WAS,23,4,19,530.0,103,30,52,57.699999999999996,16,22,72.7,80,77.7,36,35.0,11,10.7,2,1.9,11,10.7
Cory Joseph,GSW,10,2,8,100.0,10,2,3,66.7,0,0,0.0,4,40.0,6,60.0,1,10.0,0,0.0,0,0.0
Craig Porter Jr.,CLE,14,9,5,200.0,81,23,41,56.10000000000001,11,14,78.60000000000001,59,72.8,27,33.300000000000004,9,11.1,3,3.6999999999999997,8,9.9
D'Angelo Russell,LAL,24,14,10,731.0,172,50,90,55.60000000000001,16,22,72.7,119,69.19999999999999,55,32.0,14,8.1,9,5.2,11,6.4
D'Moi Hodge,LAL,7,1,6,41.0,3,1,1,100.0,1,2,50.0,3,100.0,1,33.300000000000004,1,33.300000000000004,0,0.0,1,33.300000000000004
DaQuan Jeffries,NYK,8,6,2,20.0,4,1,3,33.300000000000004,0,0,0.0,2,50.0,1,25.0,0,0.0,0,0.0,0,0.0
Daishen Nix,MIN,6,4,2,21.0,2,0,2,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Dalano Banton,BOS,11,9,2,91.0,16,4,9,44.4,0,0,0.0,8,50.0,7,43.8,1,6.3,0,0.0,0,0.0
Dalen Terry,CHI,9,4,5,48.0,8,1,2,50.0,0,0,0.0,2,25.0,6,75.0,1,12.5,0,0.0,0,0.0
Damian Jones,CLE,11,7,4,54.0,1,1,1,100.0,0,0,0.0,2,200.0,0,0.0,0,0.0,0,0.0,0,0.0
Damian Lillard,MIL,22,17,5,782.0,255,68,124,54.800000000000004,53,58,91.4,197,77.3,78,30.599999999999998,28,11.0,15,5.8999999999999995,29,11.4
Daniel Gafford,WAS,21,4,17,523.0,17,5,10,50.0,6,8,75.0,17,100.0,1,5.8999999999999995,0,0.0,2,11.799999999999999,4,23.5
Daniel Theis,LAC,14,11,3,230.0,4,2,3,66.7,0,0,0.0,4,100.0,1,25.0,0,0.0,0,0.0,0,0.0
Danilo Gallinari,WAS,22,4,18,339.0,19,7,12,58.3,5,6,83.3,19,100.0,3,15.8,0,0.0,1,5.3,3,15.8
Danny Green,PHI,2,1,1,18.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Dante Exum,DAL,20,14,6,320.0,86,21,38,55.300000000000004,8,10,80.0,51,59.3,36,41.9,8,9.3,3,3.5000000000000004,5,5.800000000000001
Danuel House Jr.,PHI,13,9,4,156.0,16,3,5,60.0,2,4,50.0,8,50.0,7,43.8,0,0.0,0,0.0,2,12.5
Dario Saric,GSW,22,10,12,462.0,59,11,22,50.0,15,18,83.3,40,67.80000000000001,25,42.4,4,6.800000000000001,2,3.4000000000000004,9,15.299999999999999
Dariq Whitehead,BKN,1,1,0,3.0,1,0,0,0.0,1,2,50.0,1,100.0,0,0.0,0,0.0,0,0.0,1,100.0
Darius Garland,CLE,20,11,9,680.0,343,75,151,49.7,38,46,82.6,190,55.400000000000006,129,37.6,42,12.2,31,9.0,23,6.7
David Roddy,MEM,24,6,18,588.0,89,16,45,35.6,5,6,83.3,40,44.9,34,38.2,5,5.6000000000000005,5,5.6000000000000005,3,3.4000000000000004
Davion Mitchell,SAC,16,8,8,228.0,75,7,19,36.8,4,4,100.0,18,24.0,48,64.0,10,13.3,5,6.7,2,2.7
Davis Bertans,OKC,9,7,2,71.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Day'Ron Sharpe,BKN,24,13,11,384.0,11,4,10,40.0,0,0,0.0,9,81.8,1,9.1,0,0.0,0,0.0,0,0.0
De'Aaron Fox,SAC,18,12,6,639.0,326,101,188,53.7,55,73,75.3,267,81.89999999999999,81,24.8,22,6.7,12,3.6999999999999997,37,11.3
De'Andre Hunter,ATL,20,8,12,617.0,93,25,57,43.9,14,16,87.5,69,74.2,19,20.4,3,3.2,6,6.5,8,8.6
De'Anthony Melton,PHI,24,17,7,707.0,95,19,53,35.8,16,18,88.9,58,61.1,28,29.5,12,12.6,4,4.2,9,9.5
DeAndre Jordan,DEN,9,6,3,134.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
DeMar DeRozan,CHI,23,9,14,834.0,319,73,138,52.900000000000006,53,64,82.8,207,64.9,130,40.8,26,8.200000000000001,10,3.1,33,10.299999999999999
Dean Wade,CLE,18,9,9,368.0,8,0,0,0.0,0,0,0.0,0,0.0,8,100.0,2,25.0,0,0.0,0,0.0
Deandre Ayton,POR,18,5,13,554.0,16,8,14,57.099999999999994,0,0,0.0,16,100.0,1,6.3,0,0.0,1,6.3,0,0.0
Dejounte Murray,ATL,23,9,14,789.0,307,65,143,45.5,28,30,93.30000000000001,159,51.800000000000004,124,40.400000000000006,31,10.100000000000001,19,6.2,15,4.9
Delon Wright,WAS,8,2,6,141.0,34,6,15,40.0,8,8,100.0,21,61.8,12,35.3,5,14.7,2,5.8999999999999995,4,11.799999999999999
Deni Avdija,WAS,24,4,20,644.0,147,33,64,51.6,13,14,92.9,81,55.1,60,40.8,21,14.299999999999999,10,6.800000000000001,7,4.8
Dennis Schroder,TOR,24,9,15,768.0,318,56,132,42.4,32,34,94.1,148,46.5,136,42.8,35,11.0,23,7.199999999999999,17,5.3
Dennis Smith Jr.,BKN,13,7,6,229.0,69,13,31,41.9,9,10,90.0,36,52.2,28,40.6,8,11.600000000000001,3,4.3,5,7.199999999999999
Dereck Lively II,DAL,22,15,7,576.0,7,5,5,100.0,0,0,0.0,10,142.9,1,14.299999999999999,1,14.299999999999999,1,14.299999999999999,0,0.0
Dereon Seabron,NOP,5,2,3,52.0,7,1,5,20.0,0,0,0.0,2,28.599999999999998,2,28.599999999999998,0,0.0,0,0.0,0,0.0
Derrick Jones Jr.,DAL,22,14,8,516.0,31,12,15,80.0,5,8,62.5,29,93.5,7,22.6,4,12.9,6,19.400000000000002,3,9.700000000000001
Derrick Rose,MEM,15,4,11,284.0,122,21,52,40.400000000000006,12,14,85.7,55,45.1,52,42.6,15,12.3,8,6.6000000000000005,7,5.7
Derrick White,BOS,21,18,3,685.0,135,32,61,52.5,29,30,96.7,95,70.39999999999999,46,34.1,17,12.6,11,8.1,15,11.1
Desmond Bane,MEM,23,6,17,797.0,272,69,135,51.1,24,28,85.7,166,61.0,93,34.2,17,6.3,18,6.6000000000000005,15,5.5
Devin Booker,PHX,16,10,6,564.0,265,57,112,50.9,46,50,92.0,164,61.9,102,38.5,33,12.5,15,5.7,26,9.8
Devin Vassell,SAS,19,4,15,560.0,112,31,51,60.8,18,20,90.0,84,75.0,40,35.699999999999996,5,4.5,9,8.0,10,8.9
Devonte' Graham,SAS,4,1,3,45.0,8,2,4,50.0,2,2,100.0,7,87.5,1,12.5,0,0.0,1,12.5,1,12.5
Dexter Dennis,DAL,2,0,2,7.0,2,1,2,50.0,0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0
Dillon Brooks,HOU,22,13,9,692.0,111,31,60,51.7,18,20,90.0,84,75.7,26,23.400000000000002,7,6.3,13,11.700000000000001,10,9.0
Domantas Sabonis,SAC,22,13,9,766.0,137,26,46,56.49999999999999,17,28,60.699999999999996,72,52.6,66,48.199999999999996,10,7.3,10,7.3,14,10.2
Dominick Barlow,SAS,7,0,7,35.0,6,1,2,50.0,0,2,0.0,2,33.300000000000004,2,33.300000000000004,0,0.0,0,0.0,1,16.7
Donovan Mitchell,CLE,20,10,10,717.0,263,61,133,45.9,35,37,94.6,158,60.099999999999994,88,33.5,29,11.0,13,4.9,20,7.6
Donte DiVincenzo,NYK,24,14,10,493.0,49,3,13,23.1,3,4,75.0,9,18.4,29,59.199999999999996,10,20.4,3,6.1,2,4.1000000000000005
Dorian Finney-Smith,BKN,23,12,11,688.0,75,12,24,50.0,0,0,0.0,24,32.0,41,54.7,6,8.0,8,10.7,0,0.0
Doug McDermott,SAS,22,4,18,367.0,20,0,7,0.0,5,6,83.3,5,25.0,10,50.0,4,20.0,0,0.0,3,15.0
Draymond Green,GSW,15,7,8,377.0,42,7,18,38.9,6,6,100.0,20,47.599999999999994,18,42.9,5,11.899999999999999,3,7.1,3,7.1
Drew Eubanks,PHX,24,12,12,410.0,28,6,18,33.300000000000004,2,2,100.0,14,50.0,7,25.0,0,0.0,2,7.1,1,3.5999999999999996
Dru Smith,MIA,9,7,2,131.0,19,4,8,50.0,2,2,100.0,10,52.6,10,52.6,2,10.5,0,0.0,1,5.3
Duncan Robinson,MIA,23,14,9,688.0,127,29,52,55.800000000000004,6,10,60.0,64,50.4,60,47.199999999999996,14,11.0,6,4.7,5,3.9
Duop Reath,POR,15,3,12,235.0,15,4,9,44.4,3,4,75.0,11,73.3,2,13.3,0,0.0,1,6.7,2,13.3
Dwight Powell,DAL,20,13,7,268.0,2,1,1,100.0,0,0,0.0,3,150.0,1,50.0,1,50.0,0,0.0,0,0.0
Dylan Windler,NYK,3,2,1,7.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Dyson Daniels,NOP,25,15,10,619.0,94,22,44,50.0,6,6,100.0,50,53.2,43,45.7,12,12.8,3,3.2,3,3.2
E.J. Liddell,NOP,3,1,2,9.0,3,1,1,100.0,2,2,100.0,4,133.29999999999998,0,0.0,0,0.0,1,33.300000000000004,1,33.300000000000004
Emoni Bates,CLE,7,4,3,52.0,1,0,0,0.0,0,0,0.0,0,0.0,1,100.0,1,100.0,0,0.0,0,0.0
Eric Gordon,PHX,21,12,9,673.0,152,40,70,57.099999999999994,9,10,90.0,91,59.9,66,43.4,9,5.8999999999999995,10,6.6000000000000005,5,3.3000000000000003
Eugene Omoruyi,WAS,13,2,11,81.0,10,3,7,42.9,3,4,75.0,9,90.0,1,10.0,0,0.0,0,0.0,2,20.0
Evan Fournier,NYK,1,1,0,16.0,2,0,1,0.0,0,0,0.0,0,0.0,1,50.0,1,50.0,0,0.0,0,0.0
Evan Mobley,CLE,21,12,9,705.0,94,20,44,45.5,11,16,68.8,51,54.300000000000004,33,35.099999999999994,12,12.8,8,8.5,8,8.5
Filip Petrusev,SAC,3,2,1,9.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Franz Wagner,ORL,23,16,7,767.0,271,74,152,48.699999999999996,43,52,82.69999999999999,197,72.7,73,26.900000000000002,25,9.2,15,5.5,26,9.6
Fred VanVleet,HOU,21,13,8,796.0,235,26,72,36.1,10,12,83.3,66,28.1,138,58.699999999999996,24,10.2,14,6.0,6,2.6
Furkan Korkmaz,PHI,17,12,5,124.0,16,3,8,37.5,2,2,100.0,9,56.3,5,31.3,1,6.3,2,12.5,1,6.3
GG Jackson,MEM,3,0,3,7.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Gabe Vincent,LAL,4,2,2,113.0,11,5,6,83.3,3,4,75.0,11,100.0,4,36.4,2,18.2,0,0.0,1,9.1
Garrett Temple,TOR,6,1,5,19.0,4,1,1,100.0,2,2,100.0,4,100.0,2,50.0,1,25.0,0,0.0,1,25.0
Garrison Mathews,ATL,12,5,7,111.0,3,0,0,0.0,0,0,0.0,0,0.0,2,66.7,0,0.0,0,0.0,0,0.0
Gary Harris,ORL,19,14,5,409.0,39,11,18,61.1,5,6,83.3,27,69.19999999999999,12,30.8,6,15.4,5,12.8,3,7.7
Gary Payton II,GSW,13,7,6,234.0,5,3,3,100.0,0,0,0.0,6,120.0,2,40.0,1,20.0,0,0.0,0,0.0
Gary Trent Jr.,TOR,21,8,13,517.0,85,19,55,34.5,6,8,75.0,47,55.300000000000004,17,20.0,1,1.2,8,9.4,4,4.7
Georges Niang,CLE,25,13,12,562.0,96,25,55,45.5,11,12,91.7,62,64.60000000000001,31,32.300000000000004,5,5.2,3,3.1,6,6.3
Giannis Antetokounmpo,MIL,23,16,7,804.0,359,113,166,68.10000000000001,63,88,71.6,302,84.1,108,30.099999999999998,26,7.199999999999999,24,6.7,44,12.3
Goga Bitadze,ORL,21,14,7,446.0,4,2,2,100.0,0,0,0.0,4,100.0,2,50.0,1,25.0,0,0.0,0,0.0
Gordon Hayward,CHA,22,7,15,719.0,233,41,92,44.6,28,38,73.7,114,48.9,96,41.199999999999996,29,12.4,16,6.9,20,8.6
Gradey Dick,TOR,16,6,10,221.0,28,1,9,11.1,4,4,100.0,6,21.4,13,46.400000000000006,2,7.1,2,7.1,2,7.1
Grant Williams,DAL,20,12,8,596.0,40,6,18,33.300000000000004,4,6,66.7,16,40.0,11,27.500000000000004,3,7.5,5,12.5,3,7.5
Grayson Allen,PHX,20,11,9,664.0,134,15,37,40.5,15,16,93.8,46,34.300000000000004,75,56.00000000000001,9,6.7,10,7.5,8,6.0
Greg Brown III,DAL,1,0,1,2.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Gui Santos,GSW,1,0,1,8.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Harrison Barnes,SAC,22,13,9,663.0,94,22,40,55.00000000000001,13,18,72.2,58,61.7,37,39.4,8,8.5,4,4.3,9,9.6
Harry Giles III,BKN,5,1,4,36.0,4,3,4,75.0,0,0,0.0,7,175.0,0,0.0,0,0.0,0,0.0,0,0.0
Haywood Highsmith,MIA,15,10,5,334.0,13,3,5,60.0,4,4,100.0,10,76.9,5,38.5,0,0.0,1,7.7,2,15.4
Herbert Jones,NOP,22,15,7,676.0,78,18,38,47.4,10,12,83.3,47,60.3,24,30.8,5,6.4,8,10.299999999999999,6,7.7
Hunter Tyson,DEN,7,5,2,17.0,2,0,0,0.0,0,0,0.0,0,0.0,2,100.0,1,50.0,0,0.0,0,0.0
Immanuel Quickley,NYK,23,13,10,551.0,197,49,92,53.300000000000004,35,38,92.10000000000001,137,69.5,72,36.5,14,7.1,10,5.1,19,9.6
Isaac Okoro,CLE,16,7,9,378.0,47,11,21,52.400000000000006,5,6,83.3,27,57.4,22,46.800000000000004,6,12.8,1,2.1,3,6.4
Isaiah Hartenstein,NYK,24,14,10,456.0,8,1,4,25.0,1,2,50.0,3,37.5,2,25.0,0,0.0,1,12.5,1,12.5
Isaiah Jackson,IND,15,9,6,207.0,4,2,4,50.0,0,0,0.0,4,100.0,0,0.0,0,0.0,0,0.0,0,0.0
