PLAYER,TEAM,GP,MIN,FGM,FGA,FG%,3PM,3PA,3P%,eFG%,PTS
Andrew Nembhard,IND,23,460.0,18,45,40.0,15.0,40.0,37.5,56.699999999999996,51
Andrew Wiggins,GSW,29,768.0,25,88,28.4,24.0,83.0,28.9,42.0,74
Anfernee Simons,POR,12,403.0,26,59,44.1,25.0,57.0,43.9,65.3,77
Anthony Black,ORL,32,662.0,17,49,34.699999999999996,16.0,44.0,36.4,51.0,50
Anthony Davis,LAL,33,1182.0,31,76,40.8,9.0,27.0,33.300000000000004,46.7,71
Anthony Edwards,MIN,30,1044.0,34,72,47.199999999999996,31.0,65.0,47.699999999999996,68.8,99
Anthony Gill,WAS,21,135.0,0,8,0.0,0.0,8.0,0.0,0.0,0
Armoni Brooks,BKN,10,104.0,10,26,38.5,10.0,26.0,38.5,57.699999999999996,30
Ausar Thompson,DET,34,846.0,11,65,16.900000000000002,8.0,54.0,14.799999999999999,23.1,30
Austin Reaves,LAL,35,1036.0,32,91,35.199999999999996,31.0,89.0,34.8,52.2,95
Ayo Dosunmu,CHI,34,771.0,31,88,35.199999999999996,29.0,86.0,33.7,51.7,91
Bam Adebayo,MIA,24,823.0,28,66,42.4,0.0,2.0,0.0,42.4,56
Ben Sheppard,IND,14,93.0,6,18,33.300000000000004,6.0,18.0,33.300000000000004,50.0,18
Ben Simmons,BKN,6,191.0,0,2,0.0,,,,0.0,0
Bennedict Mathurin,IND,33,836.0,20,52,38.5,18.0,45.0,40.0,55.800000000000004,58
Bilal Coulibaly,WAS,32,842.0,31,81,38.3,31.0,81.0,38.3,57.4,93
Bismack Biyombo,MEM,27,643.0,0,0,,,,,,0
Blake Wesley,SAS,12,90.0,0,5,0.0,0.0,4.0,0.0,0.0,0
Boban Marjanovic,HOU,4,26.0,1,3,33.300000000000004,0.0,0.0,,33.300000000000004,2
Bobby Portis,MIL,34,817.0,36,104,34.599999999999994,34.0,96.0,35.4,51.0,106
Bogdan Bogdanovic,ATL,31,884.0,89,234,38.0,83.0,220.0,37.7,55.800000000000004,261
Bojan Bogdanovic,DET,15,513.0,33,90,36.7,32.0,87.0,36.8,54.400000000000006,98
Bol Bol,PHX,10,58.0,5,7,71.39999999999999,3.0,4.0,75.0,92.9,13
Bones Hyland,LAC,15,227.0,14,30,46.7,12.0,28.0,42.9,66.7,40
Bradley Beal,PHX,10,291.0,12,30,40.0,10.0,27.0,37.0,56.699999999999996,34
Brandin Podziemski,GSW,27,632.0,23,62,37.1,23.0,62.0,37.1,55.60000000000001,69
Brandon Boston Jr.,LAC,5,44.0,1,5,20.0,1.0,5.0,20.0,30.0,3
Brandon Ingram,NOP,32,1077.0,48,114,42.1,35.0,88.0,39.800000000000004,57.49999999999999,131
Brandon Miller,CHA,28,877.0,57,134,42.5,52.0,128.0,40.6,61.9,166
Brandon Williams,DAL,2,13.0,0,0,,,,,,0
Braxton Key,DEN,9,29.0,0,1,0.0,0.0,1.0,0.0,0.0,0
Brice Sensabaugh,UTA,2,5.0,0,0,,,,,,0
Brook Lopez,MIL,34,1055.0,61,171,35.699999999999996,49.0,151.0,32.5,50.0,171
Bruce Brown,IND,28,856.0,23,79,29.099999999999998,21.0,74.0,28.4,42.4,67
Bruno Fernando,ATL,8,48.0,0,2,0.0,0.0,1.0,0.0,0.0,0
Bryce McGowens,CHA,27,495.0,19,50,38.0,19.0,50.0,38.0,56.99999999999999,57
Buddy Hield,IND,33,856.0,69,177,39.0,69.0,177.0,39.0,58.5,207
CJ McCollum,NOP,22,725.0,45,97,46.400000000000006,44.0,96.0,45.800000000000004,69.1,134
Cade Cunningham,DET,34,1195.0,44,123,35.8,42.0,119.0,35.3,52.800000000000004,130
Caleb Houstan,ORL,25,317.0,26,66,39.4,26.0,66.0,39.4,59.099999999999994,78
Caleb Martin,MIA,20,529.0,24,54,44.4,20.0,48.0,41.699999999999996,63.0,68
Cam Reddish,LAL,28,683.0,19,71,26.8,19.0,68.0,27.900000000000002,40.1,57
Cam Thomas,BKN,26,754.0,28,66,42.4,26.0,63.0,41.3,62.1,82
Cam Whitmore,HOU,9,88.0,7,12,58.3,7.0,12.0,58.3,87.5,21
Cameron Johnson,BKN,27,782.0,59,129,45.7,58.0,127.0,45.7,68.2,176
Cameron Payne,MIL,34,533.0,25,67,37.3,25.0,67.0,37.3,56.00000000000001,75
Caris LeVert,CLE,26,754.0,34,94,36.199999999999996,33.0,92.0,35.9,53.7,101
Cason Wallace,OKC,33,712.0,35,78,44.9,34.0,76.0,44.7,66.7,104
Cedi Osman,SAS,33,597.0,36,92,39.1,35.0,90.0,38.9,58.199999999999996,107
Charles Bassey,SAS,19,205.0,3,6,50.0,0.0,0.0,,50.0,6
Charlie Brown Jr.,NYK,3,5.0,1,3,33.300000000000004,1.0,3.0,33.300000000000004,50.0,3
Chet Holmgren,OKC,33,984.0,62,141,44.0,56.0,124.0,45.2,63.800000000000004,180
Chimezie Metu,PHX,24,321.0,14,39,35.9,14.0,39.0,35.9,53.800000000000004,42
Chris Boucher,TOR,31,427.0,20,57,35.099999999999994,20.0,56.0,35.699999999999996,52.6,60
Chris Duarte,SAC,30,404.0,12,44,27.3,12.0,43.0,27.900000000000002,40.9,36
Chris Livingston,MIL,8,25.0,1,1,100.0,1.0,1.0,100.0,150.0,3
Chris Paul,GSW,30,828.0,29,66,43.9,27.0,62.0,43.5,64.4,85
Christian Braun,DEN,35,696.0,17,47,36.199999999999996,17.0,45.0,37.8,54.300000000000004,51
Christian Wood,LAL,30,576.0,26,78,33.300000000000004,23.0,70.0,32.9,48.1,75
Chuma Okeke,ORL,17,115.0,8,21,38.1,7.0,19.0,36.8,54.800000000000004,23
Clint Capela,ATL,32,841.0,0,0,,,,,,0
Coby White,CHI,36,1257.0,75,192,39.1,74.0,189.0,39.2,58.3,224
Cody Martin,CHA,6,145.0,5,18,27.800000000000004,5.0,16.0,31.3,41.699999999999996,15
Cody Zeller,NOP,25,231.0,2,4,50.0,0.0,1.0,0.0,50.0,4
Colby Jones,SAC,12,77.0,1,7,14.299999999999999,1.0,7.0,14.299999999999999,21.4,3
Cole Anthony,ORL,33,823.0,39,99,39.4,37.0,96.0,38.5,58.099999999999994,115
Cole Swider,MIA,6,33.0,4,8,50.0,4.0,8.0,50.0,75.0,12
Colin Castleton,LAL,4,28.0,0,0,,,,,,0
Collin Gillespie,DEN,11,86.0,1,8,12.5,1.0,8.0,12.5,18.8,3
Collin Sexton,UTA,35,830.0,39,82,47.599999999999994,37.0,79.0,46.800000000000004,70.1,115
Corey Kispert,WAS,32,716.0,44,133,33.1,44.0,133.0,33.1,49.6,132
Cory Joseph,GSW,15,147.0,4,20,20.0,4.0,20.0,20.0,30.0,12
Craig Porter Jr.,CLE,23,383.0,0,2,0.0,0.0,2.0,0.0,0.0,0
D'Angelo Russell,LAL,32,931.0,42,98,42.9,41.0,95.0,43.2,63.800000000000004,125
D'Moi Hodge,LAL,7,41.0,3,11,27.3,3.0,11.0,27.3,40.9,9
DaQuan Jeffries,NYK,10,30.0,1,4,25.0,1.0,4.0,25.0,37.5,3
Daishen Nix,MIN,6,21.0,1,3,33.300000000000004,1.0,3.0,33.300000000000004,50.0,3
Dalano Banton,BOS,15,111.0,1,6,16.7,1.0,6.0,16.7,25.0,3
Dalen Terry,CHI,20,199.0,3,19,15.8,3.0,19.0,15.8,23.7,9
Damian Jones,CLE,14,76.0,2,6,33.300000000000004,1.0,3.0,33.300000000000004,41.699999999999996,5
Damian Lillard,MIL,32,1128.0,39,101,38.6,36.0,97.0,37.1,56.39999999999999,114
Daniel Gafford,WAS,30,765.0,4,6,66.7,,,,66.7,8
Daniel Theis,LAC,23,384.0,14,32,43.8,9.0,19.0,47.4,57.8,37
Danilo Gallinari,WAS,26,385.0,21,61,34.4,18.0,53.0,34.0,49.2,60
Danny Green,PHI,2,18.0,0,1,0.0,0.0,1.0,0.0,0.0,0
Dante Exum,DAL,30,586.0,26,58,44.800000000000004,26.0,55.0,47.3,67.2,78
Danuel House Jr.,PHI,21,250.0,8,20,40.0,8.0,20.0,40.0,60.0,24
Dario Saric,GSW,33,672.0,52,134,38.800000000000004,46.0,120.0,38.3,56.00000000000001,150
Dariq Whitehead,BKN,2,24.0,0,2,0.0,0.0,2.0,0.0,0.0,0
Darius Garland,CLE,20,680.0,17,48,35.4,15.0,44.0,34.1,51.0,49
David Roddy,MEM,32,705.0,29,96,30.2,29.0,95.0,30.5,45.300000000000004,87
Davion Mitchell,SAC,26,342.0,10,36,27.800000000000004,10.0,36.0,27.800000000000004,41.699999999999996,30
Davis Bertans,OKC,11,82.0,8,20,40.0,8.0,19.0,42.1,60.0,24
Day'Ron Sharpe,BKN,35,567.0,1,9,11.1,1.0,7.0,14.299999999999999,16.7,3
De'Aaron Fox,SAC,27,965.0,34,89,38.2,34.0,88.0,38.6,57.3,102
De'Andre Hunter,ATL,24,727.0,33,84,39.300000000000004,32.0,80.0,40.0,58.3,98
De'Anthony Melton,PHI,31,912.0,50,134,37.3,48.0,131.0,36.6,55.2,148
DeAndre Jordan,DEN,14,185.0,0,1,0.0,,,,0.0,0
DeMar DeRozan,CHI,34,1242.0,44,118,37.3,28.0,77.0,36.4,49.2,116
Dean Wade,CLE,27,594.0,35,99,35.4,34.0,97.0,35.099999999999994,52.5,104
Deandre Ayton,POR,24,760.0,32,60,53.300000000000004,,,,53.300000000000004,64
Dejounte Murray,ATL,33,1138.0,47,127,37.0,45.0,120.0,37.5,54.7,139
Delon Wright,WAS,12,207.0,5,14,35.699999999999996,5.0,14.0,35.699999999999996,53.6,15
Deni Avdija,WAS,33,888.0,26,71,36.6,25.0,68.0,36.8,54.2,77
Dennis Schroder,TOR,34,1089.0,52,132,39.4,49.0,126.0,38.9,57.99999999999999,153
Dennis Smith Jr.,BKN,20,373.0,7,23,30.4,7.0,23.0,30.4,45.7,21
Dereck Lively II,DAL,29,732.0,0,3,0.0,0.0,2.0,0.0,0.0,0
Dereon Seabron,NOP,5,52.0,0,1,0.0,0.0,1.0,0.0,0.0,0
Derrick Jones Jr.,DAL,34,861.0,47,135,34.8,47.0,135.0,34.8,52.2,141
Derrick Rose,MEM,17,305.0,5,21,23.799999999999997,5.0,21.0,23.799999999999997,35.699999999999996,15
Derrick White,BOS,30,973.0,58,131,44.3,58.0,131.0,44.3,66.4,174
Desmond Bane,MEM,33,1142.0,57,127,44.9,54.0,120.0,45.0,66.10000000000001,168
Devin Booker,PHX,25,897.0,24,56,42.9,17.0,42.0,40.5,57.99999999999999,65
Devin Vassell,SAS,28,851.0,45,132,34.1,44.0,125.0,35.199999999999996,50.8,134
Devonte' Graham,SAS,7,68.0,2,7,28.599999999999998,2.0,7.0,28.599999999999998,42.9,6
Dexter Dennis,DAL,4,30.0,1,6,16.7,1.0,6.0,16.7,25.0,3
Dillon Brooks,HOU,28,866.0,42,101,41.6,39.0,93.0,41.9,60.9,123
Dmytro Skapintsev,NYK,2,2.0,0,0,,,,,,0
Domantas Sabonis,SAC,33,1157.0,25,60,41.699999999999996,13.0,35.0,37.1,52.5,63
Dominick Barlow,SAS,11,86.0,1,10,10.0,1.0,4.0,25.0,15.0,3
Donovan Mitchell,CLE,25,902.0,27,79,34.2,26.0,77.0,33.800000000000004,50.6,80
Donte DiVincenzo,NYK,34,728.0,75,174,43.1,75.0,173.0,43.4,64.7,225
Dorian Finney-Smith,BKN,32,921.0,67,163,41.099999999999994,66.0,161.0,41.0,61.3,200
Doug McDermott,SAS,31,494.0,48,106,45.300000000000004,45.0,102.0,44.1,66.5,141
Draymond Green,GSW,15,377.0,19,44,43.2,18.0,42.0,42.9,63.6,56
Drew Eubanks,PHX,30,486.0,3,7,42.9,2.0,2.0,100.0,57.099999999999994,8
Drew Peterson,BOS,1,3.0,1,1,100.0,1.0,1.0,100.0,150.0,3
Dru Smith,MIA,9,131.0,6,14,42.9,6.0,14.0,42.9,64.3,18
Duncan Robinson,MIA,32,934.0,64,158,40.5,64.0,156.0,41.0,60.8,192
Duop Reath,POR,21,311.0,28,78,35.9,28.0,78.0,35.9,53.800000000000004,84
Dwight Powell,DAL,32,464.0,1,2,50.0,1.0,2.0,50.0,75.0,3
Dylan Windler,NYK,3,7.0,1,2,50.0,1.0,2.0,50.0,75.0,3
Dyson Daniels,NOP,35,784.0,22,75,29.299999999999997,22.0,75.0,29.299999999999997,44.0,66
E.J. Liddell,NOP,3,9.0,0,3,0.0,0.0,3.0,0.0,0.0,0
Emoni Bates,CLE,10,76.0,1,12,8.3,1.0,12.0,8.3,12.5,3
Eric Gordon,PHX,30,943.0,74,173,42.8,73.0,172.0,42.4,63.9,221
Eugene Omoruyi,WAS,17,99.0,4,12,33.300000000000004,4.0,12.0,33.300000000000004,50.0,12
Evan Fournier,NYK,2,33.0,3,9,33.300000000000004,2.0,8.0,25.0,44.4,8
Evan Mobley,CLE,21,705.0,11,25,44.0,2.0,10.0,20.0,48.0,24
Filip Petrusev,SAC,3,9.0,1,2,50.0,,,,50.0,2
Franz Wagner,ORL,34,1135.0,28,97,28.9,28.0,95.0,29.5,43.3,84
Fred VanVleet,HOU,31,1159.0,44,103,42.699999999999996,44.0,99.0,44.4,64.1,132
Furkan Korkmaz,PHI,21,140.0,4,14,28.599999999999998,4.0,13.0,30.8,42.9,12
GG Jackson,MEM,4,19.0,2,5,40.0,2.0,5.0,40.0,60.0,6
Gabe Vincent,LAL,5,127.0,1,10,10.0,1.0,10.0,10.0,15.0,3
Garrett Temple,TOR,6,19.0,1,2,50.0,1.0,1.0,100.0,75.0,3
Garrison Mathews,ATL,21,249.0,18,41,43.9,18.0,41.0,43.9,65.9,54
Gary Harris,ORL,27,616.0,37,104,35.6,34.0,100.0,34.0,51.9,108
Gary Payton II,GSW,16,261.0,9,32,28.1,9.0,32.0,28.1,42.199999999999996,27
Gary Trent Jr.,TOR,31,802.0,52,125,41.6,51.0,123.0,41.5,62.0,155
Georges Niang,CLE,34,747.0,49,145,33.800000000000004,48.0,142.0,33.800000000000004,50.3,146
Giannis Antetokounmpo,MIL,33,1151.0,7,24,29.2,4.0,20.0,20.0,37.5,18
Goga Bitadze,ORL,31,644.0,2,7,28.599999999999998,2.0,7.0,28.599999999999998,42.9,6
Gordon Hayward,CHA,25,798.0,32,73,43.8,20.0,49.0,40.8,57.49999999999999,84
Gradey Dick,TOR,19,235.0,12,39,30.8,10.0,37.0,27.0,43.6,34
Grant Williams,DAL,32,894.0,54,147,36.7,52.0,142.0,36.6,54.400000000000006,160
Grayson Allen,PHX,29,962.0,56,127,44.1,56.0,127.0,44.1,66.10000000000001,168
Greg Brown III,DAL,5,28.0,0,1,0.0,0.0,1.0,0.0,0.0,0
Gui Santos,GSW,4,22.0,1,3,33.300000000000004,1.0,3.0,33.300000000000004,50.0,3
Harrison Barnes,SAC,33,991.0,48,123,39.0,48.0,122.0,39.300000000000004,58.5,144
Harry Giles III,BKN,10,59.0,2,8,25.0,1.0,6.0,16.7,31.3,5
Haywood Highsmith,MIA,21,444.0,23,65,35.4,22.0,63.0,34.9,52.300000000000004,68
Herbert Jones,NOP,32,950.0,39,108,36.1,36.0,101.0,35.6,52.800000000000004,114
Hunter Tyson,DEN,8,20.0,0,2,0.0,0.0,2.0,0.0,0.0,0
Ibou Badji,POR,5,65.0,0,0,,,,,,0
Immanuel Quickley,TOR,32,781.0,43,101,42.6,40.0,96.0,41.699999999999996,62.4,126
Isaac Okoro,CLE,25,649.0,22,59,37.3,22.0,59.0,37.3,55.900000000000006,66
Isaiah Hartenstein,NYK,34,791.0,3,10,30.0,0.0,2.0,0.0,30.0,6
Isaiah Jackson,IND,25,363.0,3,5,60.0,0.0,2.0,0.0,60.0,6
Isaiah Joe,OKC,33,646.0,65,149,43.6,64.0,147.0,43.5,65.10000000000001,194
Isaiah Livers,DET,18,368.0,14,54,25.900000000000002,14.0,54.0,25.900000000000002,38.9,42
Isaiah Mobley,CLE,3,14.0,1,2,50.0,1.0,2.0,50.0,75.0,3
Isaiah Stewart,DET,28,859.0,40,97,41.199999999999996,37.0,92.0,40.2,60.3,117
Ish Smith,CHA,26,439.0,2,3,66.7,1.0,1.0,100.0,83.3,5
Ish Wainright,POR,7,46.0,5,14,35.699999999999996,5.0,14.0,35.699999999999996,53.6,15
Ivica Zubac,LAC,33,888.0,3,5,60.0,,,,60.0,6
JD Davison,BOS,1,3.0,0,1,0.0,0.0,1.0,0.0,0.0,0
JT Thor,CHA,26,376.0,17,49,34.699999999999996,13.0,43.0,30.2,48.0,47
Ja Morant,MEM,8,283.0,4,17,23.5,4.0,17.0,23.5,35.3,12
JaVale McGee,SAC,28,236.0,3,5,60.0,0.0,1.0,0.0,60.0,6
Jabari Smith Jr.,HOU,31,943.0,48,122,39.300000000000004,45.0,113.0,39.800000000000004,57.8,141
Jabari Walker,POR,33,622.0,18,63,28.599999999999998,15.0,57.0,26.3,40.5,51
Jacob Gilyard,MEM,20,311.0,18,41,43.9,18.0,40.0,45.0,65.9,54
Jacob Toppin,NYK,3,4.0,0,0,,,,,,0
Jaden Hardy,DAL,30,449.0,31,81,38.3,31.0,80.0,38.800000000000004,57.4,93
Jaden Ivey,DET,30,762.0,24,70,34.300000000000004,24.0,69.0,34.8,51.4,72
Jaden McDaniels,MIN,23,626.0,23,61,37.7,23.0,59.0,39.0,56.599999999999994,69
Jaden Springer,PHI,20,193.0,4,17,23.5,4.0,17.0,23.5,35.3,12
Jae Crowder,MIL,9,240.0,13,30,43.3,12.0,27.0,44.4,63.3,38
Jae'Sean Tate,HOU,30,569.0,17,46,37.0,17.0,45.0,37.8,55.400000000000006,51
Jaime Jaquez Jr.,MIA,34,1019.0,39,104,37.5,36.0,97.0,37.1,54.800000000000004,114
Jake LaRavia,MEM,8,99.0,3,19,15.8,3.0,19.0,15.8,23.7,9
Jakob Poeltl,TOR,34,901.0,10,19,52.6,,,,52.6,20
Jalen Brunson,NYK,34,1223.0,40,86,46.5,38.0,83.0,45.800000000000004,68.60000000000001,118
Jalen Duren,DET,19,570.0,2,3,66.7,0.0,1.0,0.0,66.7,4
Jalen Green,HOU,32,965.0,35,96,36.5,32.0,93.0,34.4,53.1,102
Jalen Hood-Schifino,LAL,8,69.0,1,4,25.0,1.0,4.0,25.0,37.5,3
Jalen Johnson,ATL,19,578.0,28,59,47.5,22.0,52.0,42.3,66.10000000000001,78
Jalen McDaniels,TOR,20,195.0,7,34,20.599999999999998,7.0,34.0,20.599999999999998,30.9,21
Jalen Pickett,DEN,15,90.0,4,5,80.0,4.0,5.0,80.0,120.0,12
Jalen Slawson,SAC,5,19.0,0,1,0.0,0.0,1.0,0.0,0.0,0
Jalen Smith,IND,21,338.0,21,42,50.0,21.0,42.0,50.0,75.0,63
Jalen Suggs,ORL,30,812.0,48,119,40.300000000000004,46.0,116.0,39.7,59.699999999999996,142
Jalen Williams,OKC,30,956.0,29,71,40.8,26.0,66.0,39.4,59.199999999999996,84
Jalen Wilson,BKN,11,104.0,2,7,28.599999999999998,2.0,7.0,28.599999999999998,42.9,6
Jamal Cain,MIA,13,204.0,7,24,29.2,7.0,23.0,30.4,43.8,21
Jamal Murray,DEN,21,623.0,18,52,34.599999999999994,18.0,51.0,35.3,51.9,54
Jamaree Bouyea,POR,6,57.0,0,4,0.0,0.0,4.0,0.0,0.0,0
James Bouknight,CHA,5,28.0,2,4,50.0,2.0,4.0,50.0,75.0,6
James Harden,LAC,28,954.0,25,60,41.699999999999996,25.0,59.0,42.4,62.5,75
James Johnson,IND,3,16.0,0,0,,,,,,0
James Wiseman,DET,23,330.0,3,6,50.0,0.0,0.0,,50.0,6
Jarace Walker,IND,10,87.0,3,9,33.300000000000004,3.0,9.0,33.300000000000004,50.0,9
Jared Butler,WAS,15,119.0,5,10,50.0,5.0,10.0,50.0,75.0,15
Jared Rhoden,DET,5,30.0,1,4,25.0,1.0,4.0,25.0,37.5,3
Jaren Jackson Jr.,MEM,34,1077.0,55,156,35.3,52.0,150.0,34.699999999999996,51.9,162
Jarred Vanderbilt,LAL,14,247.0,1,13,7.7,1.0,13.0,7.7,11.5,3
Jarrett Allen,CLE,29,870.0,13,21,61.9,0.0,1.0,0.0,61.9,26
Javonte Smart,PHI,1,1.0,0,0,,,,,,0
Jaxson Hayes,LAL,31,315.0,1,4,25.0,0.0,3.0,0.0,25.0,2
Jay Huff,DEN,2,2.0,0,0,,,,,,0
Jaylen Brown,BOS,31,1051.0,41,116,35.3,39.0,113.0,34.5,52.2,121
Jaylen Nowell,MEM,9,156.0,4,19,21.099999999999998,4.0,18.0,22.2,31.6,12
Jaylin Williams,OKC,28,332.0,21,60,35.0,18.0,54.0,33.300000000000004,50.0,60
Jayson Tatum,BOS,31,1141.0,42,93,45.2,36.0,80.0,45.0,64.5,120
Jeff Green,HOU,31,483.0,11,36,30.599999999999998,9.0,32.0,28.1,43.1,31
Jerami Grant,POR,29,996.0,73,166,44.0,69.0,159.0,43.4,64.8,215
Jeremiah Robinson-Earl,NOP,14,157.0,7,16,43.8,7.0,16.0,43.8,65.60000000000001,21
Jeremy Sochan,SAS,33,959.0,28,66,42.4,22.0,54.0,40.699999999999996,59.099999999999994,78
Jericho Sims,NYK,15,104.0,0,0,,,,,,0
Jermaine Samuels Jr.,HOU,6,38.0,0,2,0.0,0.0,2.0,0.0,0.0,0
Jerome Robinson,GSW,4,13.0,0,2,0.0,0.0,2.0,0.0,0.0,0
Jett Howard,ORL,9,36.0,2,6,33.300000000000004,2.0,6.0,33.300000000000004,50.0,6
Jevon Carter,CHI,36,527.0,31,87,35.6,29.0,85.0,34.1,52.300000000000004,91
Jimmy Butler,MIA,24,806.0,20,41,48.8,13.0,30.0,43.3,64.60000000000001,53
Jock Landale,HOU,20,178.0,3,17,17.599999999999998,2.0,13.0,15.4,23.5,8
Joe Harris,DET,12,138.0,7,23,30.4,7.0,23.0,30.4,45.7,21
Joe Ingles,ORL,24,437.0,21,41,51.2,21.0,41.0,51.2,76.8,63
Joel Embiid,PHI,26,886.0,46,86,53.5,21.0,41.0,51.2,65.7,113
John Collins,UTA,31,890.0,46,122,37.7,43.0,114.0,37.7,55.300000000000004,135
John Konchar,MEM,27,446.0,18,50,36.0,18.0,50.0,36.0,54.0,54
Johnny Davis,WAS,16,139.0,1,3,33.300000000000004,1.0,2.0,50.0,50.0,3
Johnny Juzang,UTA,1,4.0,0,2,0.0,0.0,2.0,0.0,0.0,0
Jonas Valanciunas,NOP,35,952.0,43,98,43.9,21.0,56.0,37.5,54.6,107
Jonathan Isaac,ORL,21,285.0,14,49,28.599999999999998,13.0,45.0,28.9,41.8,41
Jonathan Kuminga,GSW,32,711.0,26,77,33.800000000000004,20.0,66.0,30.3,46.800000000000004,72
Jontay Porter,TOR,1,7.0,0,2,0.0,0.0,2.0,0.0,0.0,0
Jordan Clarkson,UTA,25,757.0,26,76,34.2,23.0,71.0,32.4,49.3,75
Jordan Ford,SAC,6,22.0,1,2,50.0,1.0,2.0,50.0,75.0,3
Jordan Goodwin,PHX,31,526.0,19,66,28.799999999999997,19.0,63.0,30.2,43.2,57
Jordan Hawkins,NOP,30,681.0,59,160,36.9,55.0,151.0,36.4,54.1,173
Jordan McLaughlin,MIN,13,80.0,2,8,25.0,2.0,8.0,25.0,37.5,6
Jordan Miller,LAC,3,12.0,1,1,100.0,1.0,1.0,100.0,150.0,3
Jordan Nwora,IND,12,121.0,7,19,36.8,7.0,19.0,36.8,55.300000000000004,21
Jordan Poole,WAS,32,932.0,42,121,34.699999999999996,42.0,117.0,35.9,52.1,126
Jose Alvarado,NOP,21,357.0,24,60,40.0,24.0,60.0,40.0,60.0,72
Josh Giddey,OKC,32,807.0,34,87,39.1,31.0,83.0,37.3,56.89999999999999,99
Josh Green,DAL,23,563.0,23,67,34.300000000000004,23.0,67.0,34.300000000000004,51.5,69
Josh Hart,NYK,34,962.0,29,82,35.4,28.0,80.0,35.0,52.400000000000006,86
Josh Minott,MIN,13,35.0,0,4,0.0,0.0,4.0,0.0,0.0,0
Josh Okogie,PHX,28,555.0,15,54,27.800000000000004,15.0,54.0,27.800000000000004,41.699999999999996,45
Josh Richardson,MIA,25,686.0,40,111,36.0,37.0,106.0,34.9,52.7,117
Joshua Primo,LAC,1,5.0,0,0,,,,,,0
Jrue Holiday,BOS,30,1036.0,27,62,43.5,26.0,59.0,44.1,64.5,80
Juan Toscano-Anderson,SAC,8,19.0,0,1,0.0,0.0,1.0,0.0,0.0,0
Jules Bernard,WAS,2,10.0,0,2,0.0,0.0,2.0,0.0,0.0,0
Julian Champagnie,SAS,26,368.0,32,81,39.5,32.0,81.0,39.5,59.3,96
Julian Phillips,CHI,21,95.0,1,12,8.3,1.0,12.0,8.3,12.5,3
Julian Strawther,DEN,32,449.0,30,93,32.300000000000004,30.0,93.0,32.300000000000004,48.4,90
Julius Randle,NYK,34,1214.0,34,114,29.799999999999997,33.0,109.0,30.3,44.3,101
Justin Holiday,DEN,19,294.0,20,42,47.599999999999994,19.0,41.0,46.300000000000004,70.19999999999999,59
Justin Minaya,POR,6,38.0,1,3,33.300000000000004,1.0,3.0,33.300000000000004,50.0,3
Jusuf Nurkic,PHX,32,894.0,21,74,28.4,19.0,68.0,27.900000000000002,41.199999999999996,61
KJ Martin,PHI,21,137.0,1,7,14.299999999999999,1.0,7.0,14.299999999999999,21.4,3
Kaiser Gates,NOP,1,7.0,0,2,0.0,0.0,2.0,0.0,0.0,0
Karl-Anthony Towns,MIN,32,1052.0,53,134,39.6,51.0,128.0,39.800000000000004,58.599999999999994,157
Kawhi Leonard,LAC,29,1006.0,49,105,46.7,40.0,82.0,48.8,65.7,138
Keegan Murray,SAC,29,959.0,64,173,37.0,60.0,168.0,35.699999999999996,54.300000000000004,188
